name	    		Carlos
	 offset     239 167
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 sound   	data/sounds/shock01.wav
	 offset     238 167
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 offset     237 167
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 offset     238 167
	 delay      12
       frame      data/chars/carlos/pain01.gif

anim fall13
#	cancel{#}	{start frame} 	{end frame} {didhit?} 	{sequence of inputs} 	{freespecial#}
	cancel 		0 				36 			0 			u a						freespecial10	# cancel jump release attack
	 landframe  37
	 loop       0
	 offset     238 167
	 bbox		226 102 23 76
	 sound   	data/sounds/burn111.wav

	 delay      2
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 offset     238 177
	 delay      999
       frame      data/chars/carlos/fall01.gif
	 delay      1
       frame      data/chars/carlos/fall02.gif

#-----------------SHOCK-----------------#

anim rise
	 loop       0
	 offset     238 177
	 delay      55
       frame      data/chars/carlos/fall02.gif
	 delay      20
       frame      data/chars/carlos/rise01.gif
	 delay      14
       frame      data/chars/carlos/fall02.gif
	 delay      10
       frame      data/chars/carlos/rise01.gif
       frame      data/chars/carlos/get01.gif

anim death
	 loop       0
	 offset     238 177
	 delay      1
       frame      data/chars/carlos/fall02.gif

anim special
	 jugglecost 100
#	 jumpframe 0 3.3
#	 landframe  8
	 energycost	5
	 mponly  	2
	 loop       0
	 offset     238 177
	 bbox		0 0 0 0
	 hitfx   data/sounds/slash1.wav
	 hitflash 	Blood
	 sound   	data/chars/carlos/carlos03.wav

	 delay      14
       frame      data/chars/carlos/sp01.gif

	 delay      6
       frame      data/chars/carlos/sp02.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	185 85 	55 		93 		10 			1 		1 		0 			25			15
       frame      data/chars/carlos/sp03.gif

	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	 delay      8
       frame      data/chars/carlos/sp04.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	232 85 	55 		93 		10 			1 		1 		0 			25			15
       frame      data/chars/carlos/sp05.gif

	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	 delay      6
       frame      data/chars/carlos/sp02.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	185 85 	55 		93 		10 			1 		1 		0 			25			15
       frame      data/chars/carlos/sp03.gif

	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	 delay      8
       frame      data/chars/carlos/sp04.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	232 85 	55 		93 		10 			1 		1 		0 			25			15
	 delay      12
       frame      data/chars/carlos/sp05.gif

	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	 delay      25
       frame      data/chars/carlos/sp01.gif


anim	freespecial10	# Cancel jump release attack
	 jugglecost 100
	 jumpframe	0 0 -1
	 landframe	2
#	 energycost	5
#	 mponly  	2
#	subentity		counter
#	summonframe		0 0 0 0 0
#	unsummonframe	999
	loop		0
	offset		209 233
	 offset     238 177
	 bbox		0 0 0 0
	 hitfx   data/sounds/slash1.wav
	 hitflash 	Blood

	 delay		16
		frame		data/chars/carlos/jump02.gif
	delay		999
		frame		data/chars/carlos/jump01.gif
	delay		6
		frame		data/chars/carlos/land01.gif

@cmd changeentityproperty getlocalvar("self") "aiflag" "drop" 0
@cmd changeentityproperty getlocalvar("self") "aiflag" "falling" 0

	 sound   	data/chars/carlos/carlos03.wav
	 delay      6
       frame      data/chars/carlos/sp02.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	185 85 	55 		93 		10 			1 		1 		0 			25			15
       frame      data/chars/carlos/sp03.gif

	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	 delay      8
       frame      data/chars/carlos/sp04.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	232 85 	55 		93 		10 			1 		1 		0 			25			15
       frame      data/chars/carlos/sp05.gif

	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	 delay      6
       frame      data/chars/carlos/sp02.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	185 85 	55 		93 		10 			1 		1 		0 			25			15
       frame      data/chars/carlos/sp03.gif

	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	 delay      8
       frame      data/chars/carlos/sp04.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	232 85 	55 		93 		10 			1 		1 		0 			25			15
	 delay      12
       frame      data/chars/carlos/sp05.gif

	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	 delay      25
       frame      data/chars/carlos/sp01.gif

anim freespecial2
	 followanim	1
	 followcond	1
	 jugglecost 	2
	 fastattack 1
	 energycost	20
	 mponly  	1
	 hitfx   	data/sounds/beat2.wav

	 loop       0
	 offset     238 177
	 bbox		226 102 23 76
	 sound   	data/chars/carlos/carlos02.wav
	 delay      10
       frame      data/chars/carlos/land01.gif

	 sound   	data/sounds/jump.wav
	 bbox		0 0 0 0
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	240 127 39 		51 		0 			0 		1 		0 			25			15
	 dropv	1 0
	 delay      2
	 move 6
@cmd projectile 1 "dust02" 0 0 0
       frame      data/chars/carlos/frsp130.gif
       frame      data/chars/carlos/frsp130.gif
	 move 6
       frame      data/chars/carlos/frsp130.gif
       frame      data/chars/carlos/frsp130.gif
	 move 6
       frame      data/chars/carlos/frsp130.gif
       frame      data/chars/carlos/frsp130.gif
	 move 5
       frame      data/chars/carlos/frsp130.gif
       frame      data/chars/carlos/frsp130.gif

	 move 4
       frame      data/chars/carlos/frsp130.gif
       frame      data/chars/carlos/frsp130.gif
	 move 3
       frame      data/chars/carlos/frsp130.gif
       frame      data/chars/carlos/frsp130.gif

	 move 2
       frame      data/chars/carlos/frsp130.gif
       frame      data/chars/carlos/frsp130.gif
	 move 1
       frame      data/chars/carlos/frsp130.gif
       frame      data/chars/carlos/frsp130.gif

	 bbox		226 102 23 76
	 attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 move 0
	 delay      10
       frame      data/chars/carlos/land01.gif

anim follow1
	 unsummonframe 27
	 jugglecost 	2
	 fastattack 1
	 hitfx   data/sounds/slash1.wav
	 hitflash 	Blood

	 loop       0
	 offset     238 177
	 bbox		0 0 0 0
	 delay      24
       frame      data/chars/carlos/frsp130.gif
	 sound   	data/chars/carlos/carlos04.wav
	 delay      6
       frame      data/chars/carlos/frsp101.gif
	 sound   	data/sounds/punch.wav
       frame      data/chars/carlos/frsp102.gif
       frame      data/chars/carlos/frsp103.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 89 	49 		89 		5 			0 		1 		0 			20			15
	 dropv	0.5 0
       frame      data/chars/carlos/frsp104.gif

	 sound   	data/sounds/sword01.wav
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/carlos/frsp106.gif
       frame      data/chars/carlos/frsp107.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	240 99 	56 		79 		5 			0 		1 		0 			20			15
	 dropv	0.5 0
       frame      data/chars/carlos/frsp108.gif
	 attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/carlos/frsp109.gif

	 sound   	data/sounds/sword01.wav
       frame      data/chars/carlos/frsp110.gif
 #	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 94 	76 		84 		10 			1 		1 		0 			25			15
       frame      data/chars/carlos/frsp111.gif
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/carlos/frsp112.gif
       frame      data/chars/carlos/frsp113.gif

  	 delay      4
	 sound   	data/sounds/sword01.wav
       frame      data/chars/carlos/frsp114.gif
       frame      data/chars/carlos/frsp115.gif
       frame      data/chars/carlos/frsp116.gif
	 sound   	data/sounds/sword01.wav
       frame      data/chars/carlos/frsp117.gif
       frame      data/chars/carlos/frsp118.gif
       frame      data/chars/carlos/frsp119.gif
	 sound   	data/sounds/sword01.wav
       frame      data/chars/carlos/frsp120.gif
       frame      data/chars/carlos/frsp121.gif
       frame      data/chars/carlos/frsp122.gif
	 sound   	data/sounds/sword01.wav
       frame      data/chars/carlos/frsp123.gif
       frame      data/chars/carlos/frsp124.gif
       frame      data/chars/carlos/frsp125.gif
	 sound   	data/sounds/sword01.wav
       frame      data/chars/carlos/frsp126.gif
       frame      data/chars/carlos/frsp127.gif
       frame      data/chars/carlos/frsp128.gif
  	 delay      16
       frame      data/chars/carlos/frsp129.gif


anim freespecial3
	 summonframe 1 0 0 0 0
	 subentity	dust
	 unsummonframe 14
	 jumpframe 	2 3.3 1.5
	 landframe	13
	 jugglecost 	2
	 fastattack 1
	 energycost	20
	 mponly  	1
	 hitfx   	data/sounds/beat3.wav

	 loop       0
	 offset     238 177
	 bbox		226 102 23 76
	 sound   	data/chars/carlos/carlos06.wav
	 delay      6
       frame      data/chars/carlos/land01.gif
       frame      data/chars/carlos/frsp130.gif

	 bbox		0 0 0 0
@cmd projectile 1 "dust02" 0 0 0
	 sound   	data/sounds/punch.wav
 #	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 79 	45 		99 		10 			1 		1 		0 			24			15
	 delay      12
       frame      data/chars/carlos/frsp201.gif

	 sound   	data/sounds/punch.wav
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      4
       frame      data/chars/carlos/ja101.gif
 #	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 79 	45 		99 		3 			1 		1 		0 			24			15
	 delay      8
       frame      data/chars/carlos/ja102.gif

	 sound   	data/sounds/punch.wav
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      4
       frame      data/chars/carlos/ja201.gif
 #	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 79 	45 		99 		3 			1 		1 		0 			24			15
	 delay      8
       frame      data/chars/carlos/frsp202.gif


	 sound   	data/sounds/punch.wav
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      4
       frame      data/chars/carlos/frsp203.gif
 #	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 79 	45 		99 		4 			1 		1 		0 			24			15
       frame      data/chars/carlos/frsp204.gif
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/carlos/fjump02.gif
       frame      data/chars/carlos/fjump01.gif
	 delay      10
       frame      data/chars/carlos/jump02.gif

 	 delay      999
       frame      data/chars/carlos/jump01.gif

 	 bbox		226 102 23 76
	 delay      10
       frame      data/chars/carlos/land01.gif

anim freespecial4
	 jugglecost 	2
	 fastattack 1
	 energycost	20
	 mponly  	1
	 hitfx   	data/sounds/beat2.wav

	 loop       0
	 offset     238 177
	 bbox		0 0 0 0
	 sound   	data/chars/carlos/carlos07.wav
	 delay      10
       frame      data/chars/carlos/frsp101.gif



		delay      6
       frame      data/chars/carlos/frsp106.gif
       frame      data/chars/carlos/frsp107.gif
@cmd projectile 1 "dust02" 0 0 0
@cmd projectile 1 "slice01" 0 0 0
       frame      data/chars/carlos/frsp108.gif
      frame      data/chars/carlos/frsp109.gif
	    delay      50
	 sound   	data/sounds/blast01.wav
       frame      data/chars/carlos/frsp301.gif

	 bbox		226 102 23 76
  	 delay      4
	 sound   	data/sounds/sword01.wav
       frame      data/chars/carlos/frsp103.gif
       frame      data/chars/carlos/frsp102.gif
       frame      data/chars/carlos/frsp101.gif


anim freespecial5
	 summonframe 0 -245 -220 0 0
	 subentity	super
	 energycost	100
	 mponly  	1
	jumpframe 26 3.5 -0.5
	dropframe 30
	landframe 35 dust01
	 fastattack 1
	 hitfx   data/sounds/slash1.wav
	 hitflash 	Blood
	 loop       0

	 offset     238 177
	 bbox		0 0 0 0
	 sound   	data/chars/carlos/carlos08.wav
	 delay      10
     frame      data/chars/carlos/frsp102.gif

	 
	 delay      6
     frame      data/chars/carlos/frsp103.gif
     frame      data/chars/carlos/frsp104.gif
@cmd projectile 1 "slice02" 0 0 0
	 delay      15
	 sound   	data/sounds/punch.wav
     frame      data/chars/carlos/frsp105.gif

	 delay      6
     frame      data/chars/carlos/frsp110.gif
     frame      data/chars/carlos/frsp111.gif
@cmd projectile 1 "slice12" 0 0 0
	 delay      15
	 sound   	data/sounds/punch.wav
     frame      data/chars/carlos/frsp112.gif
	 
	 delay      6
     frame      data/chars/carlos/frsp103.gif
     frame      data/chars/carlos/frsp104.gif
@cmd projectile 1 "slice02" 0 0 0
	 delay      15
	 sound   	data/sounds/punch.wav
     frame      data/chars/carlos/frsp105.gif

	 delay      6
     frame      data/chars/carlos/frsp110.gif
     frame      data/chars/carlos/frsp111.gif
@cmd projectile 1 "slice12" 0 0 0
	 delay      15
	 sound   	data/sounds/punch.wav
     frame      data/chars/carlos/frsp112.gif
	 
	 delay      6
     frame      data/chars/carlos/frsp103.gif
     frame      data/chars/carlos/frsp104.gif
@cmd projectile 1 "slice02" 0 0 0
	 delay      15
	 sound   	data/sounds/punch.wav
     frame      data/chars/carlos/frsp105.gif

	 delay      6
     frame      data/chars/carlos/frsp110.gif
     frame      data/chars/carlos/frsp111.gif
@cmd projectile 1 "slice12" 0 0 0
	 delay      15
	 sound   	data/sounds/punch.wav
     frame      data/chars/carlos/frsp112.gif
	 
	 delay      6
     frame      data/chars/carlos/frsp103.gif
     frame      data/chars/carlos/frsp104.gif
@cmd projectile 1 "slice02" 0 0 0
	 delay      15
	 sound   	data/sounds/punch.wav
     frame      data/chars/carlos/frsp105.gif

	 delay      6
     frame      data/chars/carlos/frsp110.gif
     frame      data/chars/carlos/frsp111.gif
@cmd projectile 1 "slice12" 0 0 0
	 delay      15
	 sound   	data/sounds/punch.wav
     frame      data/chars/carlos/frsp112.gif

	 sound   	data/chars/carlos/carlos03.wav
	 delay      10
     frame      data/chars/carlos/land01.gif

@cmd projectile 1 "dust02" 0 0 0
@cmd projectile 1 "slice03" 0 0 0
	 delay      6
	 sound   	data/sounds/blast01.wav
     frame      data/chars/carlos/frsp402.gif
     frame      data/chars/carlos/frsp403.gif
     frame      data/chars/carlos/frsp404.gif
	 delay      999
     frame      data/chars/carlos/frsp405.gif

	 delay      7
       frame      data/chars/carlos/fjump03.gif
       frame      data/chars/carlos/fjump02.gif
       frame      data/chars/carlos/fjump01.gif
       frame      data/chars/carlos/jump02.gif
	 delay      999
       frame      data/chars/carlos/jump01.gif

	 delay      30
       frame      data/chars/carlos/get01.gif
	 delay      10
       frame      data/chars/carlos/land01.gif

	 
	 
	 
	 
	 
