name	    		E._Honda
       frame      data/chars/misc/burn2/burn211.gif
       frame      data/chars/misc/burn2/burn213.gif
       frame      data/chars/misc/burn2/burn211.gif
       frame      data/chars/misc/burn2/burn214.gif
       frame      data/chars/misc/burn2/burn211.gif
       frame      data/chars/misc/burn2/burn212.gif
       frame      data/chars/misc/burn2/burn211.gif
       frame      data/chars/misc/burn2/burn213.gif
       frame      data/chars/misc/burn2/burn211.gif
       frame      data/chars/misc/burn2/burn214.gif
       frame      data/chars/misc/burn2/burn211.gif
       frame      data/chars/misc/burn2/burn212.gif
       frame      data/chars/misc/burn2/burn211.gif
       frame      data/chars/misc/burn2/burn213.gif
       frame      data/chars/misc/burn2/burn211.gif
       frame      data/chars/misc/burn2/burn214.gif
       frame      data/chars/misc/burn2/burn211.gif
       frame      data/chars/misc/burn2/burn212.gif
       frame      data/chars/misc/burn2/burn211.gif
       frame      data/chars/misc/burn2/burn213.gif
       frame      data/chars/misc/burn2/burn211.gif
       frame      data/chars/misc/burn2/burn214.gif
       frame      data/chars/misc/burn2/burn211.gif
       frame      data/chars/misc/burn2/burn212.gif
       frame      data/chars/misc/burn2/burn211.gif
       frame      data/chars/misc/burn2/burn213.gif
       frame      data/chars/misc/burn2/burn211.gif
       frame      data/chars/misc/burn2/burn214.gif
       frame      data/chars/misc/burn2/burn211.gif
       frame      data/chars/misc/burn2/burn212.gif
       frame      data/chars/misc/burn2/burn211.gif
       frame      data/chars/misc/burn2/burn213.gif
       frame      data/chars/misc/burn2/burn211.gif
	 delay      999
       frame      data/chars/honda/fall01.gif
	 delay      1
       frame      data/chars/honda/fall02.gif

#-----------------BURN2-----------------#

#-----------------SHOCK-----------------#

anim pain13
	 loop       0
	 offset     238 167
	 bbox		226 102 23 76
	 sound   	data/sounds/shock01.wav
	 delay      2
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 offset     237 167
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 offset     238 167
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 offset     239 167
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 sound   	data/sounds/shock01.wav
	 offset     238 167
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 offset     237 167
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 offset     238 167
	 delay      12
       frame      data/chars/honda/pain01.gif

anim fall13
#	cancel{#}	{start frame} 	{end frame} {didhit?} 	{sequence of inputs} 	{freespecial#}
	cancel 		0 				36 			0 			u a						freespecial10	# cancel jump release attack
	 landframe  37
	 loop       0
	 offset     238 167
	 bbox		226 102 23 76
	 sound   	data/sounds/burn111.wav

	 delay      2
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 offset     238 177
	 delay      999
       frame      data/chars/honda/fall01.gif
	 delay      1
       frame      data/chars/honda/fall02.gif

#-----------------SHOCK-----------------#

anim rise
	 loop       0
	 offset     238 177
	 delay      55
       frame      data/chars/honda/fall02.gif
	 delay      10
       frame      data/chars/honda/rise01.gif
       frame      data/chars/honda/rise02.gif
       frame      data/chars/honda/rise03.gif
       frame      data/chars/honda/get01.gif
       frame      data/chars/honda/rise04.gif

anim death
	 loop       0
	 offset     238 177
	 delay      1
       frame      data/chars/honda/fall02.gif


anim special
	 jugglecost 100
	 energycost	5
	 mponly  	2
	 loop       0
	 offset     238 177
	 bbox		0 0 0 0
	 hitfx   	data/sounds/beat2.wav


	   sound   	data/chars/honda/honda03.wav
	 delay      8
       frame      data/chars/honda/land01.gif
       frame      data/chars/honda/get01.gif

	 delay      6
       frame      data/chars/honda/sp01.gif
	   
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	233 151 59 		35 		12 			1 		1 		0 			30			15
       frame      data/chars/honda/sp02.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/honda/sp03.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	174 151 59 		35 		12 			1 		1 		0 			30			15
       frame      data/chars/honda/sp04.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/honda/sp05.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	233 151 59 		35 		12 			1 		1 		0 			30			15
       frame      data/chars/honda/sp02.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/honda/sp03.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	174 151 59 		35 		12 			1 		1 		0 			30			15
       frame      data/chars/honda/sp04.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/honda/sp05.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	233 151 59 		35 		12 			1 		1 		0 			30			15
       frame      data/chars/honda/sp02.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/honda/sp03.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	174 151 59 		35 		12 			1 		1 		0 			30			15
       frame      data/chars/honda/sp04.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/honda/sp05.gif

	 delay      8
       frame      data/chars/honda/get01.gif
       frame      data/chars/honda/land01.gif


anim	freespecial10	# Cancel jump release attack
	 jugglecost 100
	 jumpframe	0 0 -1
	 landframe	2
#	 energycost	5
#	 mponly  	2
#	subentity		counter
#	summonframe		0 0 0 0 0
#	unsummonframe	999
	loop		0
	offset		209 233
	 offset     238 177
	 bbox		0 0 0 0
	 hitfx   	data/sounds/beat2.wav

	 delay		16
		frame		data/chars/honda/jump02.gif
	delay		999
		frame		data/chars/honda/jump01.gif
	delay		6
		frame		data/chars/honda/land01.gif

@cmd changeentityproperty getlocalvar("self") "aiflag" "drop" 0
@cmd changeentityproperty getlocalvar("self") "aiflag" "falling" 0

	   sound   	data/chars/honda/honda03.wav
	 delay      8
       frame      data/chars/honda/land01.gif
       frame      data/chars/honda/get01.gif

	 delay      6
       frame      data/chars/honda/sp01.gif
	   
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	233 151 59 		35 		12 			1 		1 		0 			30			15
       frame      data/chars/honda/sp02.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/honda/sp03.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	174 151 59 		35 		12 			1 		1 		0 			30			15
       frame      data/chars/honda/sp04.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/honda/sp05.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	233 151 59 		35 		12 			1 		1 		0 			30			15
       frame      data/chars/honda/sp02.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/honda/sp03.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	174 151 59 		35 		12 			1 		1 		0 			30			15
       frame      data/chars/honda/sp04.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/honda/sp05.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	233 151 59 		35 		12 			1 		1 		0 			30			15
       frame      data/chars/honda/sp02.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/honda/sp03.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	174 151 59 		35 		12 			1 		1 		0 			30			15
       frame      data/chars/honda/sp04.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/honda/sp05.gif

	 delay      8
       frame      data/chars/honda/get01.gif
       frame      data/chars/honda/land01.gif




anim freespecial2
	 jugglecost 	2
	 fastattack 1
	 energycost	20
	 mponly  	1
	 hitfx   	data/sounds/beat3.wav
	 loop       0
	 offset     238 177
	 bbox		226 102 23 76

	 sound   	data/chars/honda/honda04.wav
	 delay      6
       frame      data/chars/honda/a101.gif
       frame      data/chars/honda/a102.gif

	 bbox		0 0 0 0
	
@cmd projectile 1 "dust02" 0 0 0
	 
	 delay      4
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 124 73 		18 		1 			0 		1 		0 			20			15
	dropv	1 0.5
	frame      data/chars/honda/frsp101.gif
	 delay      1
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp101.gif

	 sound   	data/sounds/punch.wav
	 delay      4
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	240 99 73 		18 		1 			0 		1 		0 			20			15
	dropv	1 0.5
	frame      data/chars/honda/frsp102.gif
	 delay      1
	 attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp102.gif

	 sound   	data/sounds/punch.wav
	 delay      4
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 145 73 		18 		1 			0 		1 		0 			20			15
	dropv	1 0.5
	frame      data/chars/honda/frsp103.gif
	 delay      1
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp103.gif

	 sound   	data/sounds/punch.wav
	 delay      4
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	240 127 73 		18 		1 			0 		1 		0 			20			15
	dropv	1 0.5
	frame      data/chars/honda/frsp104.gif
	 delay      1
	 attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp104.gif

	 sound   	data/sounds/punch.wav
	 delay      4
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 99 73 		18 		1 			0 		1 		0 			20			15
	dropv	1 0.5
	frame      data/chars/honda/frsp105.gif
	 delay      1
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp105.gif

	 sound   	data/sounds/punch.wav
	 delay      4
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	240 148 73 		18 		1 			0 		1 		0 			20			15
	dropv	1 0.5
	frame      data/chars/honda/frsp106.gif
	 delay      1
	 attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp106.gif
	 
	 sound   	data/sounds/punch.wav
	 delay      4
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 124 73 		18 		1 			0 		1 		0 			20			15
	dropv	1 0.5
	frame      data/chars/honda/frsp101.gif
	 delay      1
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp101.gif

	 sound   	data/sounds/punch.wav
	 delay      4
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	240 99 73 		18 		1 			0 		1 		0 			20			15
	dropv	1 0.5
	frame      data/chars/honda/frsp102.gif
	 delay      1
	 attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp102.gif

	 sound   	data/sounds/punch.wav
	 delay      4
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 145 73 		18 		1 			0 		1 		0 			20			15
	dropv	1 0.5
	frame      data/chars/honda/frsp103.gif
	 delay      1
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp103.gif

	 sound   	data/sounds/punch.wav
	 delay      4
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	240 127 73 		18 		1 			0 		1 		0 			20			15
	dropv	1 0.5
	frame      data/chars/honda/frsp104.gif
	 delay      1
	 attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp104.gif

	 sound   	data/sounds/punch.wav
	 delay      4
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 99 73 		18 		1 			0 		1 		0 			20			15
	dropv	1 0.5
	frame      data/chars/honda/frsp105.gif
	 delay      1
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp105.gif

	 sound   	data/sounds/punch.wav
	 delay      4
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	240 148 73 		18 		1 			0 		1 		0 			20			15
	dropv	1 0.5
	frame      data/chars/honda/frsp106.gif
	 delay      1
	 attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp106.gif


	 sound   	data/sounds/punch.wav
	 delay      6
       frame      data/chars/honda/a101.gif
       frame      data/chars/honda/a102.gif
	 delay      6
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 100 73 		67 		11 			1 		1 		0 			40			15
	dropv	2 3.5
	frame      data/chars/honda/frsp107.gif
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0

	 delay      16
	frame      data/chars/honda/frsp108.gif
	frame      data/chars/honda/frsp109.gif
	frame      data/chars/honda/frsp110.gif
	frame      data/chars/honda/frsp111.gif
	 delay      24
	frame      data/chars/honda/frsp112.gif
	 delay      6
       frame      data/chars/honda/a102.gif
       frame      data/chars/honda/a101.gif


anim freespecial3
	followanim	1
	followcond	1
	 jugglecost 	2
	 fastattack 1
	 energycost	20
	 mponly  	1
	 hitfx   	data/sounds/beat3.wav

	 loop       0
	 offset     238 177
	 bbox		0 0 0 0

	 delay      12
	 sound   	data/chars/honda/honda06.wav
	frame      data/chars/honda/frsp201.gif
	 delay      6
	frame      data/chars/honda/frsp202.gif

@cmd projectile 1 "dust02" 0 0 0
	 delay      2
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	193 109 80 		77 		23 			1 		1 		0 			35			15
	dropv	2 3.5
	move	8
	frame      data/chars/honda/frsp203.gif
	frame      data/chars/honda/frsp203.gif
	frame      data/chars/honda/frsp203.gif
	frame      data/chars/honda/frsp203.gif

	frame      data/chars/honda/frsp203.gif
	frame      data/chars/honda/frsp203.gif
	frame      data/chars/honda/frsp203.gif
	frame      data/chars/honda/frsp203.gif

	frame      data/chars/honda/frsp203.gif
	frame      data/chars/honda/frsp203.gif
	frame      data/chars/honda/frsp203.gif
	frame      data/chars/honda/frsp203.gif

	frame      data/chars/honda/frsp203.gif
	frame      data/chars/honda/frsp203.gif
	frame      data/chars/honda/frsp203.gif
	frame      data/chars/honda/frsp203.gif

	frame      data/chars/honda/frsp203.gif
	frame      data/chars/honda/frsp203.gif
	frame      data/chars/honda/frsp203.gif
	frame      data/chars/honda/frsp203.gif

	frame      data/chars/honda/frsp203.gif
	frame      data/chars/honda/frsp203.gif
	frame      data/chars/honda/frsp203.gif
	frame      data/chars/honda/frsp203.gif


	 attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	 delay      2
	
	move	7
	frame      data/chars/honda/frsp204.gif
	frame      data/chars/honda/frsp204.gif
	move	6
	frame      data/chars/honda/frsp204.gif
	frame      data/chars/honda/frsp204.gif
	move	5
	frame      data/chars/honda/frsp205.gif
	frame      data/chars/honda/frsp205.gif
	move	4
	frame      data/chars/honda/frsp205.gif
	frame      data/chars/honda/frsp205.gif
	move	3
	frame      data/chars/honda/frsp206.gif
	frame      data/chars/honda/frsp206.gif
	move	2
	frame      data/chars/honda/frsp206.gif
	frame      data/chars/honda/frsp206.gif
	move	1
	frame      data/chars/honda/frsp207.gif
	frame      data/chars/honda/frsp207.gif
	move	0
	frame      data/chars/honda/frsp207.gif
	frame      data/chars/honda/frsp207.gif
	move	0
 	 delay      12
	frame      data/chars/honda/frsp208.gif

anim follow1
	 jugglecost 	2
	 fastattack 1
	 hitfx   	data/sounds/beat3.wav

	 loop       0
	 offset     238 177
	 bbox		0 0 0 0

	delay      34
	frame      data/chars/honda/frsp203.gif


	
	 delay      2	
	move	-7
	frame      data/chars/honda/frsp204.gif
	frame      data/chars/honda/frsp204.gif
	move	-6
	frame      data/chars/honda/frsp204.gif
	frame      data/chars/honda/frsp204.gif
	move	-5
	frame      data/chars/honda/frsp205.gif
	frame      data/chars/honda/frsp205.gif
	move	-4
	frame      data/chars/honda/frsp205.gif
	frame      data/chars/honda/frsp205.gif
	move	-3
	frame      data/chars/honda/frsp206.gif
	frame      data/chars/honda/frsp206.gif
	move	-2
	frame      data/chars/honda/frsp206.gif
	frame      data/chars/honda/frsp206.gif
	move	-1
	frame      data/chars/honda/frsp207.gif
	frame      data/chars/honda/frsp207.gif
	move	0
	frame      data/chars/honda/frsp207.gif
	frame      data/chars/honda/frsp207.gif
	move	0
 	 delay      12
	frame      data/chars/honda/frsp208.gif

anim freespecial4
	jumpframe	2 4 0
	dropframe	19
	landframe	23
	 jugglecost 	2
	 fastattack 1
	 energycost	20
	 mponly  	1
	 hitfx   	data/sounds/beat3.wav

	 loop       0
	 offset     238 177
	 bbox		0 0 0 0

	 delay      12
	 sound   	data/chars/honda/honda07.wav
	frame      data/chars/honda/frsp201.gif
	 delay      6
	frame      data/chars/honda/frsp202.gif

@cmd projectile 1 "dust02" 0 0 0
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	193 96	91 		90 		15 			1 		1 		0 			35			15
	 delay      2
	 move	8
	frame      data/chars/honda/frsp302.gif
	frame      data/chars/honda/frsp302.gif
	 move	7
	frame      data/chars/honda/frsp303.gif
	frame      data/chars/honda/frsp303.gif
	
	 move	6
	frame      data/chars/honda/frsp303.gif
	frame      data/chars/honda/frsp303.gif
	 move	5
	frame      data/chars/honda/frsp303.gif
	frame      data/chars/honda/frsp303.gif
	
	 move	4
	frame      data/chars/honda/frsp303.gif
	frame      data/chars/honda/frsp303.gif
	 move	3
	frame      data/chars/honda/frsp303.gif
	frame      data/chars/honda/frsp303.gif
	
	 move	2
	frame      data/chars/honda/frsp303.gif
	frame      data/chars/honda/frsp303.gif
	 move	1
	frame      data/chars/honda/frsp303.gif
	frame      data/chars/honda/frsp303.gif
	
	 move	0
	 delay      999
	frame      data/chars/honda/frsp303.gif

	 delay      6
	 attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp304.gif
	frame      data/chars/honda/frsp305.gif
	frame      data/chars/honda/frsp306.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	193 96	91 		90 		8 			1 		1 		0 			35			15
	dropv	0 0.5
	 delay      999
	frame      data/chars/honda/frsp307.gif

	attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	 delay      6
	frame      data/chars/honda/land01.gif
	 delay      12
	frame      data/chars/honda/get01.gif
	 delay      6
	frame      data/chars/honda/land01.gif

anim freespecial5
	 summonframe 0 -240 -215 0 0
	 subentity	super
	 unsummonframe 2
#	 jugglecost 	2
	 fastattack 1
	 energycost	100
	 mponly  	1
	 hitfx   	data/sounds/beat3.wav
	 offset     238 177
	 bbox		0 0 0 0


	 delay      12
	 sound   	data/chars/honda/honda08.wav
	frame      data/chars/honda/frsp201.gif
	 delay      6
	frame      data/chars/honda/frsp202.gif

	 sound   	data/chars/honda/honda09.wav
@cmd projectile 1 "dust02" 0 0 0
	 delay      2
	move	8
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	193 96	80 		90 		4 			1 		1 		0 			35			15
	dropv	0.5 4
	frame      data/chars/honda/frsp401.gif
	attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp203.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	193 96	80 		90 		4 			1 		1 		0 			35			15
	dropv	0.5 4
	frame      data/chars/honda/frsp402.gif
	attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp203.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	193 96	80 		90 		4 			1 		1 		0 			35			15
	dropv	0.5 4
	frame      data/chars/honda/frsp403.gif
	attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp203.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	193 96	80 		90 		4 			1 		1 		0 			35			15
	dropv	0.5 4
	frame      data/chars/honda/frsp404.gif
	attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp203.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	193 96	80 		90 		4 			1 		1 		0 			35			15
	dropv	0.5 4
	frame      data/chars/honda/frsp405.gif
	attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp203.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	193 96	80 		90 		4 			1 		1 		0 			35			15
	dropv	0.5 4
	frame      data/chars/honda/frsp401.gif
	attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp203.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	193 96	80 		90 		4 			1 		1 		0 			35			15
	dropv	0.5 4
	frame      data/chars/honda/frsp402.gif
	attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp203.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	193 96	80 		90 		4 			1 		1 		0 			35			15
	dropv	0.5 4
	frame      data/chars/honda/frsp403.gif
	attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp203.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	193 96	80 		90 		4 			1 		1 		0 			35			15
	dropv	0.5 4
	frame      data/chars/honda/frsp404.gif
	attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp203.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	193 96	80 		90 		4 			1 		1 		0 			35			15
	dropv	0.5 4
	frame      data/chars/honda/frsp405.gif
	attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp203.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	193 96	80 		90 		4 			1 		1 		0 			35			15
	dropv	0.5 4
	frame      data/chars/honda/frsp401.gif
	attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp203.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	193 96	80 		90 		4 			1 		1 		0 			35			15
	dropv	0.5 4
	frame      data/chars/honda/frsp402.gif
	attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp203.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	193 96	80 		90 		4 			1 		1 		0 			35			15
	dropv	0.5 4
	frame      data/chars/honda/frsp403.gif
	attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp203.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	193 96	80 		90 		4 			1 		1 		0 			35			15
	dropv	0.5 4
	frame      data/chars/honda/frsp404.gif
	attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp203.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	193 96	80 		90 		4 			1 		1 		0 			35			15
	dropv	0.5 4
	frame      data/chars/honda/frsp405.gif
