name	    		Ryu
	 offset     238 167
	 delay      12
       frame      data/chars/ryu/pain01.gif

anim fall13
#	cancel{#}	{start frame} 	{end frame} {didhit?} 	{sequence of inputs} 	{freespecial#}
	cancel 		0 				36 			0 			u a						freespecial10	# cancel jump release attack
	 landframe  37
	 loop       0
	 offset     238 167
	 bbox		226 102 23 76
	 sound   	data/sounds/burn111.wav

	 delay      2
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 offset     238 177
	 delay      999
       frame      data/chars/ryu/fall01.gif
	 delay      1
       frame      data/chars/ryu/fall02.gif

#-----------------SHOCK-----------------#

anim rise
	 loop       0
	 offset     238 177
	 delay      55
       frame      data/chars/ryu/fall02.gif
	 delay      10
       frame      data/chars/ryu/rise01.gif
       frame      data/chars/ryu/rise02.gif
       frame      data/chars/ryu/rise03.gif
       frame      data/chars/ryu/rise04.gif
       frame      data/chars/ryu/rise05.gif

anim death
	 loop       0
	 offset     238 177
	 delay      1
       frame      data/chars/ryu/fall02.gif


anim special
	 jugglecost 100
	 jumpframe 0 3.3
	 landframe  12
	 energycost	5
	 mponly  	2
	 loop       0
	 offset     238 177
	 bbox		0 0 0 0
	 hitfx   	data/sounds/beat2.wav
	 sound   	data/chars/ryu/ryu07.wav
	 delay      8
       frame      data/chars/ryu/jump01.gif
       frame      data/chars/ryu/sp01.gif
       frame      data/chars/ryu/sp02.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	240 	115 	41 		71 		10 		1 		1 		0 		25		15
	 delay      6
       frame      data/chars/ryu/sp03.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/ryu/sp04.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	199 	115 	41 		71 		10 		1 		1 		0 		25		15
       frame      data/chars/ryu/sp05.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/ryu/sp06.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	240 	115 	41 		71 		10 		1 		1 		0 		25		15
	 delay      6
       frame      data/chars/ryu/sp03.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/ryu/sp04.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	199 	115 	41 		71 		10 		1 		1 		0 		25		15
       frame      data/chars/ryu/sp05.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/ryu/sp06.gif

	 delay      999
       frame      data/chars/ryu/sp07.gif

	 delay      9
       frame      data/chars/ryu/land01.gif


anim	freespecial10	# Cancel jump release attack
	 jugglecost 100
	 jumpframe	0 0 -1
	 landframe	32
#	 energycost	5
#	 mponly  	2
#	subentity		counter
#	summonframe		0 0 0 0 0
#	unsummonframe	999
	loop		0
	offset		209 233
	 offset     238 177
	 bbox		0 0 0 0
	 hitfx   	data/sounds/beat2.wav

@cmd changeentityproperty getlocalvar("self") "aiflag" "drop" 0
@cmd changeentityproperty getlocalvar("self") "aiflag" "falling" 0


		
	 sound   	data/chars/ryu/ryu07.wav

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	240 	115 	41 		71 		10 		1 		1 		0 		25		15
	 delay      6
       frame      data/chars/ryu/sp03.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/ryu/sp04.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	199 	115 	41 		71 		10 		1 		1 		0 		25		15
       frame      data/chars/ryu/sp05.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/ryu/sp06.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	240 	115 	41 		71 		10 		1 		1 		0 		25		15
	 delay      6
       frame      data/chars/ryu/sp03.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/ryu/sp04.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	199 	115 	41 		71 		10 		1 		1 		0 		25		15
       frame      data/chars/ryu/sp05.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/ryu/sp06.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	240 	115 	41 		71 		10 		1 		1 		0 		25		15
	 delay      6
       frame      data/chars/ryu/sp03.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/ryu/sp04.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	199 	115 	41 		71 		10 		1 		1 		0 		25		15
       frame      data/chars/ryu/sp05.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/ryu/sp06.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	240 	115 	41 		71 		10 		1 		1 		0 		25		15
	 delay      6
       frame      data/chars/ryu/sp03.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/ryu/sp04.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	199 	115 	41 		71 		10 		1 		1 		0 		25		15
       frame      data/chars/ryu/sp05.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/ryu/sp06.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	240 	115 	41 		71 		10 		1 		1 		0 		25		15
	 delay      6
       frame      data/chars/ryu/sp03.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/ryu/sp04.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	199 	115 	41 		71 		10 		1 		1 		0 		25		15
       frame      data/chars/ryu/sp05.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/ryu/sp06.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	240 	115 	41 		71 		10 		1 		1 		0 		25		15
	 delay      6
       frame      data/chars/ryu/sp03.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/ryu/sp04.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	199 	115 	41 		71 		10 		1 		1 		0 		25		15
       frame      data/chars/ryu/sp05.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/ryu/sp06.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	240 	115 	41 		71 		10 		1 		1 		0 		25		15
	 delay      6
       frame      data/chars/ryu/sp03.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/ryu/sp04.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	199 	115 	41 		71 		10 		1 		1 		0 		25		15
       frame      data/chars/ryu/sp05.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/ryu/sp06.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	240 	115 	41 		71 		10 		1 		1 		0 		25		15
	 delay      6
       frame      data/chars/ryu/sp03.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/ryu/sp04.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	199 	115 	41 		71 		10 		1 		1 		0 		25		15
       frame      data/chars/ryu/sp05.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/ryu/sp06.gif

	delay		12
	   frame		data/chars/ryu/land01.gif


anim freespecial2
	 jugglecost 	2
	 fastattack 1
	 energycost	20
	 mponly  	1
	 hitfx   	data/sounds/empty.wav

	 loop       0
	 offset     238 177
	 bbox		226 102 23 76
@cmd projectile 1 "dust02" 0 0 0
	 delay      6
       frame      data/chars/ryu/frsp101.gif
       frame      data/chars/ryu/frsp102.gif
       frame      data/chars/ryu/frsp103.gif
	 bbox		0 0 0 0
	 sound   	data/chars/ryu/ryu04.wav
@cmd projectile 1 "hado2" 0 0 0
	 delay      70
       frame      data/chars/ryu/frsp104.gif
	 bbox		226 102 23 76
	 delay      5
       frame      data/chars/ryu/frsp104.gif


anim freespecial3
	 jumpframe 5 3.3
	 landframe  25
	 jugglecost 	2
	 fastattack 1
	 energycost	20
	 mponly  	1
	 hitfx   	data/sounds/beat3.wav

	 loop       0
	 offset     238 177
	 bbox		0 0 0 0

	 delay      6
	 sound   	data/chars/ryu/ryu06.wav
       frame      data/chars/ryu/get01.gif

	 sound   	data/sounds/punch01.wav
	 delay      5
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	240 120 48 		66 		20 			1 		1 		0 			40			15
#	dropv	1 0.5
	 frame      data/chars/ryu/frsp201.gif
	 delay      1
       frame      data/chars/ryu/frsp201.gif
	 delay      5
       frame      data/chars/ryu/frsp202.gif
	 delay      1
#	 attack11  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/ryu/frsp202.gif

@cmd projectile 1 "dust02" 0 0 0
	 delay      2
	 move 5
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	240 74 	48 		112 	20 			1 		1 		0 			40			15
       frame      data/chars/ryu/frsp203.gif
       frame      data/chars/ryu/frsp203.gif
       frame      data/chars/ryu/frsp203.gif
	 move 4
       frame      data/chars/ryu/frsp203.gif
       frame      data/chars/ryu/frsp203.gif
       frame      data/chars/ryu/frsp203.gif
	 move 3
       frame      data/chars/ryu/frsp203.gif
       frame      data/chars/ryu/frsp203.gif
       frame      data/chars/ryu/frsp203.gif
	 move 2
       frame      data/chars/ryu/frsp203.gif
       frame      data/chars/ryu/frsp203.gif
       frame      data/chars/ryu/frsp203.gif
	 move 1
       frame      data/chars/ryu/frsp203.gif
       frame      data/chars/ryu/frsp203.gif
       frame      data/chars/ryu/frsp203.gif

	 delay      2
	 move 0
       frame      data/chars/ryu/frsp204.gif
       frame      data/chars/ryu/frsp204.gif
       frame      data/chars/ryu/frsp204.gif
       frame      data/chars/ryu/frsp204.gif

	 delay      999
	 move 0
	 attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/ryu/frsp205.gif

	 bbox		226 102 23 76
	 delay      12
       frame      data/chars/ryu/frsp206.gif


anim freespecial4
	 jugglecost 	2
	 fastattack 1
	 energycost	20
	 mponly  	1
	 hitfx   	data/sounds/beat3.wav

	 loop       0
	 offset     238 177
	 bbox		0 0 0 0

	 sound   	data/chars/ryu/ryu07.wav
	 
	 delay      2
	 
@cmd projectile 1 "dust02" 0 0 0
	 move	1
     frame      data/chars/ryu/sp01.gif
     frame      data/chars/ryu/sp01.gif
	 move	2
     frame      data/chars/ryu/sp01.gif	 
     frame      data/chars/ryu/sp02.gif
	 move	3
     frame      data/chars/ryu/sp02.gif
     frame      data/chars/ryu/sp02.gif
	 
	 move	4
@cmd projectile 1 "dust01" 0 0 0
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 115 41 		21 		20 			1 		1 		0 			25			15
#	dropv	1 0.5
     frame      data/chars/ryu/sp03.gif
     frame      data/chars/ryu/sp03.gif
     frame      data/chars/ryu/sp03.gif
     frame      data/chars/ryu/sp03.gif
     frame      data/chars/ryu/sp04.gif
     frame      data/chars/ryu/sp04.gif
     frame      data/chars/ryu/sp04.gif
     frame      data/chars/ryu/sp04.gif
	 
@cmd projectile 1 "dust01" 0 0 0
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	199 115 41 		21 		20 			1 		1 		0 			25			15
#	dropv	1 0.5
     frame      data/chars/ryu/sp05.gif
     frame      data/chars/ryu/sp05.gif
     frame      data/chars/ryu/sp05.gif
     frame      data/chars/ryu/sp05.gif
     frame      data/chars/ryu/sp06.gif
     frame      data/chars/ryu/sp06.gif
     frame      data/chars/ryu/sp06.gif
     frame      data/chars/ryu/sp06.gif

@cmd projectile 1 "dust01" 0 0 0
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 115 41 		21 		20 			1 		1 		0 			25			15
#	dropv	1 0.5
     frame      data/chars/ryu/sp03.gif
     frame      data/chars/ryu/sp03.gif
     frame      data/chars/ryu/sp03.gif
     frame      data/chars/ryu/sp03.gif
     frame      data/chars/ryu/sp04.gif
     frame      data/chars/ryu/sp04.gif
     frame      data/chars/ryu/sp04.gif
     frame      data/chars/ryu/sp04.gif
	 
@cmd projectile 1 "dust01" 0 0 0
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	199 115 41 		21 		20 			1 		1 		0 			25			15
#	dropv	1 0.5
     frame      data/chars/ryu/sp05.gif
     frame      data/chars/ryu/sp05.gif
     frame      data/chars/ryu/sp05.gif
     frame      data/chars/ryu/sp05.gif
     frame      data/chars/ryu/sp06.gif
     frame      data/chars/ryu/sp06.gif
     frame      data/chars/ryu/sp06.gif
     frame      data/chars/ryu/sp06.gif

@cmd projectile 1 "dust01" 0 0 0
@cmd projectile 1 "dust01" 0 0 0
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 115 41 		21 		20 			1 		1 		0 			25			15
#	dropv	1 0.5
     frame      data/chars/ryu/sp03.gif
     frame      data/chars/ryu/sp03.gif
     frame      data/chars/ryu/sp03.gif
     frame      data/chars/ryu/sp03.gif
     frame      data/chars/ryu/sp04.gif
     frame      data/chars/ryu/sp04.gif
     frame      data/chars/ryu/sp04.gif
     frame      data/chars/ryu/sp04.gif
	 
@cmd projectile 1 "dust01" 0 0 0
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	199 115 41 		21 		20 			1 		1 		0 			25			15
#	dropv	1 0.5
     frame      data/chars/ryu/sp05.gif
     frame      data/chars/ryu/sp05.gif
     frame      data/chars/ryu/sp05.gif
     frame      data/chars/ryu/sp05.gif
     frame      data/chars/ryu/sp06.gif
     frame      data/chars/ryu/sp06.gif
     frame      data/chars/ryu/sp06.gif
     frame      data/chars/ryu/sp06.gif
	 
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
@cmd projectile 1 "dust01" 0 0 0
	 move	3
     frame      data/chars/ryu/sp02.gif
     frame      data/chars/ryu/sp02.gif
	 move	2
     frame      data/chars/ryu/sp02.gif	 
     frame      data/chars/ryu/sp07.gif
	 move	1
     frame      data/chars/ryu/sp07.gif
     frame      data/chars/ryu/sp07.gif

@cmd projectile 1 "dust01" 0 0 0
	 move	0
	 delay      10
       frame      data/chars/ryu/get01.gif
       frame      data/chars/ryu/land01.gif

anim freespecial5
	 summonframe 1 -248 -183 0 0
	 subentity	super
	 unsummonframe 2
	 jugglecost 	2
	 fastattack 1
	 energycost	100
	 mponly  	1
	 hitfx   	data/sounds/beat3.wav
	 offset     238 177
	 bbox		0 0 0 0


	 loop       0
	 offset     238 177
@cmd projectile 1 "dust02" 0 0 0
	 delay      6
	 sound   	data/chars/ryu/ryu08.wav
       frame      data/chars/ryu/frsp101.gif
	 delay      36
       frame      data/chars/ryu/frsp102.gif
	 delay      6
       frame      data/chars/ryu/frsp103.gif
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
@cmd projectile 1 "hado3" 0 0 0
	 sound   	data/chars/ryu/ryu09.wav
	 delay      140
       frame      data/chars/ryu/frsp104.gif
	 delay      5
       frame      data/chars/ryu/frsp104.gif





