name				wraith2
anim fall3
	shadowcoords 218 198
	subentity	dust01
	spawnframe	12 0 0 0 0
	loop	0
	bbox	212 143 30 55
	
	offset     225 198
	
	delay   2
	move	-5
	frame	data/chars/wraith/a101.gif
	frame	data/chars/wraith/a102.gif
	move	-4
	frame	data/chars/wraith/a103.gif
	frame	data/chars/wraith/a104.gif
	move	-4
	frame	data/chars/wraith/a105.gif
	frame	data/chars/wraith/a106.gif
	move	-3
	frame	data/chars/wraith/a107.gif
	frame	data/chars/wraith/wk00.gif
	move	-3
	frame	data/chars/wraith/a101.gif
	frame	data/chars/wraith/a102.gif
	move	-2
	frame	data/chars/wraith/a103.gif
	frame	data/chars/wraith/a104.gif
	move	-2
	frame	data/chars/wraith/a105.gif
	frame	data/chars/wraith/a106.gif
	move	-1
	frame	data/chars/wraith/a107.gif
	frame	data/chars/wraith/wk00.gif
	move	-1
	frame	data/chars/wraith/a101.gif
	frame	data/chars/wraith/a102.gif

	move	0
	delay   2
	offset     228 198
	frame	data/chars/wraith/a103.gif
	offset     225 198
	frame	data/chars/wraith/a104.gif
	offset     222 198
	frame	data/chars/wraith/a105.gif
	offset     225 198
	frame	data/chars/wraith/a106.gif
	offset     228 198
	frame	data/chars/wraith/a107.gif
	offset     225 198
	frame	data/chars/wraith/wk00.gif
	offset     222 198
	frame	data/chars/wraith/a101.gif
	offset     225 198
	frame	data/chars/wraith/a102.gif
	offset     228 198
	frame	data/chars/wraith/a103.gif
	offset     225 198
	frame	data/chars/wraith/a104.gif
	offset     222 198
	frame	data/chars/wraith/a105.gif
	offset     225 198
	frame	data/chars/wraith/a106.gif

anim rise3
	shadowcoords 218 198
	loop	0
	 offset     225 198
	delay	12
	frame	data/chars/wraith/idle00.gif

anim death3
	shadowcoords 218 198
	jumpframe	0 2 0
	landframe	56
	loop	0
	 offset     225 198
	delay	2
	frame	data/chars/wraith/a101.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a102.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a103.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a104.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a105.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a106.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a107.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a101.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a102.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a103.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a104.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a105.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a106.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a107.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a101.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a102.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a103.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a104.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a105.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a106.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a107.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a101.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a102.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a103.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a104.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a105.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a106.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a107.gif
	frame	data/chars/misc/empty.gif

	delay		5
	sound   data/sounds/burn01.wav
	frame	data/chars/wraith/death01.gif
	frame	data/chars/wraith/death02.gif
	frame	data/chars/wraith/death03.gif
	frame	data/chars/wraith/death04.gif
	frame	data/chars/wraith/death05.gif
	frame	data/chars/wraith/death06.gif
	frame	data/chars/wraith/death07.gif
	frame	data/chars/wraith/death08.gif

	offset	30 30
	delay		5
	move		1000
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
	

#----------------------------------------BURN ATTACK----------------------------------------;


#----------------------------------------SHOCK ATTACK----------------------------------------;

anim pain4
	shadowcoords 218 198
	subentity	dust01
	spawnframe	12 0 0 0 0
	loop	0
	bbox	212 143 30 55
	
	offset     225 198
	
	delay   2
	move	-5
	frame	data/chars/wraith/a101.gif
	frame	data/chars/wraith/a102.gif
	move	-4
	frame	data/chars/wraith/a103.gif
	frame	data/chars/wraith/a104.gif
	move	-4
	frame	data/chars/wraith/a105.gif
	frame	data/chars/wraith/a106.gif
	move	-3
	frame	data/chars/wraith/a107.gif
	frame	data/chars/wraith/wk00.gif
	move	-3
	frame	data/chars/wraith/a101.gif
	frame	data/chars/wraith/a102.gif
	move	-2
	frame	data/chars/wraith/a103.gif
	frame	data/chars/wraith/a104.gif
	move	-2
	frame	data/chars/wraith/a105.gif
	frame	data/chars/wraith/a106.gif
	move	-1
	frame	data/chars/wraith/a107.gif
	frame	data/chars/wraith/wk00.gif
	move	-1
	frame	data/chars/wraith/a101.gif
	frame	data/chars/wraith/a102.gif

	move	0
	delay   2
	offset     228 198
	frame	data/chars/wraith/a103.gif
	offset     225 198
	frame	data/chars/wraith/a104.gif
	offset     222 198
	frame	data/chars/wraith/a105.gif
	offset     225 198
	frame	data/chars/wraith/a106.gif
	offset     228 198
	frame	data/chars/wraith/a107.gif
	offset     225 198
	frame	data/chars/wraith/wk00.gif
	offset     222 198
	frame	data/chars/wraith/a101.gif
	offset     225 198
	frame	data/chars/wraith/a102.gif
	offset     228 198
	frame	data/chars/wraith/a103.gif
	offset     225 198
	frame	data/chars/wraith/a104.gif
	offset     222 198
	frame	data/chars/wraith/a105.gif
	offset     225 198
	frame	data/chars/wraith/a106.gif

anim fall4
	shadowcoords 218 198
	subentity	dust01
	spawnframe	12 0 0 0 0
	loop	0
	bbox	212 143 30 55
	
	offset     225 198
	
	delay   2
	move	-5
	frame	data/chars/wraith/a101.gif
	frame	data/chars/wraith/a102.gif
	move	-4
	frame	data/chars/wraith/a103.gif
	frame	data/chars/wraith/a104.gif
	move	-4
	frame	data/chars/wraith/a105.gif
	frame	data/chars/wraith/a106.gif
	move	-3
	frame	data/chars/wraith/a107.gif
	frame	data/chars/wraith/wk00.gif
	move	-3
	frame	data/chars/wraith/a101.gif
	frame	data/chars/wraith/a102.gif
	move	-2
	frame	data/chars/wraith/a103.gif
	frame	data/chars/wraith/a104.gif
	move	-2
	frame	data/chars/wraith/a105.gif
	frame	data/chars/wraith/a106.gif
	move	-1
	frame	data/chars/wraith/a107.gif
	frame	data/chars/wraith/wk00.gif
	move	-1
	frame	data/chars/wraith/a101.gif
	frame	data/chars/wraith/a102.gif

	move	0
	delay   2
	offset     228 198
	frame	data/chars/wraith/a103.gif
	offset     225 198
	frame	data/chars/wraith/a104.gif
	offset     222 198
	frame	data/chars/wraith/a105.gif
	offset     225 198
	frame	data/chars/wraith/a106.gif
	offset     228 198
	frame	data/chars/wraith/a107.gif
	offset     225 198
	frame	data/chars/wraith/wk00.gif
	offset     222 198
	frame	data/chars/wraith/a101.gif
	offset     225 198
	frame	data/chars/wraith/a102.gif
	offset     228 198
	frame	data/chars/wraith/a103.gif
	offset     225 198
	frame	data/chars/wraith/a104.gif
	offset     222 198
	frame	data/chars/wraith/a105.gif
	offset     225 198
	frame	data/chars/wraith/a106.gif

anim rise4
	shadowcoords 218 198
	loop	0
	 offset     225 198
	delay	12
	frame	data/chars/wraith/idle00.gif

anim death4
	shadowcoords 218 198
	jumpframe	0 2 0
	landframe	56
	loop	0
	 offset     225 198
	delay	2
	frame	data/chars/wraith/a101.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a102.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a103.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a104.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a105.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a106.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a107.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a101.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a102.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a103.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a104.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a105.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a106.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a107.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a101.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a102.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a103.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a104.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a105.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a106.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a107.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a101.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a102.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a103.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a104.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a105.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a106.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a107.gif
	frame	data/chars/misc/empty.gif

	delay		5
	sound   data/sounds/burn01.wav
	frame	data/chars/wraith/death01.gif
	frame	data/chars/wraith/death02.gif
	frame	data/chars/wraith/death03.gif
	frame	data/chars/wraith/death04.gif
	frame	data/chars/wraith/death05.gif
	frame	data/chars/wraith/death06.gif
	frame	data/chars/wraith/death07.gif
	frame	data/chars/wraith/death08.gif

	offset	30 30
	delay		5
	move		1000
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
	

#----------------------------------------SHOCK ATTACK----------------------------------------;

#----------------------------------------FREEZE ATTACK----------------------------------------;

anim pain5
	shadowcoords 218 198
	loop	0
	offset     225 198
	bbox		212 143 30 55
	delay   1
	frame	data/chars/misc/freeze/101.gif
	delay   5
	frame	data/chars/wraith/idle00.gif
	delay   2
	frame	data/chars/misc/freeze/101.gif
	delay   4
	frame	data/chars/wraith/idle00.gif
	delay   3
	frame	data/chars/misc/freeze/101.gif
	delay   3
	frame	data/chars/wraith/idle00.gif
	delay   4
	frame	data/chars/misc/freeze/101.gif
	delay   2
	frame	data/chars/wraith/idle00.gif
	delay   5
	frame	data/chars/misc/freeze/101.gif
	delay   1
	frame	data/chars/wraith/idle00.gif

	delay   50
	frame	data/chars/misc/freeze/101.gif

	delay   5
	frame	data/chars/misc/freeze/101.gif
	delay   1
	frame	data/chars/wraith/idle00.gif
	delay   4
	frame	data/chars/misc/freeze/101.gif
	delay   2
	frame	data/chars/wraith/idle00.gif
	delay   3
	frame	data/chars/misc/freeze/101.gif
	delay   3
	frame	data/chars/wraith/idle00.gif
	delay   2
	frame	data/chars/misc/freeze/101.gif
	delay   4
	frame	data/chars/wraith/idle00.gif
	delay   1
	frame	data/chars/misc/freeze/101.gif
	delay   5
	frame	data/chars/wraith/idle00.gif
	bbox		0 0 0 0
	frame	data/chars/wraith/idle00.gif
	frame	data/chars/wraith/idle00.gif
	delay   70
	frame	data/chars/wraith/idle00.gif
	delay	10
	frame	data/chars/wraith/idle00.gif
	delay	8
	frame	data/chars/wraith/idle00.gif

anim fall5
	shadowcoords 218 198
	subentity	dust01
	spawnframe	11 0 0 0 0
	jumpframe	0 1 -1
	landframe	11
	loop	0
	offset     225 198
	bbox		212 143 30 55
	delay   1
	frame	data/chars/misc/freeze/101.gif
	delay   5
	frame	data/chars/wraith/idle00.gif
	delay   2
	frame	data/chars/misc/freeze/101.gif
	delay   4
	frame	data/chars/wraith/idle00.gif
	delay   3
	frame	data/chars/misc/freeze/101.gif
	delay   3
	frame	data/chars/wraith/idle00.gif
	delay   4
	frame	data/chars/misc/freeze/101.gif
	delay   2
	frame	data/chars/wraith/idle00.gif
	delay   5
	frame	data/chars/misc/freeze/101.gif
	delay   1
	frame	data/chars/wraith/idle00.gif

	delay   999
	frame	data/chars/misc/freeze/101.gif
	delay   1
	frame	data/chars/misc/freeze/101.gif

anim rise5
	shadowcoords 218 198
	loop	0
	 offset     225 198

	bbox		212 143 30 55
	delay   50
	frame	data/chars/misc/freeze/101.gif
	delay   5
	frame	data/chars/misc/freeze/101.gif
	delay   1
	frame	data/chars/wraith/idle00.gif
	delay   4
	frame	data/chars/misc/freeze/101.gif
	delay   2
	frame	data/chars/wraith/idle00.gif
	delay   3
	frame	data/chars/misc/freeze/101.gif
	delay   3
	frame	data/chars/wraith/idle00.gif
	delay   2
	frame	data/chars/misc/freeze/101.gif
	delay   4
	frame	data/chars/wraith/idle00.gif
	delay   1
	frame	data/chars/misc/freeze/101.gif
	delay   5
	frame	data/chars/wraith/idle00.gif
	bbox		0 0 0 0
	frame	data/chars/wraith/idle00.gif
	frame	data/chars/wraith/idle00.gif
	delay   70
	frame	data/chars/wraith/idle00.gif
	delay	10
	frame	data/chars/wraith/idle00.gif
	delay	8
	frame	data/chars/wraith/idle00.gif

	
anim death5
	shadowcoords 218 198
	loop	0
	 offset     225 198

	delay   50
	frame	data/chars/misc/freeze/101.gif
	delay   5
	frame	data/chars/misc/freeze/101.gif
	delay   1
	frame	data/chars/misc/empty.gif
	delay   4
	frame	data/chars/misc/freeze/101.gif
	delay   2
	frame	data/chars/misc/empty.gif
	delay   3
	frame	data/chars/misc/freeze/101.gif
	delay   3
	frame	data/chars/misc/empty.gif
	delay   2
	frame	data/chars/misc/freeze/101.gif
	delay   4
	frame	data/chars/misc/empty.gif
	delay   1
	frame	data/chars/misc/freeze/101.gif
	delay   5
	frame	data/chars/misc/empty.gif

#----------------------------------------FREEZE ATTACK----------------------------------------;


#----------------------------------------POLYMORPH ATTACK----------------------------------------;

anim pain6
	shadowcoords 218 198
	loop	0
	offset     225 198
	bbox		212 143 30 55
	delay   1
	frame	data/chars/misc/poly/frog01.gif
	delay   5
	frame	data/chars/wraith/idle00.gif
	delay   2
	frame	data/chars/misc/poly/frog01.gif
	delay   4
	frame	data/chars/wraith/idle00.gif
	delay   3
	frame	data/chars/misc/poly/frog01.gif
	delay   3
	frame	data/chars/wraith/idle00.gif
	delay   4
	frame	data/chars/misc/poly/frog01.gif
	delay   2
	frame	data/chars/wraith/idle00.gif
	delay   5
	frame	data/chars/misc/poly/frog01.gif
	delay   1
	frame	data/chars/wraith/idle00.gif

	delay   8
	frame	data/chars/misc/poly/frog01.gif
	frame	data/chars/misc/poly/frog02.gif
	frame	data/chars/misc/poly/frog03.gif
	frame	data/chars/misc/poly/frog04.gif
	frame	data/chars/misc/poly/frog05.gif
	frame	data/chars/misc/poly/frog06.gif
	frame	data/chars/misc/poly/frog07.gif
	delay   200
	frame	data/chars/misc/poly/frog08.gif

	delay   5
	frame	data/chars/misc/poly/frog08.gif
	delay   1
	frame	data/chars/wraith/idle00.gif
	delay   4
	frame	data/chars/misc/poly/frog08.gif
	delay   2
	frame	data/chars/wraith/idle00.gif
	delay   3
	frame	data/chars/misc/poly/frog08.gif
	delay   3
	frame	data/chars/wraith/idle00.gif
	delay   2
	frame	data/chars/misc/poly/frog08.gif
	delay   4
	frame	data/chars/wraith/idle00.gif
	delay   1
	frame	data/chars/misc/poly/frog08.gif
	delay   5
	frame	data/chars/wraith/idle00.gif

anim fall6
	shadowcoords 218 198
	subentity	dust01
	spawnframe	11 0 0 0 0
	jumpframe	0 1 -1
	landframe	11
	loop	0
	offset     225 198
	bbox		212 143 30 55
	delay   1
	frame	data/chars/misc/poly/frog05.gif
	delay   5
	frame	data/chars/wraith/idle00.gif
	delay   2
	frame	data/chars/misc/poly/frog05.gif
	delay   4
	frame	data/chars/wraith/idle00.gif
	delay   3
	frame	data/chars/misc/poly/frog05.gif
	delay   3
	frame	data/chars/wraith/idle00.gif
	delay   4
	frame	data/chars/misc/poly/frog05.gif
	delay   2
	frame	data/chars/wraith/idle00.gif
	delay   5
	frame	data/chars/misc/poly/frog05.gif
	delay   1
	frame	data/chars/wraith/idle00.gif

	delay   999
	frame	data/chars/misc/poly/frog05.gif
	delay   8
	frame	data/chars/misc/poly/frog06.gif
	frame	data/chars/misc/poly/frog07.gif
	delay   200
	frame	data/chars/misc/poly/frog08.gif

anim rise6
	shadowcoords 218 198
	loop	0
	 offset     225 198

	bbox		212 143 30 55
	delay   200
	frame	data/chars/misc/poly/frog08.gif
	delay   5
	frame	data/chars/misc/poly/frog08.gif
	delay   1
	frame	data/chars/wraith/idle00.gif
	delay   4
	frame	data/chars/misc/poly/frog08.gif
	delay   2
	frame	data/chars/wraith/idle00.gif
	delay   3
	frame	data/chars/misc/poly/frog08.gif
	delay   3
	frame	data/chars/wraith/idle00.gif
	delay   2
	frame	data/chars/misc/poly/frog08.gif
	delay   4
	frame	data/chars/wraith/idle00.gif
	delay   1
	frame	data/chars/misc/poly/frog08.gif
	delay   5
	frame	data/chars/wraith/idle00.gif
	bbox		0 0 0 0
	frame	data/chars/wraith/idle00.gif
	frame	data/chars/wraith/idle00.gif
	delay   70
	frame	data/chars/wraith/idle00.gif
	delay	10
	frame	data/chars/wraith/idle00.gif
	delay	8
	frame	data/chars/wraith/idle00.gif

anim death6
	shadowcoords 218 198
	loop	0
	 offset     225 198

	delay   200
	frame	data/chars/misc/poly/frog08.gif
	delay   5
	frame	data/chars/misc/poly/frog08.gif
	delay   1
	frame	data/chars/misc/empty.gif
	delay   4
	frame	data/chars/misc/poly/frog08.gif
	delay   2
	frame	data/chars/misc/empty.gif
	delay   3
	frame	data/chars/misc/poly/frog08.gif
	delay   3
	frame	data/chars/misc/empty.gif
	delay   2
	frame	data/chars/misc/poly/frog08.gif
	delay   4
	frame	data/chars/misc/empty.gif
	delay   1
	frame	data/chars/misc/poly/frog08.gif
	delay   5
	frame	data/chars/misc/empty.gif

#----------------------------------------POLYMORPH ATTACK----------------------------------------;



#----------------------------------------TORNADO ATTACK----------------------------------------;

anim pain7
	shadowcoords 218 198
	subentity	dust01
	spawnframe	12 0 0 0 0
	loop	0
	bbox	212 143 30 55
	
	offset     225 198
	
	delay   2
	move	-5
	frame	data/chars/wraith/a101.gif
	frame	data/chars/wraith/a102.gif
	move	-4
	frame	data/chars/wraith/a103.gif
	frame	data/chars/wraith/a104.gif
	move	-4
	frame	data/chars/wraith/a105.gif
	frame	data/chars/wraith/a106.gif
	move	-3
	frame	data/chars/wraith/a107.gif
	frame	data/chars/wraith/wk00.gif
	move	-3
	frame	data/chars/wraith/a101.gif
	frame	data/chars/wraith/a102.gif
	move	-2
	frame	data/chars/wraith/a103.gif
	frame	data/chars/wraith/a104.gif
	move	-2
	frame	data/chars/wraith/a105.gif
	frame	data/chars/wraith/a106.gif
	move	-1
	frame	data/chars/wraith/a107.gif
	frame	data/chars/wraith/wk00.gif
	move	-1
	frame	data/chars/wraith/a101.gif
	frame	data/chars/wraith/a102.gif

	move	0
	delay   2
	offset     228 198
	frame	data/chars/wraith/a103.gif
	offset     225 198
	frame	data/chars/wraith/a104.gif
	offset     222 198
	frame	data/chars/wraith/a105.gif
	offset     225 198
	frame	data/chars/wraith/a106.gif
	offset     228 198
	frame	data/chars/wraith/a107.gif
	offset     225 198
	frame	data/chars/wraith/wk00.gif
	offset     222 198
	frame	data/chars/wraith/a101.gif
	offset     225 198
	frame	data/chars/wraith/a102.gif
	offset     228 198
	frame	data/chars/wraith/a103.gif
	offset     225 198
	frame	data/chars/wraith/a104.gif
	offset     222 198
	frame	data/chars/wraith/a105.gif
	offset     225 198
	frame	data/chars/wraith/a106.gif

anim fall7
	shadowcoords 218 198
	subentity	dust01
	spawnframe	12 0 0 0 0
	loop	0
	bbox	212 143 30 55
	
	offset     225 198
	
	delay   2
	move	-5
	frame	data/chars/wraith/a101.gif
	frame	data/chars/wraith/a102.gif
	move	-4
	frame	data/chars/wraith/a103.gif
	frame	data/chars/wraith/a104.gif
	move	-4
	frame	data/chars/wraith/a105.gif
	frame	data/chars/wraith/a106.gif
	move	-3
	frame	data/chars/wraith/a107.gif
	frame	data/chars/wraith/wk00.gif
	move	-3
	frame	data/chars/wraith/a101.gif
	frame	data/chars/wraith/a102.gif
	move	-2
	frame	data/chars/wraith/a103.gif
	frame	data/chars/wraith/a104.gif
	move	-2
	frame	data/chars/wraith/a105.gif
	frame	data/chars/wraith/a106.gif
	move	-1
	frame	data/chars/wraith/a107.gif
	frame	data/chars/wraith/wk00.gif
	move	-1
	frame	data/chars/wraith/a101.gif
	frame	data/chars/wraith/a102.gif

	move	0
	delay   2
	offset     228 198
	frame	data/chars/wraith/a103.gif
	offset     225 198
	frame	data/chars/wraith/a104.gif
	offset     222 198
	frame	data/chars/wraith/a105.gif
	offset     225 198
	frame	data/chars/wraith/a106.gif
	offset     228 198
	frame	data/chars/wraith/a107.gif
	offset     225 198
	frame	data/chars/wraith/wk00.gif
	offset     222 198
	frame	data/chars/wraith/a101.gif
	offset     225 198
	frame	data/chars/wraith/a102.gif
	offset     228 198
	frame	data/chars/wraith/a103.gif
	offset     225 198
	frame	data/chars/wraith/a104.gif
	offset     222 198
	frame	data/chars/wraith/a105.gif
	offset     225 198
	frame	data/chars/wraith/a106.gif

anim rise7
	shadowcoords 218 198
	loop	0
	 offset     225 198
	delay	12
	frame	data/chars/wraith/idle00.gif

anim death7
	shadowcoords 218 198
	jumpframe	0 2 0
	landframe	56
	loop	0
	 offset     225 198
	delay	2
	frame	data/chars/wraith/a101.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a102.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a103.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a104.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a105.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a106.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a107.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a101.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a102.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a103.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a104.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a105.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a106.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a107.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a101.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a102.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a103.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a104.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a105.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a106.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a107.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a101.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a102.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a103.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a104.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a105.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a106.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a107.gif
	frame	data/chars/misc/empty.gif

	delay		5
	sound   data/sounds/burn01.wav
	frame	data/chars/wraith/death01.gif
	frame	data/chars/wraith/death02.gif
	frame	data/chars/wraith/death03.gif
	frame	data/chars/wraith/death04.gif
	frame	data/chars/wraith/death05.gif
	frame	data/chars/wraith/death06.gif
	frame	data/chars/wraith/death07.gif
	frame	data/chars/wraith/death08.gif

	offset	30 30
	delay		5
	move		1000
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
	

#----------------------------------------POLYMORPH ATTACK----------------------------------------;


#----------------------------------------HOLD PERSON ATTACK----------------------------------------;

anim pain8
	shadowcoords 218 198
	load		hold
	subentity	hold
	spawnframe	0 0 0 0 0
	loop	0
	offset     225 198
	bbox		212 143 30 55

	delay   2
	offset     228 198
	frame	data/chars/wraith/idle00.gif
	offset     225 198
	frame	data/chars/wraith/idle00.gif
	offset     222 198
	frame	data/chars/wraith/idle00.gif
	offset     225 198
	frame	data/chars/wraith/idle00.gif
	offset     228 198
	frame	data/chars/wraith/idle00.gif
	offset     225 198
	frame	data/chars/wraith/idle00.gif
	offset     222 198
	frame	data/chars/wraith/idle00.gif
	offset     225 198
	frame	data/chars/wraith/idle00.gif
	offset     228 198
	frame	data/chars/wraith/idle00.gif
	offset     225 198
	frame	data/chars/wraith/idle00.gif
	offset     222 198
	frame	data/chars/wraith/idle00.gif
	offset     225 198
	frame	data/chars/wraith/idle00.gif

	delay   210
	frame	data/chars/wraith/idle00.gif

anim fall8
	shadowcoords 218 198
	load		hold
	subentity	hold
	spawnframe	0 0 0 0 0
	jumpframe	0 0.5 0
	landframe	12
	loop	0
	offset     225 198
	bbox		212 143 30 55


	delay   2
	offset     228 198
	frame	data/chars/wraith/idle00.gif
	offset     225 198
	frame	data/chars/wraith/idle00.gif
	offset     222 198
	frame	data/chars/wraith/idle00.gif
	offset     225 198
	frame	data/chars/wraith/idle00.gif
	offset     228 198
	frame	data/chars/wraith/idle00.gif
	offset     225 198
	frame	data/chars/wraith/idle00.gif
	offset     222 198
	frame	data/chars/wraith/idle00.gif
	offset     225 198
	frame	data/chars/wraith/idle00.gif
	offset     228 198
	frame	data/chars/wraith/idle00.gif
	offset     225 198
	frame	data/chars/wraith/idle00.gif
	offset     222 198
	frame	data/chars/wraith/idle00.gif
	offset     225 198
	delay   999
	frame	data/chars/wraith/idle00.gif
	
	delay   210
	frame	data/chars/wraith/idle00.gif

anim rise8
	shadowcoords 218 198
	loop	0
	 offset     225 198
	bbox		212 143 30 55
	delay   260
	frame	data/chars/wraith/idle00.gif
	bbox		0 0 0 0
	delay   5
