name	Broly
	frame	data/chars/Broly_SSB/950.gif
	offset	160 170
	frame	data/chars/Broly_SSB/951.gif
	offset	160 170
	frame	data/chars/Broly_SSB/952.gif
	offset	160 170
	frame	data/chars/Broly_SSB/953.gif
	offset	160 170
	frame	data/chars/Broly_SSB/954.gif
	offset	160 170
	frame	data/chars/Broly_SSB/955.gif
	offset	160 170
	frame	data/chars/Broly_SSB/956.gif
	offset	160 170
	frame	data/chars/Broly_SSB/957.gif
	offset	160 170
	frame	data/chars/Broly_SSB/958.gif
	offset	160 170
	frame	data/chars/Broly_SSB/959.gif
	offset	160 170
	frame	data/chars/Broly_SSB/960.gif
	offset	160 170
	frame	data/chars/Broly_SSB/961.gif
	offset	160 170
	frame	data/chars/Broly_SSB/962.gif
	offset	160 170
	frame	data/chars/Broly_SSB/963.gif
	offset	160 170
	frame	data/chars/Broly_SSB/964.gif
	offset	160 170
	frame	data/chars/Broly_SSB/965.gif
	offset	160 170
	frame	data/chars/Broly_SSB/966.gif
	offset	160 170
	frame	data/chars/Broly_SSB/967.gif
	offset	160 170
	frame	data/chars/Broly_SSB/968.gif
	offset	160 170
	frame	data/chars/Broly_SSB/969.gif
	offset	160 170
	frame	data/chars/Broly_SSB/970.gif
	offset	160 170
	frame	data/chars/Broly_SSB/971.gif
	offset	160 170
	frame	data/chars/Broly_SSB/972.gif
	offset	160 170
	frame	data/chars/Broly_SSB/973.gif
	offset	160 170
	frame	data/chars/Broly_SSB/974.gif
	offset	160 170
	frame	data/chars/Broly_SSB/975.gif
	offset	160 170
	frame	data/chars/Broly_SSB/976.gif
	offset	160 170
	frame	data/chars/Broly_SSB/977.gif
	offset	160 170
	frame	data/chars/Broly_SSB/978.gif
		
anim	block120
	delay	7
	offset	29 85
	frame	data/chars/Broly_SSB/27.gif
	offset	29 85
	frame	data/chars/Broly_SSB/28.gif
	offset	29 85
	frame	data/chars/Broly_SSB/29.gif
		
anim	block121
	delay	7
	offset	29 85
	frame	data/chars/Broly_SSB/30.gif
	offset	29 85
	frame	data/chars/Broly_SSB/31.gif
	offset	29 85
	frame	data/chars/Broly_SSB/32.gif
		
anim	block122
	delay	7
	offset	31 88
	frame	data/chars/Broly_SSB/33.gif
	offset	31 88
	frame	data/chars/Broly_SSB/34.gif
	offset	31 88
	frame	data/chars/Broly_SSB/35.gif
		
anim	faint
	delay	7
	offset	27 77
	frame	data/chars/Broly_SSB/281.gif
		
anim	fall
	delay	7
	offset	27 77
	frame	data/chars/Broly_SSB/237.gif
	offset	43 70
	frame	data/chars/Broly_SSB/238.gif
	offset	43 51
	frame	data/chars/Broly_SSB/239.gif
	offset	43 51
	frame	data/chars/Broly_SSB/240.gif
	offset	33 77
	frame	data/chars/Broly_SSB/241.gif
	offset	33 77
	frame	data/chars/Broly_SSB/242.gif
	offset	30 37
	frame	data/chars/Broly_SSB/255.gif
	offset	36 23
	frame	data/chars/Broly_SSB/256.gif
	offset	30 37
	frame	data/chars/Broly_SSB/256.gif
		
anim	fall5031
	delay	7
	offset	27 42
	frame	data/chars/Broly_SSB/243.gif
	offset	33 31
	frame	data/chars/Broly_SSB/244.gif
	offset	38 15
	frame	data/chars/Broly_SSB/245.gif
	offset	37 14
	frame	data/chars/Broly_SSB/246.gif
	offset	26 53
	frame	data/chars/Broly_SSB/247.gif
	offset	27 52
	frame	data/chars/Broly_SSB/248.gif
		
anim	fall5032
	delay	7
	offset	33 18
	frame	data/chars/Broly_SSB/249.gif
	offset	15 10
	frame	data/chars/Broly_SSB/250.gif
	offset	11 9
	frame	data/chars/Broly_SSB/251.gif
	offset	12 8
	frame	data/chars/Broly_SSB/252.gif
	offset	26 53
	frame	data/chars/Broly_SSB/253.gif
	offset	12 39
	frame	data/chars/Broly_SSB/254.gif
		
anim	fall5040
	delay	7
	offset	30 37
	frame	data/chars/Broly_SSB/255.gif
	offset	36 23
	frame	data/chars/Broly_SSB/256.gif
	offset	30 37
	frame	data/chars/Broly_SSB/257.gif
		
anim	fall5041
	delay	7
	offset	36 15
	frame	data/chars/Broly_SSB/258.gif
	offset	42 12
	frame	data/chars/Broly_SSB/259.gif
	offset	37 14
	frame	data/chars/Broly_SSB/260.gif
		
anim	fall5042
	delay	7
	offset	12 8
	frame	data/chars/Broly_SSB/261.gif
	offset	11 20
	frame	data/chars/Broly_SSB/262.gif
	offset	12 8
	frame	data/chars/Broly_SSB/263.gif
		
anim	fall5060
	delay	7
	offset	19 82
	frame	data/chars/Broly_SSB/264.gif
	offset	26 79
	frame	data/chars/Broly_SSB/265.gif
		
anim	fall5061
	delay	7
	offset	14 48
	frame	data/chars/Broly_SSB/266.gif
	offset	36 36
	frame	data/chars/Broly_SSB/267.gif
		
anim	fall5062
	delay	7
	offset	41 12
	frame	data/chars/Broly_SSB/268.gif
	offset	8 73
	frame	data/chars/Broly_SSB/269.gif
		
anim	fall5070
	delay	7
	offset	44 68
	frame	data/chars/Broly_SSB/270.gif
	offset	35 49
	frame	data/chars/Broly_SSB/271.gif
	offset	51 58
	frame	data/chars/Broly_SSB/272.gif
		
anim	fall5071
	delay	7
	offset	45 33
	frame	data/chars/Broly_SSB/273.gif
	offset	32 16
	frame	data/chars/Broly_SSB/274.gif
	offset	49 35
	frame	data/chars/Broly_SSB/275.gif
		
anim	fall5072
	delay	7
	offset	45 33
	frame	data/chars/Broly_SSB/276.gif
	offset	48 29
	frame	data/chars/Broly_SSB/277.gif
	offset	74 43
	frame	data/chars/Broly_SSB/278.gif
		
anim	freespecial1000
	delay	7
	offset	23 87
	frame	data/chars/Broly_SSB/137.gif
	offset	21 87
	frame	data/chars/Broly_SSB/138.gif
	offset	38 74
	frame	data/chars/Broly_SSB/139.gif
	offset	37 57
	frame	data/chars/Broly_SSB/140.gif
	offset	41 81
	frame	data/chars/Broly_SSB/141.gif
	offset	24 84
	frame	data/chars/Broly_SSB/142.gif
	offset	31 86
	frame	data/chars/Broly_SSB/143.gif
	offset	30 86
	frame	data/chars/Broly_SSB/144.gif
	offset	31 86
	frame	data/chars/Broly_SSB/145.gif
	offset	28 76
	frame	data/chars/Broly_SSB/146.gif
	offset	32 72
	frame	data/chars/Broly_SSB/147.gif
	offset	35 61
	frame	data/chars/Broly_SSB/148.gif
	offset	23 78
	frame	data/chars/Broly_SSB/149.gif
	offset	24 74
	frame	data/chars/Broly_SSB/150.gif
	offset	28 77
	frame	data/chars/Broly_SSB/151.gif
	offset	32 75
	frame	data/chars/Broly_SSB/152.gif
	offset	28 68
	frame	data/chars/Broly_SSB/153.gif
	offset	25 83
	frame	data/chars/Broly_SSB/154.gif
	offset	26 84
	frame	data/chars/Broly_SSB/155.gif
	offset	32 85
	frame	data/chars/Broly_SSB/156.gif
	offset	42 70
	frame	data/chars/Broly_SSB/157.gif
	offset	31 69
	frame	data/chars/Broly_SSB/158.gif
	offset	29 49
	frame	data/chars/Broly_SSB/159.gif
	offset	30 56
	frame	data/chars/Broly_SSB/160.gif
	offset	23 79
	frame	data/chars/Broly_SSB/161.gif
	offset	27 80
	frame	data/chars/Broly_SSB/162.gif
	offset	27 83
	frame	data/chars/Broly_SSB/163.gif
	offset	34 85
	frame	data/chars/Broly_SSB/164.gif
	offset	27 85
	frame	data/chars/Broly_SSB/165.gif
	offset	39 81
	frame	data/chars/Broly_SSB/166.gif
	offset	33 76
	frame	data/chars/Broly_SSB/167.gif
	offset	38 71
	frame	data/chars/Broly_SSB/168.gif
	offset	26 73
	frame	data/chars/Broly_SSB/169.gif
	offset	20 78
	frame	data/chars/Broly_SSB/170.gif
	offset	21 74
	frame	data/chars/Broly_SSB/171.gif
	offset	38 86
	frame	data/chars/Broly_SSB/172.gif
	offset	22 87
	frame	data/chars/Broly_SSB/173.gif
	offset	26 88
	frame	data/chars/Broly_SSB/174.gif
	offset	35 85
	frame	data/chars/Broly_SSB/175.gif
	offset	39 86
	frame	data/chars/Broly_SSB/176.gif
	offset	35 87
	frame	data/chars/Broly_SSB/177.gif
	offset	47 83
	frame	data/chars/Broly_SSB/178.gif
	offset	45 75
	frame	data/chars/Broly_SSB/179.gif
	offset	26 87
	frame	data/chars/Broly_SSB/180.gif
	offset	26 87
	frame	data/chars/Broly_SSB/181.gif
	offset	28 88
	frame	data/chars/Broly_SSB/182.gif
	offset	25 89
	frame	data/chars/Broly_SSB/183.gif
	offset	25 89
	frame	data/chars/Broly_SSB/184.gif
	offset	25 90
	frame	data/chars/Broly_SSB/185.gif
	offset	46 77
	frame	data/chars/Broly_SSB/186.gif
	offset	26 73
	frame	data/chars/Broly_SSB/187.gif
	offset	22 86
	frame	data/chars/Broly_SSB/188.gif
	offset	30 86
	frame	data/chars/Broly_SSB/189.gif
	offset	31 86
	frame	data/chars/Broly_SSB/190.gif
	offset	-32 56
	frame	data/chars/Broly_SSB/191.gif
	offset	6 65
	frame	data/chars/Broly_SSB/192.gif
		
anim	freespecial1010
	delay	7
	offset	-31 48
	frame	data/chars/Broly_SSB/193.gif
	offset	-29 55
	frame	data/chars/Broly_SSB/194.gif
	offset	28 82
	frame	data/chars/Broly_SSB/195.gif
	offset	27 77
	frame	data/chars/Broly_SSB/196.gif
	offset	27 78
	frame	data/chars/Broly_SSB/197.gif
	offset	29 86
	frame	data/chars/Broly_SSB/198.gif
	offset	32 72
	frame	data/chars/Broly_SSB/199.gif
	offset	30 70
	frame	data/chars/Broly_SSB/200.gif
	offset	33 80
	frame	data/chars/Broly_SSB/201.gif
	offset	30 72
	frame	data/chars/Broly_SSB/202.gif
	offset	30 72
	frame	data/chars/Broly_SSB/203.gif
	offset	30 72
	frame	data/chars/Broly_SSB/204.gif
	offset	30 71
	frame	data/chars/Broly_SSB/205.gif
	offset	21 74
	frame	data/chars/Broly_SSB/206.gif
	offset	21 85
	frame	data/chars/Broly_SSB/207.gif
	offset	42 63
	frame	data/chars/Broly_SSB/208.gif
	offset	29 73
	frame	data/chars/Broly_SSB/209.gif
	offset	25 87
	frame	data/chars/Broly_SSB/210.gif
	offset	32 80
	frame	data/chars/Broly_SSB/211.gif
	offset	28 71
	frame	data/chars/Broly_SSB/212.gif
	offset	31 68
	frame	data/chars/Broly_SSB/213.gif
	offset	38 63
	frame	data/chars/Broly_SSB/214.gif
	offset	30 75
	frame	data/chars/Broly_SSB/215.gif
		
anim	freespecial1011
	delay	7
	offset	94 170
	frame	data/chars/Broly_SSB/819.gif
	offset	94 170
	frame	data/chars/Broly_SSB/820.gif
	offset	94 170
	frame	data/chars/Broly_SSB/821.gif
	offset	94 170
	frame	data/chars/Broly_SSB/822.gif
	offset	94 170
	frame	data/chars/Broly_SSB/823.gif
	offset	94 170
	frame	data/chars/Broly_SSB/824.gif
	offset	99 170
	frame	data/chars/Broly_SSB/825.gif
	offset	102 170
	frame	data/chars/Broly_SSB/826.gif
		
anim	freespecial1012
	delay	7
	offset	94 170
	frame	data/chars/Broly_SSB/619.gif
	offset	94 170
	frame	data/chars/Broly_SSB/620.gif
	offset	94 170
	frame	data/chars/Broly_SSB/621.gif
	offset	94 170
	frame	data/chars/Broly_SSB/622.gif
	offset	94 170
	frame	data/chars/Broly_SSB/623.gif
	offset	94 170
	frame	data/chars/Broly_SSB/624.gif
	offset	99 170
	frame	data/chars/Broly_SSB/625.gif
	offset	102 170
	frame	data/chars/Broly_SSB/626.gif
		
anim	freespecial1013
	delay	7
	offset	153 129
	frame	data/chars/Broly_SSB/627.gif
	offset	250 187
	frame	data/chars/Broly_SSB/628.gif
	offset	259 266
	frame	data/chars/Broly_SSB/629.gif
	offset	246 319
	frame	data/chars/Broly_SSB/630.gif
		
anim	freespecial1015
	delay	7
	offset	128 128
	frame	data/chars/Broly_SSB/735.gif
	offset	128 128
	frame	data/chars/Broly_SSB/736.gif
	offset	128 128
	frame	data/chars/Broly_SSB/737.gif
	offset	128 128
	frame	data/chars/Broly_SSB/738.gif
	offset	128 128
	frame	data/chars/Broly_SSB/739.gif
	offset	128 128
	frame	data/chars/Broly_SSB/740.gif
	offset	128 128
	frame	data/chars/Broly_SSB/741.gif
	offset	128 128
	frame	data/chars/Broly_SSB/742.gif
	offset	128 128
	frame	data/chars/Broly_SSB/743.gif
	offset	128 128
	frame	data/chars/Broly_SSB/744.gif
	offset	128 128
	frame	data/chars/Broly_SSB/745.gif
	offset	128 128
	frame	data/chars/Broly_SSB/746.gif
	offset	128 128
	frame	data/chars/Broly_SSB/747.gif
	offset	128 128
	frame	data/chars/Broly_SSB/748.gif
	offset	128 128
	frame	data/chars/Broly_SSB/749.gif
	offset	128 128
	frame	data/chars/Broly_SSB/750.gif
	offset	128 128
	frame	data/chars/Broly_SSB/751.gif
	offset	128 128
	frame	data/chars/Broly_SSB/752.gif
	offset	128 128
	frame	data/chars/Broly_SSB/753.gif
	offset	128 128
	frame	data/chars/Broly_SSB/754.gif
	offset	128 128
	frame	data/chars/Broly_SSB/755.gif
	offset	128 128
	frame	data/chars/Broly_SSB/756.gif
	offset	128 128
	frame	data/chars/Broly_SSB/757.gif
	offset	128 128
	frame	data/chars/Broly_SSB/758.gif
	offset	128 128
	frame	data/chars/Broly_SSB/759.gif
	offset	128 128
	frame	data/chars/Broly_SSB/760.gif
		
anim	freespecial1019
	delay	7
	offset	144 44
	frame	data/chars/Broly_SSB/517.gif
	offset	194 49
	frame	data/chars/Broly_SSB/518.gif
	offset	246 57
	frame	data/chars/Broly_SSB/519.gif
	offset	296 69
	frame	data/chars/Broly_SSB/520.gif
	offset	307 71
	frame	data/chars/Broly_SSB/521.gif
	offset	318 75
	frame	data/chars/Broly_SSB/522.gif
	offset	326 77
	frame	data/chars/Broly_SSB/523.gif
	offset	214 81
	frame	data/chars/Broly_SSB/524.gif
	offset	216 83
	frame	data/chars/Broly_SSB/525.gif
	offset	216 83
	frame	data/chars/Broly_SSB/526.gif
	offset	218 85
	frame	data/chars/Broly_SSB/527.gif
	offset	218 85
	frame	data/chars/Broly_SSB/528.gif
	offset	218 85
	frame	data/chars/Broly_SSB/529.gif
	offset	220 87
	frame	data/chars/Broly_SSB/530.gif
		
anim	freespecial1021
	delay	7
	offset	264 136
	frame	data/chars/Broly_SSB/799.gif
	offset	279 140
	frame	data/chars/Broly_SSB/800.gif
	offset	289 135
	frame	data/chars/Broly_SSB/801.gif
	offset	287 131
	frame	data/chars/Broly_SSB/802.gif
	offset	283 129
	frame	data/chars/Broly_SSB/803.gif
	offset	248 128
	frame	data/chars/Broly_SSB/804.gif
	offset	235 128
	frame	data/chars/Broly_SSB/805.gif
	offset	235 134
	frame	data/chars/Broly_SSB/806.gif
	offset	244 134
	frame	data/chars/Broly_SSB/807.gif
	offset	261 139
	frame	data/chars/Broly_SSB/808.gif
	offset	278 141
	frame	data/chars/Broly_SSB/809.gif
	offset	284 142
	frame	data/chars/Broly_SSB/810.gif
	offset	265 142
	frame	data/chars/Broly_SSB/811.gif
	offset	258 144
	frame	data/chars/Broly_SSB/812.gif
	offset	253 145
	frame	data/chars/Broly_SSB/813.gif
	offset	259 134
	frame	data/chars/Broly_SSB/814.gif
		
anim	freespecial1033
	delay	7
	offset	112 91
	frame	data/chars/Broly_SSB/828.gif
	offset	117 89
	frame	data/chars/Broly_SSB/829.gif
	offset	167 148
	frame	data/chars/Broly_SSB/830.gif
	offset	166 148
	frame	data/chars/Broly_SSB/831.gif
	offset	162 161
	frame	data/chars/Broly_SSB/832.gif
	offset	162 160
	frame	data/chars/Broly_SSB/833.gif
	offset	157 161
	frame	data/chars/Broly_SSB/834.gif
	offset	153 164
	frame	data/chars/Broly_SSB/835.gif
		
anim	freespecial1036
	delay	7
	offset	250 230
	frame	data/chars/Broly_SSB/761.gif
	offset	250 230
	frame	data/chars/Broly_SSB/762.gif
	offset	250 230
	frame	data/chars/Broly_SSB/763.gif
	offset	250 230
	frame	data/chars/Broly_SSB/764.gif
	offset	250 230
	frame	data/chars/Broly_SSB/765.gif
	offset	250 230
	frame	data/chars/Broly_SSB/766.gif
	offset	250 230
	frame	data/chars/Broly_SSB/767.gif
	offset	250 230
	frame	data/chars/Broly_SSB/768.gif
	offset	250 230
	frame	data/chars/Broly_SSB/769.gif
	offset	250 230
	frame	data/chars/Broly_SSB/770.gif
	offset	250 230
	frame	data/chars/Broly_SSB/771.gif
	offset	250 230
	frame	data/chars/Broly_SSB/772.gif
	offset	250 230
	frame	data/chars/Broly_SSB/773.gif
	offset	250 230
	frame	data/chars/Broly_SSB/774.gif
	offset	250 230
	frame	data/chars/Broly_SSB/775.gif
	offset	250 230
	frame	data/chars/Broly_SSB/776.gif
		
anim	freespecial1042
	delay	7
	offset	133 126
	frame	data/chars/Broly_SSB/893.gif
	offset	134 135
	frame	data/chars/Broly_SSB/894.gif
	offset	135 133
	frame	data/chars/Broly_SSB/895.gif
	offset	133 124
	frame	data/chars/Broly_SSB/896.gif
		
anim	freespecial1053
	delay	7
	offset	116 -101
	frame	data/chars/Broly_SSB/920.gif
	offset	122 133
	frame	data/chars/Broly_SSB/921.gif
	offset	117 249
	frame	data/chars/Broly_SSB/922.gif
	offset	116 245
	frame	data/chars/Broly_SSB/923.gif
	offset	115 250
	frame	data/chars/Broly_SSB/924.gif
	offset	114 241
	frame	data/chars/Broly_SSB/925.gif
	offset	99 230
	frame	data/chars/Broly_SSB/926.gif
	offset	104 230
	frame	data/chars/Broly_SSB/927.gif
	offset	118 233
	frame	data/chars/Broly_SSB/928.gif
	offset	122 239
	frame	data/chars/Broly_SSB/929.gif
	offset	61 61
	frame	data/chars/Broly_SSB/930.gif
	offset	59 -149
	frame	data/chars/Broly_SSB/931.gif
	offset	344 532
	frame	data/chars/Broly_SSB/932.gif
		
anim	freespecial1054
	delay	7
	offset	47 46
	frame	data/chars/Broly_SSB/730.gif
	offset	45 45
	frame	data/chars/Broly_SSB/731.gif
	offset	45 45
	frame	data/chars/Broly_SSB/732.gif
	offset	47 48
	frame	data/chars/Broly_SSB/733.gif
	offset	47 47
	frame	data/chars/Broly_SSB/734.gif
		
anim	freespecial1055
	delay	7
	offset	194 11
	frame	data/chars/Broly_SSB/784.gif
	offset	202 97
	frame	data/chars/Broly_SSB/785.gif
	offset	189 130
	frame	data/chars/Broly_SSB/786.gif
	offset	171 130
	frame	data/chars/Broly_SSB/787.gif
	offset	163 129
	frame	data/chars/Broly_SSB/788.gif
	offset	167 123
	frame	data/chars/Broly_SSB/789.gif
	offset	162 130
	frame	data/chars/Broly_SSB/790.gif
	offset	172 137
	frame	data/chars/Broly_SSB/791.gif
	offset	172 134
	frame	data/chars/Broly_SSB/792.gif
	offset	175 139
	frame	data/chars/Broly_SSB/793.gif
	offset	140 138
	frame	data/chars/Broly_SSB/794.gif
	offset	127 139
	frame	data/chars/Broly_SSB/795.gif
	offset	140 134
	frame	data/chars/Broly_SSB/796.gif
	offset	145 128
	frame	data/chars/Broly_SSB/797.gif
	offset	139 126
	frame	data/chars/Broly_SSB/798.gif
		
anim	freespecial1057
	delay	7
	offset	130 117
	frame	data/chars/Broly_SSB/712.gif
	offset	104 139
	frame	data/chars/Broly_SSB/713.gif
	offset	52 157
	frame	data/chars/Broly_SSB/714.gif
	offset	50 153
	frame	data/chars/Broly_SSB/715.gif
	offset	82 113
	frame	data/chars/Broly_SSB/716.gif
	offset	88 55
	frame	data/chars/Broly_SSB/717.gif
	offset	88 -33
	frame	data/chars/Broly_SSB/718.gif
	offset	80 -88
	frame	data/chars/Broly_SSB/719.gif
		
anim	freespecial1058
	delay	7
	offset	75 -30
	frame	data/chars/Broly_SSB/836.gif
	offset	128 59
	frame	data/chars/Broly_SSB/837.gif
	offset	138 71
	frame	data/chars/Broly_SSB/838.gif
	offset	149 80
	frame	data/chars/Broly_SSB/839.gif
	offset	166 89
	frame	data/chars/Broly_SSB/840.gif
	offset	177 94
	frame	data/chars/Broly_SSB/841.gif
	offset	186 99
	frame	data/chars/Broly_SSB/842.gif
	offset	184 102
	frame	data/chars/Broly_SSB/843.gif
	offset	183 105
	frame	data/chars/Broly_SSB/844.gif
	offset	181 107
	frame	data/chars/Broly_SSB/845.gif
	offset	184 108
	frame	data/chars/Broly_SSB/846.gif
	offset	173 109
	frame	data/chars/Broly_SSB/847.gif
	offset	189 115
	frame	data/chars/Broly_SSB/848.gif
	offset	175 123
	frame	data/chars/Broly_SSB/849.gif
	offset	178 130
	frame	data/chars/Broly_SSB/850.gif
	offset	180 136
	frame	data/chars/Broly_SSB/851.gif
	offset	183 140
	frame	data/chars/Broly_SSB/852.gif
	offset	186 144
	frame	data/chars/Broly_SSB/853.gif
	offset	190 149
	frame	data/chars/Broly_SSB/854.gif
	offset	192 153
	frame	data/chars/Broly_SSB/855.gif
	offset	193 156
	frame	data/chars/Broly_SSB/856.gif
	offset	191 78
	frame	data/chars/Broly_SSB/857.gif
	offset	77 51
	frame	data/chars/Broly_SSB/858.gif
	offset	28 56
	frame	data/chars/Broly_SSB/859.gif
	offset	-16 4
	frame	data/chars/Broly_SSB/860.gif
		
anim	freespecial1060
	delay	7
	offset	230 182
	frame	data/chars/Broly_SSB/876.gif
	offset	230 182
	frame	data/chars/Broly_SSB/877.gif
	offset	230 182
	frame	data/chars/Broly_SSB/878.gif
	offset	230 182
	frame	data/chars/Broly_SSB/879.gif
	offset	230 182
	frame	data/chars/Broly_SSB/880.gif
	offset	230 182
	frame	data/chars/Broly_SSB/881.gif
	offset	230 182
	frame	data/chars/Broly_SSB/882.gif
	offset	230 182
	frame	data/chars/Broly_SSB/883.gif
	offset	230 182
	frame	data/chars/Broly_SSB/884.gif
	offset	230 182
	frame	data/chars/Broly_SSB/885.gif
	offset	230 182
	frame	data/chars/Broly_SSB/886.gif
	offset	230 182
	frame	data/chars/Broly_SSB/887.gif
	offset	230 182
	frame	data/chars/Broly_SSB/888.gif
	offset	230 182
	frame	data/chars/Broly_SSB/889.gif
	offset	230 182
	frame	data/chars/Broly_SSB/890.gif
	offset	230 182
	frame	data/chars/Broly_SSB/891.gif
	offset	230 182
	frame	data/chars/Broly_SSB/892.gif
		
anim	freespecial1062
	delay	7
	offset	65 66
	frame	data/chars/Broly_SSB/898.gif
	offset	137 134
	frame	data/chars/Broly_SSB/899.gif
	offset	173 174
	frame	data/chars/Broly_SSB/900.gif
	offset	237 241
	frame	data/chars/Broly_SSB/901.gif
	offset	277 249
	frame	data/chars/Broly_SSB/902.gif
	offset	297 249
	frame	data/chars/Broly_SSB/903.gif
	offset	305 249
	frame	data/chars/Broly_SSB/904.gif
	offset	337 249
	frame	data/chars/Broly_SSB/905.gif
	offset	337 249
	frame	data/chars/Broly_SSB/906.gif
	offset	341 249
	frame	data/chars/Broly_SSB/907.gif
	offset	255 249
	frame	data/chars/Broly_SSB/908.gif
	offset	280 249
	frame	data/chars/Broly_SSB/909.gif
	offset	309 250
	frame	data/chars/Broly_SSB/910.gif
	offset	341 249
	frame	data/chars/Broly_SSB/911.gif
	offset	372 250
	frame	data/chars/Broly_SSB/912.gif
	offset	406 249
	frame	data/chars/Broly_SSB/913.gif
	offset	441 249
	frame	data/chars/Broly_SSB/914.gif
	offset	438 250
	frame	data/chars/Broly_SSB/915.gif
	offset	444 249
	frame	data/chars/Broly_SSB/916.gif
	offset	444 249
	frame	data/chars/Broly_SSB/917.gif
	offset	444 250
	frame	data/chars/Broly_SSB/918.gif
	offset	444 250
	frame	data/chars/Broly_SSB/919.gif
		
anim	freespecial1072
	delay	7
	offset	127 33
	frame	data/chars/Broly_SSB/862.gif
	offset	152 36
	frame	data/chars/Broly_SSB/863.gif
	offset	186 84
	frame	data/chars/Broly_SSB/864.gif
	offset	208 105
	frame	data/chars/Broly_SSB/865.gif
	offset	207 100
	frame	data/chars/Broly_SSB/866.gif
	offset	210 112
	frame	data/chars/Broly_SSB/867.gif
	offset	214 113
	frame	data/chars/Broly_SSB/868.gif
	offset	217 115
	frame	data/chars/Broly_SSB/869.gif
	offset	217 114
	frame	data/chars/Broly_SSB/870.gif
	offset	217 115
	frame	data/chars/Broly_SSB/871.gif
	offset	204 86
	frame	data/chars/Broly_SSB/872.gif
	offset	204 84
	frame	data/chars/Broly_SSB/873.gif
	offset	204 81
	frame	data/chars/Broly_SSB/874.gif
		
anim	freespecial1075
	delay	7
	offset	18 24
	frame	data/chars/Broly_SSB/815.gif
	offset	25 36
	frame	data/chars/Broly_SSB/816.gif
	offset	13 20
	frame	data/chars/Broly_SSB/817.gif
	offset	14 16
	frame	data/chars/Broly_SSB/818.gif
		
anim	freespecial1076
	delay	7
	offset	246 328
	frame	data/chars/Broly_SSB/574.gif
	offset	233 382
	frame	data/chars/Broly_SSB/575.gif
	offset	221 473
	frame	data/chars/Broly_SSB/576.gif
	offset	240 629
	frame	data/chars/Broly_SSB/577.gif
	offset	209 652
	frame	data/chars/Broly_SSB/578.gif
	offset	219 652
	frame	data/chars/Broly_SSB/579.gif
	offset	272 652
	frame	data/chars/Broly_SSB/580.gif
	offset	219 652
	frame	data/chars/Broly_SSB/581.gif
	offset	219 652
	frame	data/chars/Broly_SSB/582.gif
	offset	222 652
	frame	data/chars/Broly_SSB/583.gif
	offset	226 652
	frame	data/chars/Broly_SSB/584.gif
	offset	227 652
	frame	data/chars/Broly_SSB/585.gif
	offset	227 652
	frame	data/chars/Broly_SSB/586.gif
	offset	224 652
	frame	data/chars/Broly_SSB/587.gif
	offset	223 652
	frame	data/chars/Broly_SSB/588.gif
	offset	213 652
	frame	data/chars/Broly_SSB/589.gif
	offset	210 596
	frame	data/chars/Broly_SSB/590.gif
	offset	206 643
	frame	data/chars/Broly_SSB/591.gif
	offset	194 117
	frame	data/chars/Broly_SSB/592.gif
	offset	192 119
	frame	data/chars/Broly_SSB/593.gif
	offset	189 111
	frame	data/chars/Broly_SSB/594.gif
		
anim	freespecial1095
	delay	7
	offset	369 360
	frame	data/chars/Broly_SSB/875.gif
		
anim	freespecial2550
	delay	7
	offset	55 136
	frame	data/chars/Broly_SSB/566.gif
	offset	56 138
	frame	data/chars/Broly_SSB/567.gif
	offset	55 145
	frame	data/chars/Broly_SSB/568.gif
	offset	56 137
	frame	data/chars/Broly_SSB/569.gif
		
anim	freespecial3039
	delay	7
	offset	559 540
	frame	data/chars/Broly_SSB/897.gif
		
anim	idle
	bbox	0 92 47 -91
	delay	7
	offset	24 88
	frame	data/chars/Broly_SSB/3.gif
	bbox	0 93 50 -92
	offset	25 89
	frame	data/chars/Broly_SSB/4.gif
	bbox	1 93 52 -92
	offset	27 89
	frame	data/chars/Broly_SSB/5.gif
	bbox	1 92 57 -90
	offset	29 88
	frame	data/chars/Broly_SSB/6.gif
	bbox	0 93 58 -92
	offset	29 89
	frame	data/chars/Broly_SSB/7.gif
	bbox	1 94 56 -92
	offset	29 90
	frame	data/chars/Broly_SSB/8.gif
	bbox	1 93 57 -93
	offset	29 89
	frame	data/chars/Broly_SSB/9.gif
		
anim	attack 4
	delay	7
	offset	23 86
	frame	data/chars/Broly_SSB/75.gif
	offset	25 82
	frame	data/chars/Broly_SSB/76.gif
	offset	24 80
	frame	data/chars/Broly_SSB/77.gif
	offset	28 82
	frame	data/chars/Broly_SSB/78.gif
	offset	23 79
	frame	data/chars/Broly_SSB/79.gif
	offset	25 76
	frame	data/chars/Broly_SSB/80.gif
		
anim	attack 5
	delay	7
	offset	28 84
	frame	data/chars/Broly_SSB/81.gif
	offset	26 86
	frame	data/chars/Broly_SSB/82.gif
	offset	26 86
	frame	data/chars/Broly_SSB/83.gif
	offset	37 63
	frame	data/chars/Broly_SSB/84.gif
	offset	30 87
	frame	data/chars/Broly_SSB/85.gif
	offset	23 83
	frame	data/chars/Broly_SSB/86.gif
		
anim	throw
	delay	7
	offset	25 78
	frame	data/chars/Broly_SSB/87.gif
	offset	45 74
	frame	data/chars/Broly_SSB/88.gif
	offset	27 74
	frame	data/chars/Broly_SSB/89.gif
	offset	22 79
