name	    		Guy
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 offset     238 177
	 delay      999
       frame      data/chars/guy/fall01.gif
	 delay      1
       frame      data/chars/guy/fall02.gif

#-----------------SHOCK-----------------#

anim rise
	 loop       0
	 offset     238 177
	 delay      55
       frame      data/chars/guy/fall02.gif
	 delay      20
       frame      data/chars/guy/rise01.gif
	 delay      14
       frame      data/chars/guy/fall02.gif
	 delay      10
       frame      data/chars/guy/rise01.gif
       frame      data/chars/guy/get01.gif

anim death
	 loop       0
	 offset     238 177
	 delay      1
       frame      data/chars/guy/fall02.gif

anim special
	 jugglecost 100
	 jumpframe 0 3.3
	 landframe  9
	 energycost	5
	 mponly  	2
	 loop       0
	 offset     238 177
	 bbox		0 0 0 0
	 hitfx   	data/sounds/beat2.wav
	 sound   	data/chars/guy/guy03.wav
	 delay      4
       frame      data/chars/guy/jump01.gif
	 delay      9
       frame      data/chars/guy/sp01.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	234 111 41 		81 		8 			1 		1 		0 			20			15
	 delay      12
       frame      data/chars/guy/sp02.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	 delay      8
       frame      data/chars/guy/sp03.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	194 111 41 		81 		8 			1 		1 		0 			20			15
	 delay      12
       frame      data/chars/guy/sp04.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	 delay      8
       frame      data/chars/guy/sp01.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	234 111 41 		81 		8 			1 		1 		0 			20			15
	 delay      12
       frame      data/chars/guy/sp02.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	 delay      9
       frame      data/chars/guy/sp03.gif

	 delay      999
       frame      data/chars/guy/jump01.gif

	 delay      9
       frame      data/chars/guy/land01.gif


anim	freespecial10	# Cancel jump release attack
	 jugglecost 100
	 jumpframe	0 0 -1
	 landframe	16
#	 energycost	5
#	 mponly  	2
#	subentity		counter
#	summonframe		0 0 0 0 0
#	unsummonframe	999
	loop		0
	offset		209 233
	 offset     238 177
	 bbox		0 0 0 0
	 hitfx   	data/sounds/beat2.wav

@cmd changeentityproperty getlocalvar("self") "aiflag" "drop" 0
@cmd changeentityproperty getlocalvar("self") "aiflag" "falling" 0


		
	 sound   	data/chars/guy/guy03.wav

	 delay      8
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	234 111 41 		81 		8 			1 		1 		0 			20			15
       frame      data/chars/guy/sp02.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/guy/sp03.gif
	   
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	194 111 41 		81 		8 			1 		1 		0 			20			15
       frame      data/chars/guy/sp04.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/guy/sp01.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	234 111 41 		81 		8 			1 		1 		0 			20			15
       frame      data/chars/guy/sp02.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/guy/sp03.gif
	   
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	194 111 41 		81 		8 			1 		1 		0 			20			15
       frame      data/chars/guy/sp04.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/guy/sp01.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	234 111 41 		81 		8 			1 		1 		0 			20			15
       frame      data/chars/guy/sp02.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/guy/sp03.gif
	   
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	194 111 41 		81 		8 			1 		1 		0 			20			15
       frame      data/chars/guy/sp04.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/guy/sp01.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	234 111 41 		81 		8 			1 		1 		0 			20			15
       frame      data/chars/guy/sp02.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/guy/sp03.gif
	   
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack3  	194 111 41 		81 		8 			1 		1 		0 			20			15
       frame      data/chars/guy/sp04.gif
	 attack3  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
       frame      data/chars/guy/sp01.gif

		
		
	delay		12
	   frame		data/chars/guy/land01.gif


anim freespecial2
	 jugglecost 	2
	 fastattack 1
	 energycost	20
	 mponly  	1
	 hitfx   	data/sounds/beat1.wav
	 loop       0
	 
	 offset     238 177
	 bbox		226 102 23 76
	 sound   	data/chars/guy/guy04.wav
	 delay      2
     frame      data/chars/guy/frsp101.gif
 	 sound   	data/sounds/blast01.wav
 	 delay      8
	 frame      data/chars/guy/frsp102.gif
	 bbox		0 0 0 0
@cmd projectile 1 "dust02" 0 0 0
@cmd projectile 1 "gokusa" 0 0 0
	 delay      135
	 frame      data/chars/guy/frsp103.gif

	 bbox		226 102 23 76
	 delay      6
       frame      data/chars/guy/a301.gif

anim freespecial3
	 followanim	1
	 followcond	1
	 jugglecost 	2
	 fastattack 1
	 energycost	20
	 mponly  	1
	 hitfx   	data/sounds/empty.wav

	 loop       0
	 offset     238 177
	 bbox		226 102 23 76
	 sound   	data/chars/guy/guy06.wav
	 delay      6
       frame      data/chars/guy/land01.gif

@cmd projectile 1 "dust02" 0 0 0
	 bbox		0 0 0 0
 	 sound   	data/sounds/blast02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	226 87 	32 		92 		0 			0 		1 		1 			20			15
	dropv	1 0
	 delay      2
	 move		1
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif
 	 move		2
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif
	 move		3
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif

	 move		4
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif
	 move		5
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif
	 move		4
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif

	 move		3
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif
	 move		2
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif
	 move		1
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif


 	 move		0
	 bbox		226 102 23 76
	 delay      9
 	 attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/guy/land01.gif


anim follow1
	 unsummonframe 17
	 jumpframe 	11 2.5 -1
	 landframe	17
	 jugglecost 	2
	 fastattack 1
	 hitfx   	data/sounds/beat3.wav
	 loop       0
	 offset     238 177
	 bbox		0 0 0 0



	 delay      9
       frame      data/chars/guy/land01.gif

	 delay      9
       frame      data/chars/guy/land01.gif

	 delay      4
       frame      data/chars/guy/frsp205.gif
       frame      data/chars/guy/frsp206.gif
	 sound   	data/chars/guy/guy02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	234 111 38 		68 		2 			0 		1 		0 			20			15
	dropv	1 0
 	 delay      12
       frame      data/chars/guy/frsp207.gif

 	 attack2  	0 	0 	0 	0 	0 	0 	0 	0 	0
	 delay      4
       frame      data/chars/guy/frsp208.gif
       frame      data/chars/guy/ja201.gif
	 sound   	data/chars/guy/guy02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack 	234 111 38 		68 		2 			0 		1 		0 			20			15
	dropv	1 0
 	 delay      12
       frame      data/chars/guy/frsp209.gif

 	 attack2  	0 	0 	0 		0 		0 			0 		0 		0 		0
	 delay      4
       frame      data/chars/guy/jump01.gif
       frame      data/chars/guy/ja201.gif
	 sound   	data/chars/guy/guy03.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 99 	54 		80 		12 			1 		1 		0 			40			15
 	 delay      12
       frame      data/chars/guy/ja202.gif

 	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      15
       frame      data/chars/guy/jump01.gif
	 delay      7
       frame      data/chars/guy/fjump04.gif
       frame      data/chars/guy/fjump03.gif
       frame      data/chars/guy/fjump02.gif
       frame      data/chars/guy/fjump01.gif
	 delay      999
       frame      data/chars/guy/jump01.gif

	 bbox		226 102 23 76
	 delay      9
       frame      data/chars/guy/land01.gif

anim freespecial4
#	cancel{#}	{start frame} 	{end frame} {didhit?} 	{sequence of inputs} 	{freespecial#}
	cancel 		17 				999 		0 			d f a 					freespecial6
	 followanim	2
	 followcond	1
	 jugglecost 	2
	 fastattack 1
	 energycost	20
	 mponly  	1
	 hitfx   	data/sounds/beat3.wav

	 loop       0
	 offset     238 177
	 bbox		226 102 23 76
	 delay      6
	 sound   	data/chars/guy/guy07.wav
       frame      data/chars/guy/land01.gif

@cmd projectile 1 "dust02" 0 0 0
	 bbox		0 0 0 0

	 delay      2
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	240 130 35 		10 		4 			0 		1 		0 			20			15
	dropv	1 0
	 move		8
       frame      data/chars/guy/frsp301.gif
       frame      data/chars/guy/frsp301.gif
	 move		7
       frame      data/chars/guy/frsp301.gif
       frame      data/chars/guy/frsp301.gif

	 move		6
       frame      data/chars/guy/frsp301.gif
       frame      data/chars/guy/frsp301.gif
	 move		5
       frame      data/chars/guy/frsp301.gif
       frame      data/chars/guy/frsp301.gif

	 move		4
       frame      data/chars/guy/frsp302.gif
       frame      data/chars/guy/frsp302.gif
	 move		3
       frame      data/chars/guy/frsp302.gif
       frame      data/chars/guy/frsp302.gif

	 move		2
       frame      data/chars/guy/frsp302.gif
       frame      data/chars/guy/frsp302.gif
	 move		1
       frame      data/chars/guy/frsp302.gif
       frame      data/chars/guy/frsp302.gif

	attack2		0	0	0		0		0		0		0		0			0			0
@cmd projectile 1 "quake" 0 0 0
@cmd projectile 1 "dust03" 0 0 0
	 move		0
	 delay      20
       frame      data/chars/guy/frsp302.gif
	 delay      30
       frame      data/chars/guy/frsp302.gif

	 bbox		226 102 23 76
	 delay      9
       frame      data/chars/guy/land01.gif

anim follow2
#	cancel{#}	{start frame} 	{end frame} {didhit?} 	{sequence of inputs} 	{freespecial#}
	cancel 		1 				999 		0 			d f a 					freespecial6
	 jugglecost 	2
	 fastattack 1
	 hitfx   	data/sounds/beat3.wav

	 loop       0
	 offset     238 177
	 bbox		226 102 23 76

	 delay      20
@cmd projectile 1 "quake" 0 0 0
@cmd projectile 1 "dust03" 0 0 0
     frame      data/chars/guy/frsp302.gif
	 delay      30
     frame      data/chars/guy/frsp302.gif

	 bbox		226 102 23 76
	 delay      9
     frame      data/chars/guy/land01.gif

anim freespecial6
#	cancel{#}	{start frame} 	{end frame} {didhit?} 	{sequence of inputs} 	{freespecial#}
	cancel 		5 				999 		0 			d f a 					freespecial7
	 jugglecost 	2
	 fastattack 1
	 hitfx   	data/sounds/beat3.wav

	 loop       0
	 offset     238 177
	 bbox		0 0 0 0


	 delay      2
	 move		2
@cmd projectile 1 "dust02" 0 0 0
       frame      data/chars/guy/frsp303.gif
       frame      data/chars/guy/frsp303.gif
	 move		1
       frame      data/chars/guy/frsp303.gif
       frame      data/chars/guy/frsp303.gif

	 sound   	data/chars/guy/guy02.wav
	 move		0
	delay      20
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack1  	240 106 41 		30 		4 			0 		1 		0 			20			15
	dropv	2 0
       frame      data/chars/guy/frsp304.gif

	delay      30
       frame      data/chars/guy/frsp304.gif

	bbox		226 102 23 76
	 delay      9
	attack1		0	0	0		0		0		0		0		0			0			0
       frame      data/chars/guy/land01.gif

anim freespecial7
	 jugglecost 	2
	 fastattack 1
	 hitfx   	data/sounds/beat3.wav

	 loop       0
	 offset     238 177
	 bbox		0 0 0 0


	 delay      2
	 move		4
@cmd projectile 1 "dust02" 0 0 0
       frame      data/chars/guy/frsp305.gif
       frame      data/chars/guy/frsp305.gif
	 move		3
       frame      data/chars/guy/frsp305.gif
       frame      data/chars/guy/frsp305.gif
	 move		2
       frame      data/chars/guy/frsp306.gif
       frame      data/chars/guy/frsp306.gif
	 move		1
       frame      data/chars/guy/frsp306.gif
       frame      data/chars/guy/frsp306.gif

	 sound   	data/chars/guy/guy03.wav
	 move		0
	delay      30
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	240 148 63 		31 		8 			1 		1 		0 			20			15
       frame      data/chars/guy/frsp307.gif

	attack2		0	0	0		0		0		0		0		0			0			0
	 bbox		226 102 23 76
	 delay      9
       frame      data/chars/guy/frsp308.gif
       frame      data/chars/guy/frsp309.gif

anim freespecial5
	 followanim	4
	 followcond	1
	 summonframe 1 -235 -200 0 0
	 subentity	super
	 unsummonframe 30
	 jugglecost 	0
	 fastattack 1
	 energycost	100
	 mponly  	1
	 hitfx   	data/sounds/empty.wav

	 loop       0
	 offset     238 177
	 bbox		0 0 0 0
	 sound   	data/chars/guy/guy03.wav
	 delay      6
       frame      data/chars/guy/land01.gif

 	 sound   	data/sounds/blast02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	226 87 	32 		92 		0 			0 		1 		1 			20			15
	dropv	1 0
	 delay      2
	 move		1
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif
 	 move		2
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif
	 move		3
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif

	 move		4
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif
	 move		5
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif
	 move		6
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif

	 move		7
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
       frame      data/chars/guy/frsp201.gif
	 move		8
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
	 move		7
       frame      data/chars/guy/frsp201.gif
	 move		6
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
	 move		5
       frame      data/chars/guy/frsp201.gif
	 move		4
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
	 move		3
       frame      data/chars/guy/frsp201.gif
	 move		2
@cmd projectile 1 "izuna" 0 0 0
       frame      data/chars/guy/frsp201.gif
	 move		1
       frame      data/chars/guy/frsp201.gif


 	 move		0
	 delay      9
 	 attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/guy/land01.gif

anim follow4
	 jugglecost 	0
	 fastattack 1
	 hitfx   	data/sounds/beat3.wav
	 loop       0
	 offset     238 177
	 bbox		0 0 0 0

	 sound   	data/chars/guy/guy08.wav
	 delay      9
       frame      data/chars/guy/land01.gif

	 delay      2

       frame      data/chars/guy/frsp401.gif

@cmd projectile 1 "hassou" 0 0 0
	 delay      8
#	 sound   	data/chars/guy/guy02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 120 41 		9 		1 			0 		1 		0 			5			25
	dropv	0.5 0
       frame      data/chars/guy/frsp402.gif
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      2
       frame      data/chars/guy/frsp403.gif

@cmd projectile 1 "hassou" 0 0 -10
	 delay      8
#	 sound   	data/chars/guy/guy02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	240 130 41 		9 		1 			0 		1 		0 			5			25
	dropv	0.5 0
       frame      data/chars/guy/frsp404.gif
	 attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      2
       frame      data/chars/guy/frsp403.gif

@cmd projectile 1 "hassou" 0 0 10
	 delay      8
#	 sound   	data/chars/guy/guy02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 110 41 		9 		1 			0 		1 		0 			5			25
	dropv	0.5 0
       frame      data/chars/guy/frsp405.gif
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      2
       frame      data/chars/guy/frsp403.gif

@cmd projectile 1 "hassou" 0 0 0
	 delay      8
#	 sound   	data/chars/guy/guy02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	240 120 41 		9 		1 			0 		1 		0 			5			25
	dropv	0.5 0
       frame      data/chars/guy/frsp406.gif
	 attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      2
       frame      data/chars/guy/frsp403.gif

@cmd projectile 1 "hassou" 0 0 -10
	 delay      8
#	 sound   	data/chars/guy/guy02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 130 41 		9 		1 			0 		1 		0 			5			25
	dropv	0.5 0
       frame      data/chars/guy/frsp407.gif
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      2
       frame      data/chars/guy/frsp403.gif

@cmd projectile 1 "hassou" 0 0 10
	 delay      8
#	 sound   	data/chars/guy/guy02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	240 110 41 		9 		1 			0 		1 		0 			5			25
	dropv	0.5 0
       frame      data/chars/guy/frsp408.gif
	 attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      2
       frame      data/chars/guy/frsp403.gif

@cmd projectile 1 "hassou" 0 0 0
	 delay      8
#	 sound   	data/chars/guy/guy02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 120 41 		9 		1 			0 		1 		0 			5			25
	dropv	0.5 0
       frame      data/chars/guy/frsp402.gif
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      2
       frame      data/chars/guy/frsp403.gif

@cmd projectile 1 "hassou" 0 0 -10
	 delay      8
#	 sound   	data/chars/guy/guy02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	240 130 41 		9 		1 			0 		1 		0 			5			25
	dropv	0.5 0
       frame      data/chars/guy/frsp404.gif
	 attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      2
       frame      data/chars/guy/frsp403.gif

@cmd projectile 1 "hassou" 0 0 10
	 delay      8
#	 sound   	data/chars/guy/guy02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 110 41 		9 		1 			0 		1 		0 			5			25
	dropv	0.5 0
       frame      data/chars/guy/frsp405.gif
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      2
       frame      data/chars/guy/frsp403.gif

@cmd projectile 1 "hassou" 0 0 0
	 delay      8
#	 sound   	data/chars/guy/guy02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	240 120 41 		9 		1 			0 		1 		0 			5			25
	dropv	0.5 0
       frame      data/chars/guy/frsp406.gif
	 attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      2
       frame      data/chars/guy/frsp403.gif

@cmd projectile 1 "hassou" 0 0 -10
	 delay      8
#	 sound   	data/chars/guy/guy02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 130 41 		9 		1 			0 		1 		0 			5			25
	dropv	0.5 0
       frame      data/chars/guy/frsp407.gif
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      2
       frame      data/chars/guy/frsp403.gif

@cmd projectile 1 "hassou" 0 0 10
	 delay      8
#	 sound   	data/chars/guy/guy02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	240 110 41 		9 		1 			0 		1 		0 			5			25
	dropv	0.5 0
       frame      data/chars/guy/frsp408.gif
	 attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      2
       frame      data/chars/guy/frsp403.gif

@cmd projectile 1 "hassou" 0 0 0
	 delay      8
#	 sound   	data/chars/guy/guy02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 120 41 		9 		1 			0 		1 		0 			5			25
	dropv	0.5 0
       frame      data/chars/guy/frsp402.gif
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      2
       frame      data/chars/guy/frsp403.gif

@cmd projectile 1 "hassou" 0 0 -10
	 delay      8
#	 sound   	data/chars/guy/guy02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	240 130 41 		9 		1 			0 		1 		0 			5			25
	dropv	0.5 0
       frame      data/chars/guy/frsp404.gif
	 attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      2
       frame      data/chars/guy/frsp403.gif

@cmd projectile 1 "hassou" 0 0 10
	 delay      8
#	 sound   	data/chars/guy/guy02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 110 41 		9 		1 			0 		1 		0 			5			25
	dropv	0.5 0
       frame      data/chars/guy/frsp405.gif
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      2
       frame      data/chars/guy/frsp403.gif

@cmd projectile 1 "hassou" 0 0 0
	 delay      8
#	 sound   	data/chars/guy/guy02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	240 120 41 		9 		1 			0 		1 		0 			5			25
	dropv	0.5 0
       frame      data/chars/guy/frsp406.gif
	 attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      2
