name				lizking
anim pain3
	shadowcoords 210 200
	subentity	dust01
	spawnframe	15 0 0 0 0
	loop	0
	offset     225 198
	bbox		212 143 30 55
	delay   3
	frame	data/chars/misc/burn/301.gif
	frame	data/chars/misc/burn/302.gif
	frame	data/chars/misc/burn/303.gif
	frame	data/chars/misc/burn/301.gif
	frame	data/chars/misc/burn/302.gif
	frame	data/chars/misc/burn/303.gif
	frame	data/chars/misc/burn/301.gif
	frame	data/chars/misc/burn/302.gif
	frame	data/chars/misc/burn/303.gif
	frame	data/chars/misc/burn/301.gif
	frame	data/chars/misc/burn/302.gif
	frame	data/chars/misc/burn/303.gif
	frame	data/chars/misc/burn/301.gif
	frame	data/chars/misc/burn/302.gif
	frame	data/chars/misc/burn/303.gif
	delay   2
	move	-3
	frame	data/chars/lizking/pain101.gif
	frame	data/chars/lizking/pain101.gif
	move	-2
	frame	data/chars/lizking/pain101.gif
	frame	data/chars/lizking/pain101.gif
	move	-2
	frame	data/chars/lizking/pain101.gif
	frame	data/chars/lizking/pain101.gif
	move	-1
	frame	data/chars/lizking/pain101.gif
	frame	data/chars/lizking/pain101.gif
	move	-1
	frame	data/chars/lizking/pain101.gif
	frame	data/chars/lizking/pain101.gif
	
	move	0
	delay   6
	frame	data/chars/lizking/pain101.gif
	delay   2
	frame	data/chars/lizking/pain101.gif
	delay   2
	frame	data/chars/lizking/pain101.gif
	delay   2
	frame	data/chars/lizking/pain101.gif
	delay   2
	frame	data/chars/lizking/pain101.gif
	delay   2
	frame	data/chars/lizking/pain101.gif

anim fall3
	shadowcoords 210 200
	dropframe	16
	landframe	17
	loop	0
	offset     225 198
	bbox		212 143 30 55
	delay   3
	frame	data/chars/misc/burn/301.gif
	frame	data/chars/misc/burn/302.gif
	frame	data/chars/misc/burn/303.gif
	frame	data/chars/misc/burn/301.gif
	frame	data/chars/misc/burn/302.gif
	frame	data/chars/misc/burn/303.gif
	frame	data/chars/misc/burn/301.gif
	frame	data/chars/misc/burn/302.gif
	frame	data/chars/misc/burn/303.gif
	frame	data/chars/misc/burn/301.gif
	frame	data/chars/misc/burn/302.gif
	frame	data/chars/misc/burn/303.gif
	frame	data/chars/misc/burn/301.gif
	frame	data/chars/misc/burn/302.gif
	frame	data/chars/misc/burn/303.gif
	delay   999
	frame	data/chars/lizking/pain101.gif
	frame	data/chars/lizking/pain101.gif
	delay	35
	sound   data/sounds/fall01.wav
	frame	data/chars/lizking/pain101.gif
	bbox		0 0 0 0
	delay	40
	frame	data/chars/lizking/pain101.gif

anim rise3
	shadowcoords 210 200
	loop	0
	 offset     225 198
	delay	12
	frame	data/chars/lizking/pain101.gif

anim death3
	shadowcoords 210 200
	loop	0
	 offset     225 198
	delay   48
	frame	data/chars/lizking/pain101.gif
	frame	data/chars/lizking/death00.gif
	delay   4
	frame	data/chars/lizking/death01.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death01.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death01.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death01.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death01.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death01.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death01.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death01.gif
	frame	data/chars/lizking/death02.gif
	delay   48
	frame	data/chars/lizking/death02.gif
	delay   4
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death03.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death03.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death03.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death03.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death03.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death03.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death03.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death03.gif
	delay   48
	frame	data/chars/lizking/death03.gif
	frame	data/chars/lizking/death04.gif
	delay   4
	frame	data/chars/lizking/death05.gif
	frame	data/chars/lizking/death06.gif
	frame	data/chars/lizking/death07.gif
	frame	data/chars/lizking/death05.gif
	frame	data/chars/lizking/death06.gif
	frame	data/chars/lizking/death07.gif
	frame	data/chars/lizking/death05.gif
	frame	data/chars/lizking/death06.gif
	frame	data/chars/lizking/death07.gif
	frame	data/chars/lizking/death05.gif
	frame	data/chars/lizking/death06.gif
	frame	data/chars/lizking/death07.gif
	frame	data/chars/lizking/death05.gif
	frame	data/chars/lizking/death06.gif
	frame	data/chars/lizking/death07.gif

	delay   2
	frame	data/chars/lizking/death05.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death06.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death07.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death05.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death06.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death07.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death05.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death06.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death07.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death05.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death06.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death07.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death05.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death06.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death07.gif
	frame	data/chars/misc/empty.gif
	offset	30 30
	delay		5
	move		1000
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
	

#----------------------------------------BURN ATTACK----------------------------------------;


#----------------------------------------SHOCK ATTACK----------------------------------------;

anim pain4
	shadowcoords 210 200
	subentity	dust01
	spawnframe	15 0 0 0 0
	loop	0
	offset     225 198
	bbox		212 143 30 55
	delay   3
	frame	data/chars/misc/shock/301.gif
	frame	data/chars/misc/shock/302.gif
	frame	data/chars/misc/shock/303.gif
	frame	data/chars/misc/shock/301.gif
	frame	data/chars/misc/shock/302.gif
	frame	data/chars/misc/shock/303.gif
	frame	data/chars/misc/shock/301.gif
	frame	data/chars/misc/shock/302.gif
	frame	data/chars/misc/shock/303.gif
	frame	data/chars/misc/shock/301.gif
	frame	data/chars/misc/shock/302.gif
	frame	data/chars/misc/shock/303.gif
	frame	data/chars/misc/shock/301.gif
	frame	data/chars/misc/shock/302.gif
	frame	data/chars/misc/shock/303.gif
	delay   2
	move	-3
	frame	data/chars/lizking/pain101.gif
	frame	data/chars/lizking/pain101.gif
	move	-2
	frame	data/chars/lizking/pain101.gif
	frame	data/chars/lizking/pain101.gif
	move	-2
	frame	data/chars/lizking/pain101.gif
	frame	data/chars/lizking/pain101.gif
	move	-1
	frame	data/chars/lizking/pain101.gif
	frame	data/chars/lizking/pain101.gif
	move	-1
	frame	data/chars/lizking/pain101.gif
	frame	data/chars/lizking/pain101.gif
	
	move	0
	delay   6
	frame	data/chars/lizking/pain101.gif
	delay   2
	frame	data/chars/lizking/pain101.gif
	delay   2
	frame	data/chars/lizking/pain101.gif
	delay   2
	frame	data/chars/lizking/pain101.gif
	delay   2
	frame	data/chars/lizking/pain101.gif
	delay   2
	frame	data/chars/lizking/pain101.gif

anim fall4
	shadowcoords 210 200
	dropframe	16
	landframe	17
	loop	0
	offset     225 198
	bbox		212 143 30 55
	delay   3
	frame	data/chars/misc/shock/301.gif
	frame	data/chars/misc/shock/302.gif
	frame	data/chars/misc/shock/303.gif
	frame	data/chars/misc/shock/301.gif
	frame	data/chars/misc/shock/302.gif
	frame	data/chars/misc/shock/303.gif
	frame	data/chars/misc/shock/301.gif
	frame	data/chars/misc/shock/302.gif
	frame	data/chars/misc/shock/303.gif
	frame	data/chars/misc/shock/301.gif
	frame	data/chars/misc/shock/302.gif
	frame	data/chars/misc/shock/303.gif
	frame	data/chars/misc/shock/301.gif
	frame	data/chars/misc/shock/302.gif
	frame	data/chars/misc/shock/303.gif
	delay   999
	frame	data/chars/lizking/pain101.gif
	frame	data/chars/lizking/pain101.gif
	delay	35
	sound   data/sounds/fall01.wav
	frame	data/chars/lizking/pain101.gif
	bbox		0 0 0 0
	delay	40
	frame	data/chars/lizking/pain101.gif

anim rise4
	shadowcoords 210 200
	loop	0
	 offset     225 198
	delay	12
	frame	data/chars/lizking/pain101.gif

anim death4
	shadowcoords 210 200
	loop	0
	 offset     225 198
	delay   48
	frame	data/chars/lizking/pain101.gif
	frame	data/chars/lizking/death00.gif
	delay   4
	frame	data/chars/lizking/death01.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death01.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death01.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death01.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death01.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death01.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death01.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death01.gif
	frame	data/chars/lizking/death02.gif
	delay   48
	frame	data/chars/lizking/death02.gif
	delay   4
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death03.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death03.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death03.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death03.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death03.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death03.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death03.gif
	frame	data/chars/lizking/death02.gif
	frame	data/chars/lizking/death03.gif
	delay   48
	frame	data/chars/lizking/death03.gif
	frame	data/chars/lizking/death04.gif
	delay   4
	frame	data/chars/lizking/death05.gif
	frame	data/chars/lizking/death06.gif
	frame	data/chars/lizking/death07.gif
	frame	data/chars/lizking/death05.gif
	frame	data/chars/lizking/death06.gif
	frame	data/chars/lizking/death07.gif
	frame	data/chars/lizking/death05.gif
	frame	data/chars/lizking/death06.gif
	frame	data/chars/lizking/death07.gif
	frame	data/chars/lizking/death05.gif
	frame	data/chars/lizking/death06.gif
	frame	data/chars/lizking/death07.gif
	frame	data/chars/lizking/death05.gif
	frame	data/chars/lizking/death06.gif
	frame	data/chars/lizking/death07.gif

	delay   2
	frame	data/chars/lizking/death05.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death06.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death07.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death05.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death06.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death07.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death05.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death06.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death07.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death05.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death06.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death07.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death05.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death06.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/lizking/death07.gif
	frame	data/chars/misc/empty.gif
	offset	30 30
	delay		5
	move		1000
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
	

#----------------------------------------SHOCK ATTACK----------------------------------------;

#----------------------------------------FREEZE ATTACK----------------------------------------;

anim pain5
	shadowcoords 210 200
	loop	0
	offset     225 198
	bbox		212 143 30 55
	delay   1
	frame	data/chars/misc/freeze/103.gif
	delay   5
	frame	data/chars/lizking/pain101.gif
	delay   2
	frame	data/chars/misc/freeze/103.gif
	delay   4
	frame	data/chars/lizking/pain101.gif
	delay   3
	frame	data/chars/misc/freeze/103.gif
	delay   3
	frame	data/chars/lizking/pain101.gif
	delay   4
	frame	data/chars/misc/freeze/103.gif
	delay   2
	frame	data/chars/lizking/pain101.gif
	delay   5
	frame	data/chars/misc/freeze/103.gif
	delay   1
	frame	data/chars/lizking/pain101.gif

	delay   50
	frame	data/chars/misc/freeze/103.gif

	delay   5
	frame	data/chars/misc/freeze/103.gif
	delay   1
	frame	data/chars/lizking/pain101.gif
	delay   4
	frame	data/chars/misc/freeze/103.gif
	delay   2
	frame	data/chars/lizking/pain101.gif
	delay   3
	frame	data/chars/misc/freeze/103.gif
	delay   3
	frame	data/chars/lizking/pain101.gif
	delay   2
	frame	data/chars/misc/freeze/103.gif
	delay   4
	frame	data/chars/lizking/pain101.gif
	delay   1
	frame	data/chars/misc/freeze/103.gif
	delay   5
	frame	data/chars/lizking/pain101.gif
	bbox		0 0 0 0
	frame	data/chars/lizking/pain101.gif
	frame	data/chars/lizking/pain101.gif
	delay   70
	frame	data/chars/lizking/pain101.gif
	delay	10
	frame	data/chars/lizking/pain101.gif
	delay	8
	frame	data/chars/lizking/pain101.gif

anim fall5
	shadowcoords 210 200
	subentity	dust01
	spawnframe	11 0 0 0 0
	jumpframe	0 1 -1
	landframe	11
	loop	0
	offset     225 198
	bbox		212 143 30 55
	delay   1
	frame	data/chars/misc/freeze/103.gif
	delay   5
	frame	data/chars/lizking/pain101.gif
	delay   2
	frame	data/chars/misc/freeze/103.gif
	delay   4
	frame	data/chars/lizking/pain101.gif
	delay   3
	frame	data/chars/misc/freeze/103.gif
	delay   3
	frame	data/chars/lizking/pain101.gif
	delay   4
	frame	data/chars/misc/freeze/103.gif
	delay   2
	frame	data/chars/lizking/pain101.gif
	delay   5
	frame	data/chars/misc/freeze/103.gif
	delay   1
	frame	data/chars/lizking/pain101.gif

	delay   999
	frame	data/chars/misc/freeze/103.gif
	delay   1
	frame	data/chars/misc/freeze/103.gif

anim rise5
	shadowcoords 210 200
	loop	0
	 offset     225 198

	bbox		212 143 30 55
	delay   50
	frame	data/chars/misc/freeze/103.gif
	delay   5
	frame	data/chars/misc/freeze/103.gif
	delay   1
	frame	data/chars/lizking/pain101.gif
	delay   4
	frame	data/chars/misc/freeze/103.gif
	delay   2
	frame	data/chars/lizking/pain101.gif
	delay   3
	frame	data/chars/misc/freeze/103.gif
	delay   3
	frame	data/chars/lizking/pain101.gif
	delay   2
	frame	data/chars/misc/freeze/103.gif
	delay   4
	frame	data/chars/lizking/pain101.gif
	delay   1
	frame	data/chars/misc/freeze/103.gif
	delay   5
	frame	data/chars/lizking/pain101.gif
	bbox		0 0 0 0
	frame	data/chars/lizking/pain101.gif
	frame	data/chars/lizking/pain101.gif
	delay   70
	frame	data/chars/lizking/pain101.gif
	delay	10
	frame	data/chars/lizking/pain101.gif
	delay	8
	frame	data/chars/lizking/pain101.gif

	
anim death5
	shadowcoords 210 200
	loop	0
	 offset     225 198

	delay   50
	frame	data/chars/misc/freeze/103.gif
	delay   5
	frame	data/chars/misc/freeze/103.gif
	delay   1
	frame	data/chars/misc/empty.gif
	delay   4
	frame	data/chars/misc/freeze/103.gif
	delay   2
	frame	data/chars/misc/empty.gif
	delay   3
	frame	data/chars/misc/freeze/103.gif
	delay   3
	frame	data/chars/misc/empty.gif
	delay   2
	frame	data/chars/misc/freeze/103.gif
	delay   4
	frame	data/chars/misc/empty.gif
	delay   1
	frame	data/chars/misc/freeze/103.gif
	delay   5
	frame	data/chars/misc/empty.gif

#----------------------------------------FREEZE ATTACK----------------------------------------;


#----------------------------------------POLYMORPH ATTACK----------------------------------------;

anim pain6
	shadowcoords 210 200
	loop	0
	offset     225 198
	bbox		212 143 30 55
	delay   1
	frame	data/chars/misc/poly/frog01.gif
	delay   5
	frame	data/chars/lizking/pain101.gif
	delay   2
	frame	data/chars/misc/poly/frog01.gif
	delay   4
	frame	data/chars/lizking/pain101.gif
	delay   3
	frame	data/chars/misc/poly/frog01.gif
	delay   3
	frame	data/chars/lizking/pain101.gif
	delay   4
	frame	data/chars/misc/poly/frog01.gif
	delay   2
	frame	data/chars/lizking/pain101.gif
	delay   5
	frame	data/chars/misc/poly/frog01.gif
	delay   1
	frame	data/chars/lizking/pain101.gif

	delay   8
	frame	data/chars/misc/poly/frog01.gif
	frame	data/chars/misc/poly/frog02.gif
	frame	data/chars/misc/poly/frog03.gif
	frame	data/chars/misc/poly/frog04.gif
	frame	data/chars/misc/poly/frog05.gif
	frame	data/chars/misc/poly/frog06.gif
	frame	data/chars/misc/poly/frog07.gif
	delay   200
	frame	data/chars/misc/poly/frog08.gif

	delay   5
	frame	data/chars/misc/poly/frog08.gif
	delay   1
	frame	data/chars/lizking/pain101.gif
	delay   4
	frame	data/chars/misc/poly/frog08.gif
	delay   2
	frame	data/chars/lizking/pain101.gif
	delay   3
	frame	data/chars/misc/poly/frog08.gif
	delay   3
	frame	data/chars/lizking/pain101.gif
	delay   2
	frame	data/chars/misc/poly/frog08.gif
	delay   4
	frame	data/chars/lizking/pain101.gif
	delay   1
	frame	data/chars/misc/poly/frog08.gif
	delay   5
	frame	data/chars/lizking/pain101.gif

anim fall6
	shadowcoords 210 200
	subentity	dust01
	spawnframe	11 0 0 0 0
	jumpframe	0 1 -1
	landframe	11
	loop	0
	offset     225 198
	bbox		212 143 30 55
	delay   1
	frame	data/chars/misc/poly/frog05.gif
	delay   5
	frame	data/chars/lizking/pain101.gif
	delay   2
	frame	data/chars/misc/poly/frog05.gif
	delay   4
	frame	data/chars/lizking/pain101.gif
	delay   3
	frame	data/chars/misc/poly/frog05.gif
	delay   3
	frame	data/chars/lizking/pain101.gif
	delay   4
	frame	data/chars/misc/poly/frog05.gif
	delay   2
	frame	data/chars/lizking/pain101.gif
	delay   5
	frame	data/chars/misc/poly/frog05.gif
	delay   1
	frame	data/chars/lizking/pain101.gif

	delay   999
	frame	data/chars/misc/poly/frog05.gif
	delay   8
	frame	data/chars/misc/poly/frog06.gif
	frame	data/chars/misc/poly/frog07.gif
	delay   200
	frame	data/chars/misc/poly/frog08.gif

anim rise6
	shadowcoords 210 200
	loop	0
	 offset     225 198

	bbox		212 143 30 55
	delay   200
	frame	data/chars/misc/poly/frog08.gif
	delay   5
	frame	data/chars/misc/poly/frog08.gif
	delay   1
	frame	data/chars/lizking/pain101.gif
	delay   4
	frame	data/chars/misc/poly/frog08.gif
	delay   2
	frame	data/chars/lizking/pain101.gif
	delay   3
	frame	data/chars/misc/poly/frog08.gif
	delay   3
	frame	data/chars/lizking/pain101.gif
	delay   2
	frame	data/chars/misc/poly/frog08.gif
	delay   4
	frame	data/chars/lizking/pain101.gif
	delay   1
	frame	data/chars/misc/poly/frog08.gif
	delay   5
	frame	data/chars/lizking/pain101.gif
	bbox		0 0 0 0
	frame	data/chars/lizking/pain101.gif
	frame	data/chars/lizking/pain101.gif
	delay   70
	frame	data/chars/lizking/pain101.gif
	delay	10
	frame	data/chars/lizking/pain101.gif
	delay	8
	frame	data/chars/lizking/pain101.gif

anim death6
	shadowcoords 210 200
	loop	0
	 offset     225 198

	delay   200
	frame	data/chars/misc/poly/frog08.gif
	delay   5
	frame	data/chars/misc/poly/frog08.gif
	delay   1
	frame	data/chars/misc/empty.gif
	delay   4
	frame	data/chars/misc/poly/frog08.gif
	delay   2
	frame	data/chars/misc/empty.gif
	delay   3
	frame	data/chars/misc/poly/frog08.gif
	delay   3
	frame	data/chars/misc/empty.gif
	delay   2
	frame	data/chars/misc/poly/frog08.gif
	delay   4
	frame	data/chars/misc/empty.gif
	delay   1
	frame	data/chars/misc/poly/frog08.gif
	delay   5
	frame	data/chars/misc/empty.gif

#----------------------------------------POLYMORPH ATTACK----------------------------------------;



#----------------------------------------TORNADO ATTACK----------------------------------------;

anim pain7
	shadowcoords 210 200
	loop	0
	offset     225 198
	bbox		212 143 30 55
	delay   6
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	
	

anim fall7
	shadowcoords 210 200
	jumpframe	0 6 0
	landframe	80

	loop	0
	offset     225 198
	bbox		212 143 30 55
	
	delay   6
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/lizking/pain101.gif


	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/lizking/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
