name				dragy4
	frame	data/chars/dragy/burn02.gif
	frame	data/chars/dragy/pain102.gif
	move	-2
	frame	data/chars/dragy/burn03.gif
	frame	data/chars/dragy/pain102.gif
	move	-2
	frame	data/chars/dragy/burn01.gif
	frame	data/chars/dragy/pain102.gif
	move	-1
	frame	data/chars/dragy/burn02.gif
	frame	data/chars/dragy/pain102.gif
	move	-1
	frame	data/chars/dragy/burn03.gif
	frame	data/chars/dragy/pain102.gif

	move	0
	delay   2
	offset     228 298
	frame	data/chars/dragy/pain103.gif
	offset     225 298
	frame	data/chars/dragy/pain104.gif
	offset     222 298
	frame	data/chars/dragy/pain103.gif
	offset     225 298
	frame	data/chars/dragy/pain106.gif
	offset     228 298
	frame	data/chars/dragy/pain105.gif
	offset     225 298
	frame	data/chars/dragy/pain106.gif
	bbox	148 141 152 111
	offset     222 298
	frame	data/chars/dragy/pain107.gif
	offset     225 298
	frame	data/chars/dragy/pain108.gif
	offset     228 298
	frame	data/chars/dragy/pain107.gif
	offset     225 298
	frame	data/chars/dragy/pain108.gif
	offset     222 298
	frame	data/chars/dragy/pain107.gif
	offset     225 298
	frame	data/chars/dragy/pain108.gif
	offset     228 298
	frame	data/chars/dragy/pain107.gif
	offset     225 298
	frame	data/chars/dragy/pain108.gif
	offset     222 298
	frame	data/chars/dragy/pain109.gif
	offset     225 298
	frame	data/chars/dragy/pain110.gif
	offset     228 298
	frame	data/chars/dragy/pain109.gif
	offset     225 298
	frame	data/chars/dragy/pain110.gif
	offset     222 298
	frame	data/chars/dragy/pain109.gif
	offset     225 298
	frame	data/chars/dragy/pain110.gif
	offset     228 298
	frame	data/chars/dragy/pain109.gif
	offset     225 298
	frame	data/chars/dragy/pain110.gif

anim fall3
	shadowcoords 175 300
	loop	0
	 offset     225 298
	delay	1
	frame	data/chars/dragy/pain101.gif

anim rise3
	shadowcoords 175 300
	loop	0
	 offset     225 298
	delay	1
	frame	data/chars/dragy/pain101.gif
	

#----------------------------------------BURN ATTACK----------------------------------------;


#----------------------------------------SHOCK ATTACK----------------------------------------;

anim pain4
	shadowcoords 175 300
	subentity	dust01
	spawnframe	12 0 0 0 0
	loop	0
	bbox	0 0 0 0
	
	offset     225 298
	
	delay   2
	sound   data/sounds/drags01.wav
	move	-5
	frame	data/chars/dragy/shock01.gif
	frame	data/chars/dragy/pain102.gif
	move	-4
	frame	data/chars/dragy/shock02.gif
	frame	data/chars/dragy/pain102.gif
	move	-4
	frame	data/chars/dragy/shock03.gif
	frame	data/chars/dragy/pain102.gif
	move	-3
	frame	data/chars/dragy/shock01.gif
	frame	data/chars/dragy/pain102.gif
	move	-3
	frame	data/chars/dragy/shock02.gif
	frame	data/chars/dragy/pain102.gif
	move	-2
	frame	data/chars/dragy/shock03.gif
	frame	data/chars/dragy/pain102.gif
	move	-2
	frame	data/chars/dragy/shock01.gif
	frame	data/chars/dragy/pain102.gif
	move	-1
	frame	data/chars/dragy/shock02.gif
	frame	data/chars/dragy/pain102.gif
	move	-1
	frame	data/chars/dragy/shock03.gif
	frame	data/chars/dragy/pain102.gif

	move	0
	delay   2
	offset     228 298
	frame	data/chars/dragy/pain103.gif
	offset     225 298
	frame	data/chars/dragy/pain104.gif
	offset     222 298
	frame	data/chars/dragy/pain103.gif
	offset     225 298
	frame	data/chars/dragy/pain106.gif
	offset     228 298
	frame	data/chars/dragy/pain105.gif
	offset     225 298
	frame	data/chars/dragy/pain106.gif
	bbox	148 141 152 111
	offset     222 298
	frame	data/chars/dragy/pain107.gif
	offset     225 298
	frame	data/chars/dragy/pain108.gif
	offset     228 298
	frame	data/chars/dragy/pain107.gif
	offset     225 298
	frame	data/chars/dragy/pain108.gif
	offset     222 298
	frame	data/chars/dragy/pain107.gif
	offset     225 298
	frame	data/chars/dragy/pain108.gif
	offset     228 298
	frame	data/chars/dragy/pain107.gif
	offset     225 298
	frame	data/chars/dragy/pain108.gif
	offset     222 298
	frame	data/chars/dragy/pain109.gif
	offset     225 298
	frame	data/chars/dragy/pain110.gif
	offset     228 298
	frame	data/chars/dragy/pain109.gif
	offset     225 298
	frame	data/chars/dragy/pain110.gif
	offset     222 298
	frame	data/chars/dragy/pain109.gif
	offset     225 298
	frame	data/chars/dragy/pain110.gif
	offset     228 298
	frame	data/chars/dragy/pain109.gif
	offset     225 298
	frame	data/chars/dragy/pain110.gif

anim fall4
	shadowcoords 175 300
	loop	0
	 offset     225 298
	delay	1
	frame	data/chars/dragy/pain101.gif

anim rise4
	shadowcoords 175 300
	loop	0
	 offset     225 298
	delay	1
	frame	data/chars/dragy/pain101.gif
	

#----------------------------------------SHOCK ATTACK----------------------------------------;

#----------------------------------------FREEZE ATTACK----------------------------------------;

anim pain5
	shadowcoords 175 300
	loop	0
	offset     225 298
	delay   1
	frame	data/chars/dragy/freeze01.gif
	delay   5
	frame	data/chars/dragy/pain102.gif
	delay   2
	frame	data/chars/dragy/freeze01.gif
	delay   4
	frame	data/chars/dragy/pain102.gif
	delay   3
	frame	data/chars/dragy/freeze01.gif
	delay   3
	frame	data/chars/dragy/pain102.gif
	delay   4
	frame	data/chars/dragy/freeze01.gif
	delay   2
	frame	data/chars/dragy/pain102.gif
	delay   5
	frame	data/chars/dragy/freeze01.gif
	delay   1
	frame	data/chars/dragy/pain102.gif

	delay   50
	frame	data/chars/dragy/freeze01.gif

	delay   5
	frame	data/chars/dragy/freeze01.gif
	delay   1
	frame	data/chars/dragy/pain102.gif
	delay   4
	frame	data/chars/dragy/freeze01.gif
	delay   2
	frame	data/chars/dragy/pain102.gif
	delay   3
	frame	data/chars/dragy/freeze01.gif
	delay   3
	frame	data/chars/dragy/pain102.gif
	delay   2
	frame	data/chars/dragy/freeze01.gif
	delay   4
	frame	data/chars/dragy/pain102.gif
	delay   1
	frame	data/chars/dragy/freeze01.gif
	delay   5
	frame	data/chars/dragy/pain102.gif

anim fall5
	shadowcoords 175 300
	loop	0
	 offset     225 298
	delay	1
	frame	data/chars/dragy/pain101.gif

anim rise5
	shadowcoords 175 300
	loop	0
	 offset     225 298
	delay	1
	frame	data/chars/dragy/pain101.gif

#----------------------------------------FREEZE ATTACK----------------------------------------;



#----------------------------------------TORNADO ATTACK----------------------------------------;

anim pain7
	shadowcoords 175 300
	subentity	dust01
	spawnframe	12 0 0 0 0
	loop	0
	bbox	0 0 0 0
	
	offset     225 298
	
	bbox	148 141 152 111
	delay   2
	sound   data/sounds/drags01.wav
	move	-5
	frame	data/chars/dragy/pain101.gif
	frame	data/chars/dragy/pain102.gif
	move	-4
	frame	data/chars/dragy/pain101.gif
	frame	data/chars/dragy/pain102.gif
	move	-4
	frame	data/chars/dragy/pain101.gif
	frame	data/chars/dragy/pain102.gif
	move	-3
	frame	data/chars/dragy/pain101.gif
	frame	data/chars/dragy/pain102.gif
	move	-3
	frame	data/chars/dragy/pain103.gif
	frame	data/chars/dragy/pain104.gif
	move	-2
	frame	data/chars/dragy/pain103.gif
	frame	data/chars/dragy/pain104.gif
	move	-2
	frame	data/chars/dragy/pain103.gif
	frame	data/chars/dragy/pain104.gif
	move	-1
	frame	data/chars/dragy/pain103.gif
	frame	data/chars/dragy/pain104.gif
	move	-1
	frame	data/chars/dragy/pain105.gif
	frame	data/chars/dragy/pain106.gif

	move	0
	delay   2
	offset     228 298
	frame	data/chars/dragy/pain105.gif
	offset     225 298
	frame	data/chars/dragy/pain106.gif
	offset     222 298
	frame	data/chars/dragy/pain105.gif
	offset     225 298
	frame	data/chars/dragy/pain106.gif
	offset     228 298
	frame	data/chars/dragy/pain105.gif
	offset     225 298
	frame	data/chars/dragy/pain106.gif
	bbox	148 141 152 111
	offset     222 298
	frame	data/chars/dragy/pain107.gif
	offset     225 298
	frame	data/chars/dragy/pain108.gif
	offset     228 298
	frame	data/chars/dragy/pain107.gif
	offset     225 298
	frame	data/chars/dragy/pain108.gif
	offset     222 298
	frame	data/chars/dragy/pain107.gif
	offset     225 298
	frame	data/chars/dragy/pain108.gif
	offset     228 298
	frame	data/chars/dragy/pain107.gif
	offset     225 298
	frame	data/chars/dragy/pain108.gif
	offset     222 298
	frame	data/chars/dragy/pain109.gif
	offset     225 298
	frame	data/chars/dragy/pain110.gif
	offset     228 298
	frame	data/chars/dragy/pain109.gif
	offset     225 298
	frame	data/chars/dragy/pain110.gif
	offset     222 298
	frame	data/chars/dragy/pain109.gif
	offset     225 298
	frame	data/chars/dragy/pain110.gif
	offset     228 298
	frame	data/chars/dragy/pain109.gif
	offset     225 298
	frame	data/chars/dragy/pain110.gif
	
	

anim fall7
	shadowcoords 175 300
	loop	0
	 offset     225 298
	delay	1
	frame	data/chars/dragy/pain101.gif

anim rise7
	shadowcoords 175 300
	loop	0
	 offset     225 298
	delay	1
	frame	data/chars/dragy/pain101.gif
	

#----------------------------------------POLYMORPH ATTACK----------------------------------------;


#----------------------------------------HOLD PERSON ATTACK----------------------------------------;

anim pain8
	shadowcoords 175 300
	subentity	dust01
	spawnframe	12 0 0 0 0
	loop	0
	bbox	0 0 0 0
	
	offset     225 298
	
	bbox	148 141 152 111
	delay   2
	sound   data/sounds/drags01.wav
	move	-5
	frame	data/chars/dragy/pain101.gif
	frame	data/chars/dragy/pain102.gif
	move	-4
	frame	data/chars/dragy/pain101.gif
	frame	data/chars/dragy/pain102.gif
	move	-4
	frame	data/chars/dragy/pain101.gif
	frame	data/chars/dragy/pain102.gif
	move	-3
	frame	data/chars/dragy/pain101.gif
	frame	data/chars/dragy/pain102.gif
	move	-3
	frame	data/chars/dragy/pain103.gif
	frame	data/chars/dragy/pain104.gif
	move	-2
	frame	data/chars/dragy/pain103.gif
	frame	data/chars/dragy/pain104.gif
	move	-2
	frame	data/chars/dragy/pain103.gif
	frame	data/chars/dragy/pain104.gif
	move	-1
	frame	data/chars/dragy/pain103.gif
	frame	data/chars/dragy/pain104.gif
	move	-1
	frame	data/chars/dragy/pain105.gif
	frame	data/chars/dragy/pain106.gif

	move	0
	delay   2
	offset     228 298
	frame	data/chars/dragy/pain105.gif
	offset     225 298
	frame	data/chars/dragy/pain106.gif
	offset     222 298
	frame	data/chars/dragy/pain105.gif
	offset     225 298
	frame	data/chars/dragy/pain106.gif
	offset     228 298
	frame	data/chars/dragy/pain105.gif
	offset     225 298
	frame	data/chars/dragy/pain106.gif
	bbox	148 141 152 111
	offset     222 298
	frame	data/chars/dragy/pain107.gif
	offset     225 298
	frame	data/chars/dragy/pain108.gif
	offset     228 298
	frame	data/chars/dragy/pain107.gif
	offset     225 298
	frame	data/chars/dragy/pain108.gif
	offset     222 298
	frame	data/chars/dragy/pain107.gif
	offset     225 298
	frame	data/chars/dragy/pain108.gif
	offset     228 298
	frame	data/chars/dragy/pain107.gif
	offset     225 298
	frame	data/chars/dragy/pain108.gif
	offset     222 298
	frame	data/chars/dragy/pain109.gif
	offset     225 298
	frame	data/chars/dragy/pain110.gif
	offset     228 298
	frame	data/chars/dragy/pain109.gif
	offset     225 298
	frame	data/chars/dragy/pain110.gif
	offset     222 298
	frame	data/chars/dragy/pain109.gif
	offset     225 298
	frame	data/chars/dragy/pain110.gif
	offset     228 298
	frame	data/chars/dragy/pain109.gif
	offset     225 298
	frame	data/chars/dragy/pain110.gif

anim fall8
	shadowcoords 175 300
	loop	0
	 offset     225 298
	delay	1
	frame	data/chars/dragy/pain101.gif

anim rise8
	shadowcoords 175 300
	loop	0
	 offset     225 298
	delay	1
	frame	data/chars/dragy/pain101.gif
	

#----------------------------------------HOLD PERSON ATTACK----------------------------------------;







