name	    		Dean
	 sound   	data/sounds/burn111.wav

	 delay      2
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
       frame      data/chars/misc/shock/shock02.gif
       frame      data/chars/misc/shock/shock01.gif
	 offset     238 177
	 delay      999
       frame      data/chars/dean/fall01.gif
	 delay      1
       frame      data/chars/dean/fall02.gif

#-----------------SHOCK-----------------#

anim rise
	 loop       0
	 offset     238 177
	 delay      55
       frame      data/chars/dean/fall02.gif
	 delay      20
       frame      data/chars/dean/rise01.gif
	 delay      14
       frame      data/chars/dean/fall02.gif
	 delay      10
       frame      data/chars/dean/rise01.gif
       frame      data/chars/dean/get01.gif

anim death
	 loop       0
	 offset     238 177
	 delay      1
       frame      data/chars/dean/fall02.gif

anim special
	 jugglecost 100
#	 jumpframe 0 3.3
#	 landframe  8
	 energycost	5
	 mponly  	2
	 loop       0
	 offset     238 177
	 bbox		0 0 0 0
	 sound   	data/chars/dean/dean03.wav

	 delay      14
       frame      data/chars/dean/sp01.gif

	 delay      8
 	 sound   	data/sounds/blast01.wav
       frame      data/chars/dean/sp02.gif
       frame      data/chars/dean/sp03.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	186 	94 	101 		84 		12 		1 		1 		0 		30		15
#	 delay      12
       frame      data/chars/dean/sp04.gif
       frame      data/chars/dean/sp05.gif
       frame      data/chars/dean/sp06.gif
       frame      data/chars/dean/sp07.gif
       frame      data/chars/dean/sp08.gif
       frame      data/chars/dean/sp09.gif
       frame      data/chars/dean/sp10.gif
       frame      data/chars/dean/sp11.gif
       frame      data/chars/dean/sp12.gif


	 attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	 delay      25
       frame      data/chars/dean/sp13.gif


anim	freespecial10	# Cancel jump release attack
	 jugglecost 100
	 jumpframe	0 0 -1
	 landframe	2
#	 energycost	5
#	 mponly  	2
#	subentity		counter
#	summonframe		0 0 0 0 0
#	unsummonframe	999
	loop		0
	offset		209 233
	 offset     238 177
	 bbox		0 0 0 0
	 hitfx   	data/sounds/beat2.wav

	 delay		16
		frame		data/chars/dean/jump02.gif
	delay		999
		frame		data/chars/dean/jump01.gif
	delay		6
		frame		data/chars/dean/land01.gif

@cmd changeentityproperty getlocalvar("self") "aiflag" "drop" 0
@cmd changeentityproperty getlocalvar("self") "aiflag" "falling" 0

	 delay      8
	 sound   	data/chars/dean/dean03.wav
       frame      data/chars/dean/sp01.gif
 	 sound   	data/sounds/blast01.wav
       frame      data/chars/dean/sp02.gif
       frame      data/chars/dean/sp03.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	186 	94 	101 		84 		12 		1 		1 		0 		30		15
#	 delay      12
       frame      data/chars/dean/sp04.gif
       frame      data/chars/dean/sp05.gif
       frame      data/chars/dean/sp06.gif
       frame      data/chars/dean/sp07.gif
       frame      data/chars/dean/sp08.gif
       frame      data/chars/dean/sp09.gif
       frame      data/chars/dean/sp10.gif
       frame      data/chars/dean/sp11.gif
       frame      data/chars/dean/sp12.gif


	 attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	 delay      25
       frame      data/chars/dean/sp13.gif

anim freespecial2
	 jumpframe 	2 3.3 1
	 landframe	18
	 jugglecost 	2
	 fastattack 1
	 energycost	20
	 mponly  	1
	 hitfx   	data/sounds/beat3.wav

	 loop       0
	 offset     238 177
	 bbox		0 0 0 0
	 delay      6
	 sound   	data/chars/dean/dean04.wav
@cmd projectile 1 "dust02" 0 0 0
       frame      data/chars/dean/frsp101.gif
	 delay      6
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	239 52 	46 		102 	11 			0 		1 		0 			40			15
	 dropv	0.5 0.5
       frame      data/chars/dean/frsp102.gif
	 delay      1
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp102.gif

	 sound   	data/sounds/jump.wav
	 move		0
	 delay      4

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	239 52 	46 		102 	2 			1 		1 		0 			25			15
	 dropv	2 1
       frame      data/chars/dean/frsp103.gif
 	 sound   	data/sounds/blast01.wav
 	 attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp103.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	239 52 	46 		102 	2 			1 		1 		0 			25			15
	 dropv	2 1
       frame      data/chars/dean/frsp104.gif
 	 attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp105.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	239 52 	46 		102 	2 			1 		1 		0 			25			15
	 dropv	2 1
       frame      data/chars/dean/frsp106.gif
 	 attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp104.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	239 52 	46 		102 	2 			1 		1 		0 			25			15
	 dropv	2 1
       frame      data/chars/dean/frsp105.gif
 	 attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp106.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	239 52 	46 		102 	2 			1 		1 		0 			25			15
	 dropv	2 1
       frame      data/chars/dean/frsp104.gif
 	 attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp105.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	239 52 	46 		102 	2 			1 		1 		0 			25			15
       frame      data/chars/dean/frsp106.gif
       frame      data/chars/dean/frsp104.gif

       frame      data/chars/dean/frsp105.gif

 	 delay      8
	 attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp107.gif
 	 delay      999
       frame      data/chars/dean/frsp108.gif

@cmd projectile 1 "dust01" 0 0 0
 	 bbox		226 102 23 76
	 delay      11
       frame      data/chars/dean/land01.gif


anim freespecial3
	 jugglecost 	2
	 fastattack 1
	 energycost	20
	 mponly  	1
	 hitfx   	data/sounds/beat3.wav

	 loop       0
	 offset     238 177
	 bbox		226 102 23 76
	 delay      6
       frame      data/chars/dean/a209.gif

	 bbox		0 0 0 0
	 sound   	data/chars/dean/dean06.wav
	 delay      2
@cmd projectile 1 "dust02" 0 0 0
       frame      data/chars/dean/frsp201.gif
       frame      data/chars/dean/frsp202.gif
       frame      data/chars/dean/frsp201.gif
       frame      data/chars/dean/frsp203.gif

       frame      data/chars/dean/frsp204.gif
       frame      data/chars/dean/frsp205.gif
       frame      data/chars/dean/frsp204.gif
       frame      data/chars/dean/frsp206.gif

 	 sound   	data/sounds/blast02.wav
       frame      data/chars/dean/frsp207.gif
       frame      data/chars/dean/frsp208.gif
       frame      data/chars/dean/frsp207.gif
       frame      data/chars/dean/frsp209.gif

	 delay      4
@cmd projectile 1 "wave" 0 0 0
       frame      data/chars/dean/frsp207.gif
       frame      data/chars/dean/frsp208.gif
       frame      data/chars/dean/frsp207.gif
       frame      data/chars/dean/frsp209.gif
       frame      data/chars/dean/frsp207.gif
       frame      data/chars/dean/frsp208.gif
       frame      data/chars/dean/frsp207.gif
       frame      data/chars/dean/frsp209.gif
       frame      data/chars/dean/frsp207.gif
       frame      data/chars/dean/frsp208.gif
       frame      data/chars/dean/frsp207.gif
       frame      data/chars/dean/frsp209.gif
       frame      data/chars/dean/frsp207.gif
       frame      data/chars/dean/frsp208.gif
       frame      data/chars/dean/frsp207.gif
       frame      data/chars/dean/frsp209.gif


 	 bbox		226 102 23 76
	 delay      9
       frame      data/chars/dean/get01.gif
       frame      data/chars/dean/land01.gif


anim freespecial4
	 jugglecost 	2
	 jumpframe	0 1.5 0
	 landframe	28
	 fastattack 1
	 energycost	20
	 mponly  	1
	 hitfx   	data/sounds/beat3.wav

	 loop       0
	 offset     238 177
	 bbox		0 0 0 0
	 sound   	data/chars/dean/dean07.wav
	 delay      6
       frame      data/chars/dean/frsp301.gif
       frame      data/chars/dean/frsp302.gif

	 delay      2
	 move		4

 	 sound   	data/sounds/blast02.wav
	 attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp303.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	189 85 	104 	52 		3 			1 		1 		0 			25			15
	 dropv	1.5 0.5
       frame      data/chars/dean/frsp304.gif
	 attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp303.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	189 85 	104 	52 		3 			1 		1 		0 			25			15
	 dropv	1.5 0.5
       frame      data/chars/dean/frsp305.gif
	 attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp303.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	189 85 	104 	52 		3 			1 		1 		0 			25			15
	 dropv	1.5 0.5
       frame      data/chars/dean/frsp306.gif
	 attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp303.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	189 85 	104 	52 		3 			1 		1 		0 			25			15
	 dropv	1.5 0.5
       frame      data/chars/dean/frsp307.gif

	 attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp303.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	189 85 	104 	52 		3 			1 		1 		0 			25			15
	 dropv	1.5 0.5
       frame      data/chars/dean/frsp304.gif
	 attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp303.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	189 85 	104 	52 		3 			1 		1 		0 			25			15
	 dropv	1.5 0.5
       frame      data/chars/dean/frsp305.gif
	 attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp303.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	189 85 	104 	52 		3 			1 		1 		0 			25			15
	 dropv	1.5 0.5
       frame      data/chars/dean/frsp306.gif
	 attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp303.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	189 85 	104 	52 		3 			1 		1 		0 			25			15
	 dropv	1.5 0.5
       frame      data/chars/dean/frsp307.gif

	 attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp303.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	189 85 	104 	52 		3 			1 		1 		0 			25			15
	 dropv	1.5 0.5
       frame      data/chars/dean/frsp304.gif
	 attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp303.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	189 85 	104 	52 		3 			1 		1 		0 			25			15
	 dropv	1.5 0.5
       frame      data/chars/dean/frsp305.gif
	 attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp303.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	189 85 	104 	52 		3 			1 		1 		0 			25			15
	 dropv	1.5 0.5
       frame      data/chars/dean/frsp306.gif
	 attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp303.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	189 85 	104 	52 		3 			1 		1 		0 			25			15
	 dropv	1.5 0.5
       frame      data/chars/dean/frsp307.gif

 	 bbox		226 102 23 76
	 attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
@cmd projectile 1 "dust01" 0 0 0
	 move		4
       frame      data/chars/dean/frsp308.gif
       frame      data/chars/dean/frsp308.gif
       frame      data/chars/dean/frsp308.gif
       frame      data/chars/dean/frsp308.gif
@cmd projectile 1 "dust01" 0 0 0
	 move		3
       frame      data/chars/dean/frsp308.gif
       frame      data/chars/dean/frsp308.gif
       frame      data/chars/dean/frsp308.gif
       frame      data/chars/dean/frsp308.gif
@cmd projectile 1 "dust01" 0 0 0
	 move		2
       frame      data/chars/dean/frsp308.gif
       frame      data/chars/dean/frsp308.gif
       frame      data/chars/dean/frsp308.gif
       frame      data/chars/dean/frsp308.gif
@cmd projectile 1 "dust01" 0 0 0
	 move		1
       frame      data/chars/dean/frsp308.gif
       frame      data/chars/dean/frsp308.gif
       frame      data/chars/dean/frsp308.gif
       frame      data/chars/dean/frsp308.gif

@cmd projectile 1 "dust01" 0 0 0
	 move		1
	 delay      9
       frame      data/chars/dean/get01.gif
       frame      data/chars/dean/land01.gif


anim freespecial5
	 followanim	1
	 followcond	1
	 summonframe 0 -265 -215 0 0
	 subentity	super
	 jugglecost 	2
	 fastattack 1
	 energycost	100
	 mponly  	1
	 hitfx   	data/sounds/empty.wav

	 loop       0
	 offset     238 177
	 bbox		0 0 0 0
	 sound   	data/chars/dean/dean08.wav
	 delay      6
       frame      data/chars/dean/a201.gif

	 delay      2
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	240 91 	46 		87 		0 			0 		1 		1 			20			25

	 move 	6
       frame      data/chars/dean/frsp407.gif
       frame      data/chars/dean/frsp401.gif
       frame      data/chars/dean/frsp407.gif
       frame      data/chars/dean/frsp402.gif
	 move 	5
       frame      data/chars/dean/frsp407.gif
       frame      data/chars/dean/frsp403.gif
       frame      data/chars/dean/frsp407.gif
       frame      data/chars/dean/frsp404.gif
	 move 	4
       frame      data/chars/dean/frsp407.gif
       frame      data/chars/dean/frsp405.gif
       frame      data/chars/dean/frsp407.gif
       frame      data/chars/dean/frsp406.gif

	 move 	3
       frame      data/chars/dean/frsp407.gif
       frame      data/chars/dean/frsp401.gif
       frame      data/chars/dean/frsp407.gif
       frame      data/chars/dean/frsp402.gif
	 move 	2
       frame      data/chars/dean/frsp407.gif
       frame      data/chars/dean/frsp403.gif
       frame      data/chars/dean/frsp407.gif
       frame      data/chars/dean/frsp404.gif
	 move 	1
       frame      data/chars/dean/frsp407.gif
       frame      data/chars/dean/frsp405.gif
       frame      data/chars/dean/frsp407.gif
 	 attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp406.gif

	 sound   	data/chars/dean/dean09.wav
	 move 	0
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	240 83 	105 	95 		0 			0 		1 		1 			20			25
	 sound   	data/sounds/shock01.wav
       frame      data/chars/dean/frsp408.gif
       frame      data/chars/dean/frsp409.gif
       frame      data/chars/dean/frsp408.gif
       frame      data/chars/dean/frsp410.gif
       frame      data/chars/dean/frsp408.gif
       frame      data/chars/dean/frsp411.gif
	 sound   	data/sounds/shock01.wav
       frame      data/chars/dean/frsp408.gif
       frame      data/chars/dean/frsp412.gif
       frame      data/chars/dean/frsp408.gif
       frame      data/chars/dean/frsp413.gif
       frame      data/chars/dean/frsp408.gif
       frame      data/chars/dean/frsp414.gif
	 sound   	data/sounds/shock01.wav
       frame      data/chars/dean/frsp408.gif
       frame      data/chars/dean/frsp415.gif
       frame      data/chars/dean/frsp408.gif
       frame      data/chars/dean/frsp416.gif
       frame      data/chars/dean/frsp408.gif
       frame      data/chars/dean/frsp417.gif
	 sound   	data/sounds/shock01.wav
       frame      data/chars/dean/frsp408.gif
       frame      data/chars/dean/frsp418.gif
       frame      data/chars/dean/frsp408.gif
       frame      data/chars/dean/frsp419.gif
       frame      data/chars/dean/frsp408.gif
       frame      data/chars/dean/frsp420.gif

	 sound   	data/sounds/shock01.wav
 	 attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      6
       frame      data/chars/dean/a209.gif

anim follow1
	 fastattack 1
	 loop       0
	 offset     238 177
	 bbox		0 0 0 0
	 hitfx   	data/sounds/beat3.wav

	 delay      2
	 sound   	data/chars/dean/dean09.wav
	 
	   attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp408.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	240 	83 	105 		95 		1 		0 		1 		0 		10		25
	 dropv	0.5 0.5
       frame      data/chars/dean/frsp422.gif
	   attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp408.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	240 	83 	105 		95 		1 		0 		1 		0 		10		25
	 dropv	0.5 0.5
       frame      data/chars/dean/frsp423.gif
	   attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp408.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	240 	83 	105 		95 		1 		0 		1 		0 		10		25
	 dropv	0.5 0.5
       frame      data/chars/dean/frsp424.gif
	   attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp408.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	240 	83 	105 		95 		1 		0 		1 		0 		10		25
	 dropv	0.5 0.5
       frame      data/chars/dean/frsp425.gif
	   attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp408.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	240 	83 	105 		95 		1 		0 		1 		0 		10		25
	 dropv	0.5 0.5
       frame      data/chars/dean/frsp426.gif
	   attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp408.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	240 	83 	105 		95 		1 		0 		1 		0 		10		25
	 dropv	0.5 0.5
       frame      data/chars/dean/frsp427.gif
	   attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp408.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	240 	83 	105 		95 		1 		0 		1 		0 		10		25
	 dropv	0.5 0.5
       frame      data/chars/dean/frsp428.gif
	 
	   attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp408.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	240 	83 	105 		95 		1 		0 		1 		0 		10		25
	 dropv	0.5 0.5
       frame      data/chars/dean/frsp422.gif
	   attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp408.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	240 	83 	105 		95 		1 		0 		1 		0 		10		25
	 dropv	0.5 0.5
       frame      data/chars/dean/frsp423.gif
	   attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp408.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	240 	83 	105 		95 		1 		0 		1 		0 		10		25
	 dropv	0.5 0.5
       frame      data/chars/dean/frsp424.gif
	   attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp408.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	240 	83 	105 		95 		1 		0 		1 		0 		10		25
	 dropv	0.5 0.5
       frame      data/chars/dean/frsp425.gif
	   attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp408.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	240 	83 	105 		95 		1 		0 		1 		0 		10		25
	 dropv	0.5 0.5
       frame      data/chars/dean/frsp426.gif
	   attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp408.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	240 	83 	105 		95 		1 		0 		1 		0 		10		25
	 dropv	0.5 0.5
       frame      data/chars/dean/frsp427.gif
	   attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp408.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	240 	83 	105 		95 		1 		0 		1 		0 		10		25
	 dropv	0.5 0.5
       frame      data/chars/dean/frsp428.gif
	 
	   attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp408.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	240 	83 	105 		95 		1 		0 		1 		0 		10		25
	 dropv	0.5 0.5
       frame      data/chars/dean/frsp422.gif
	   attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp408.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	240 	83 	105 		95 		1 		0 		1 		0 		10		25
	 dropv	0.5 0.5
       frame      data/chars/dean/frsp423.gif
	   attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp408.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	240 	83 	105 		95 		1 		0 		1 		0 		10		25
	 dropv	0.5 0.5
       frame      data/chars/dean/frsp424.gif
	   attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp408.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	240 	83 	105 		95 		1 		0 		1 		0 		10		25
	 dropv	0.5 0.5
       frame      data/chars/dean/frsp425.gif
	   attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp408.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	240 	83 	105 		95 		1 		0 		1 		0 		10		25
	 dropv	0.5 0.5
       frame      data/chars/dean/frsp426.gif
	   attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp408.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	240 	83 	105 		95 		1 		0 		1 		0 		10		25
	 dropv	0.5 0.5
       frame      data/chars/dean/frsp427.gif
	   attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/dean/frsp408.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack13  	240 	83 	105 		95 		61 		1 		1 		0 		10		25
       frame      data/chars/dean/frsp428.gif

 	 attack13  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 sound   	data/sounds/shock01.wav
       frame      data/chars/dean/frsp408.gif
       frame      data/chars/dean/frsp417.gif
       frame      data/chars/dean/frsp408.gif
       frame      data/chars/dean/frsp418.gif
       frame      data/chars/dean/frsp408.gif
       frame      data/chars/dean/frsp419.gif
       frame      data/chars/dean/frsp408.gif
       frame      data/chars/dean/frsp420.gif

	   delay      25
       frame      data/chars/dean/frsp408.gif
	 delay      6
       frame      data/chars/dean/a209.gif






