name				manti
	spawnframe	0 0 -15 0 0
#	subentity	dust01
#	spawnframe	12 0 0 0 0
	dropframe		1
	landframe		2
	loop	0
	 offset     225 198
	bbox	191 143 79 55
	sound   data/sounds/pdie1.wav
	delay   999
	frame	data/chars/manti/fall01.gif
	frame	data/chars/manti/fall02.gif
	delay	35
	bbox		0 0 0 0
	sound   data/sounds/fall01.wav
	frame	data/chars/manti/fall02.gif
	delay	40
	frame	data/chars/manti/rise00.gif

anim rise1
	shadowcoords 193 200
	loop	0
	 offset     225 198
	delay	12
	frame	data/chars/manti/rise00.gif
	frame	data/chars/manti/rise01.gif
	frame	data/chars/manti/rise02.gif
	frame	data/chars/manti/rise03.gif
	frame	data/chars/manti/guard00.gif

anim death1
	shadowcoords 193 200
	loop	0
	 offset     225 198
	delay   1
	frame	data/chars/manti/rise00.gif

#----------------------------------------ATTACK 1----------------------------------------;


#----------------------------------------ATTACK 2----------------------------------------;

anim pain2
	shadowcoords 193 200
	load		blood01
	subentity	blood01
	spawnframe	0 0 -15 0 0
#	subentity	dust01
#	spawnframe	12 0 0 0 0
	loop	0
	bbox	191 143 79 55
	sound   data/sounds/manti01.wav

	
	offset     225 198
	
	delay   2
	move	-5
	frame	data/chars/manti/pain101.gif
	frame	data/chars/manti/pain101.gif
	move	-4
	frame	data/chars/manti/pain101.gif
	frame	data/chars/manti/pain101.gif
	move	-4
	frame	data/chars/manti/pain101.gif
	frame	data/chars/manti/pain101.gif
	move	-3
	frame	data/chars/manti/pain101.gif
	frame	data/chars/manti/pain101.gif
	move	-3
	frame	data/chars/manti/pain101.gif
	frame	data/chars/manti/pain101.gif
	move	-2
	frame	data/chars/manti/pain101.gif
	frame	data/chars/manti/pain101.gif
	move	-2
	frame	data/chars/manti/pain101.gif
	frame	data/chars/manti/pain101.gif
	move	-1
	frame	data/chars/manti/pain101.gif
	frame	data/chars/manti/pain101.gif
	move	-1
	frame	data/chars/manti/pain101.gif
	frame	data/chars/manti/pain101.gif

	move	0
	delay   2
	offset     228 198
	frame	data/chars/manti/pain101.gif
	offset     225 198
	frame	data/chars/manti/pain101.gif
	offset     222 198
	frame	data/chars/manti/pain101.gif
	offset     225 198
	frame	data/chars/manti/pain101.gif
	offset     228 198
	frame	data/chars/manti/pain101.gif
	offset     225 198
	frame	data/chars/manti/pain101.gif
	offset     222 198
	frame	data/chars/manti/pain101.gif
	offset     225 198
	frame	data/chars/manti/pain101.gif
	offset     228 198
	frame	data/chars/manti/pain101.gif
	offset     225 198
	frame	data/chars/manti/pain101.gif
	offset     222 198
	frame	data/chars/manti/pain101.gif
	offset     225 198
	frame	data/chars/manti/pain101.gif

anim fall2
	shadowcoords 193 200
	load		blood01
	subentity	blood01
	spawnframe	0 0 -15 0 0
#	subentity	dust01
#	spawnframe	12 0 0 0 0
	dropframe		1
	landframe		2
	loop	0
	 offset     225 198
	bbox	191 143 79 55
	sound   data/sounds/pdie1.wav
	delay   999
	frame	data/chars/manti/fall01.gif
	frame	data/chars/manti/fall02.gif
	delay	35
	bbox		0 0 0 0
	sound   data/sounds/fall01.wav
	frame	data/chars/manti/fall02.gif
	delay	40
	frame	data/chars/manti/rise00.gif

anim rise2
	shadowcoords 193 200
	loop	0
	 offset     225 198
	delay	12
	frame	data/chars/manti/rise00.gif
	frame	data/chars/manti/rise01.gif
	frame	data/chars/manti/rise02.gif
	frame	data/chars/manti/rise03.gif
	frame	data/chars/manti/guard00.gif

anim death2
	shadowcoords 193 200
	loop	0
	 offset     225 198
	delay   1
	frame	data/chars/manti/rise00.gif

#----------------------------------------ATTACK 2----------------------------------------;

#----------------------------------------BURN ATTACK----------------------------------------;

anim pain3
	shadowcoords 193 200
	subentity	dust01
	spawnframe	15 0 0 0 0
	loop	0
	offset     225 198
	bbox		212 143 30 55
	delay   3
	frame	data/chars/manti/burn01.gif
	frame	data/chars/manti/burn02.gif
	frame	data/chars/manti/burn03.gif
	frame	data/chars/manti/burn01.gif
	frame	data/chars/manti/burn02.gif
	frame	data/chars/manti/burn03.gif
	frame	data/chars/manti/burn01.gif
	frame	data/chars/manti/burn02.gif
	frame	data/chars/manti/burn03.gif
	frame	data/chars/manti/burn01.gif
	frame	data/chars/manti/burn02.gif
	frame	data/chars/manti/burn03.gif
	frame	data/chars/manti/burn01.gif
	frame	data/chars/manti/burn02.gif
	frame	data/chars/manti/burn03.gif
	delay   2
	move	-3
	frame	data/chars/manti/pain101.gif
	frame	data/chars/manti/pain101.gif
	move	-2
	frame	data/chars/manti/pain101.gif
	frame	data/chars/manti/pain101.gif
	move	-2
	frame	data/chars/manti/pain101.gif
	frame	data/chars/manti/pain101.gif
	move	-1
	frame	data/chars/manti/pain101.gif
	frame	data/chars/manti/pain101.gif
	move	-1
	frame	data/chars/manti/pain101.gif
	frame	data/chars/manti/pain101.gif
	
	move	0
	delay   6
	frame	data/chars/manti/pain101.gif
	delay   2
	frame	data/chars/manti/pain101.gif
	delay   2
	frame	data/chars/manti/pain101.gif
	delay   2
	frame	data/chars/manti/pain101.gif
	delay   2
	frame	data/chars/manti/pain101.gif
	delay   2
	frame	data/chars/manti/pain101.gif

anim fall3
	shadowcoords 193 200
	dropframe	16
	landframe	17
	loop	0
	offset     225 198
	bbox		212 143 30 55
	delay   3
	frame	data/chars/manti/burn01.gif
	frame	data/chars/manti/burn02.gif
	frame	data/chars/manti/burn03.gif
	frame	data/chars/manti/burn01.gif
	frame	data/chars/manti/burn02.gif
	frame	data/chars/manti/burn03.gif
	frame	data/chars/manti/burn01.gif
	frame	data/chars/manti/burn02.gif
	frame	data/chars/manti/burn03.gif
	frame	data/chars/manti/burn01.gif
	frame	data/chars/manti/burn02.gif
	frame	data/chars/manti/burn03.gif
	frame	data/chars/manti/burn01.gif
	frame	data/chars/manti/burn02.gif
	frame	data/chars/manti/burn03.gif
	delay   999
	frame	data/chars/manti/fall01.gif
	frame	data/chars/manti/fall02.gif
	delay	35
	bbox		0 0 0 0
	sound   data/sounds/fall01.wav
	frame	data/chars/manti/fall02.gif
	delay	40
	frame	data/chars/manti/rise00.gif

anim rise3
	shadowcoords 193 200
	loop	0
	 offset     225 198
	delay	12
	frame	data/chars/manti/rise00.gif
	frame	data/chars/manti/rise01.gif
	frame	data/chars/manti/rise02.gif
	frame	data/chars/manti/rise03.gif
	frame	data/chars/manti/guard00.gif

anim death3
	shadowcoords 193 200
	loop	0
	 offset     225 198
	delay   1
	frame	data/chars/manti/rise00.gif

#----------------------------------------BURN ATTACK----------------------------------------;


#----------------------------------------SHOCK ATTACK----------------------------------------;

anim pain4
	shadowcoords 193 200
	subentity	dust01
	spawnframe	15 0 0 0 0
	loop	0
	offset     225 198
	bbox		212 143 30 55
	delay   3
	frame	data/chars/manti/shock01.gif
	frame	data/chars/manti/shock02.gif
	frame	data/chars/manti/shock03.gif
	frame	data/chars/manti/shock01.gif
	frame	data/chars/manti/shock02.gif
	frame	data/chars/manti/shock03.gif
	frame	data/chars/manti/shock01.gif
	frame	data/chars/manti/shock02.gif
	frame	data/chars/manti/shock03.gif
	frame	data/chars/manti/shock01.gif
	frame	data/chars/manti/shock02.gif
	frame	data/chars/manti/shock03.gif
	frame	data/chars/manti/shock01.gif
	frame	data/chars/manti/shock02.gif
	frame	data/chars/manti/shock03.gif
	delay   2
	move	-3
	frame	data/chars/manti/pain101.gif
	frame	data/chars/manti/pain101.gif
	move	-2
	frame	data/chars/manti/pain101.gif
	frame	data/chars/manti/pain101.gif
	move	-2
	frame	data/chars/manti/pain101.gif
	frame	data/chars/manti/pain101.gif
	move	-1
	frame	data/chars/manti/pain101.gif
	frame	data/chars/manti/pain101.gif
	move	-1
	frame	data/chars/manti/pain101.gif
	frame	data/chars/manti/pain101.gif
	
	move	0
	delay   6
	frame	data/chars/manti/pain101.gif
	delay   2
	frame	data/chars/manti/pain101.gif
	delay   2
	frame	data/chars/manti/pain101.gif
	delay   2
	frame	data/chars/manti/pain101.gif
	delay   2
	frame	data/chars/manti/pain101.gif
	delay   2
	frame	data/chars/manti/pain101.gif

anim fall4
	shadowcoords 193 200
	dropframe	16
	landframe	17
	loop	0
	offset     225 198
	bbox		212 143 30 55
	delay   3
	frame	data/chars/manti/shock01.gif
	frame	data/chars/manti/shock02.gif
	frame	data/chars/manti/shock03.gif
	frame	data/chars/manti/shock01.gif
	frame	data/chars/manti/shock02.gif
	frame	data/chars/manti/shock03.gif
	frame	data/chars/manti/shock01.gif
	frame	data/chars/manti/shock02.gif
	frame	data/chars/manti/shock03.gif
	frame	data/chars/manti/shock01.gif
	frame	data/chars/manti/shock02.gif
	frame	data/chars/manti/shock03.gif
	frame	data/chars/manti/shock01.gif
	frame	data/chars/manti/shock02.gif
	frame	data/chars/manti/shock03.gif
	delay   999
	frame	data/chars/manti/fall01.gif
	frame	data/chars/manti/fall02.gif
	delay	35
	bbox		0 0 0 0
	sound   data/sounds/fall01.wav
	frame	data/chars/manti/fall02.gif
	delay	40
	frame	data/chars/manti/rise00.gif

anim rise4
	shadowcoords 193 200
	loop	0
	 offset     225 198
	delay	12
	frame	data/chars/manti/rise00.gif
	frame	data/chars/manti/rise01.gif
	frame	data/chars/manti/rise02.gif
	frame	data/chars/manti/rise03.gif
	frame	data/chars/manti/guard00.gif

anim death4
	shadowcoords 193 200
	loop	0
	 offset     225 198
	delay   1
	frame	data/chars/manti/rise00.gif

#----------------------------------------SHOCK ATTACK----------------------------------------;

#----------------------------------------FREEZE ATTACK----------------------------------------;

anim pain5
	shadowcoords 193 200
	loop	0
	offset     225 198
	bbox		212 143 30 55
	delay   1
	frame	data/chars/manti/freeze01.gif
	delay   5
	frame	data/chars/manti/pain101.gif
	delay   2
	frame	data/chars/manti/freeze01.gif
	delay   4
	frame	data/chars/manti/pain101.gif
	delay   3
	frame	data/chars/manti/freeze01.gif
	delay   3
	frame	data/chars/manti/pain101.gif
	delay   4
	frame	data/chars/manti/freeze01.gif
	delay   2
	frame	data/chars/manti/pain101.gif
	delay   5
	frame	data/chars/manti/freeze01.gif
	delay   1
	frame	data/chars/manti/pain101.gif

	delay   50
	frame	data/chars/manti/freeze01.gif

	delay   5
	frame	data/chars/manti/freeze01.gif
	delay   1
	frame	data/chars/manti/pain101.gif
	delay   4
	frame	data/chars/manti/freeze01.gif
	delay   2
	frame	data/chars/manti/pain101.gif
	delay   3
	frame	data/chars/manti/freeze01.gif
	delay   3
	frame	data/chars/manti/pain101.gif
	delay   2
	frame	data/chars/manti/freeze01.gif
	delay   4
	frame	data/chars/manti/pain101.gif
	delay   1
	frame	data/chars/manti/freeze01.gif
	delay   5
	frame	data/chars/manti/pain101.gif
	bbox		0 0 0 0
	frame	data/chars/manti/fall01.gif
	frame	data/chars/manti/fall02.gif
	delay   70
	frame	data/chars/manti/rise00.gif
	delay	10
	frame	data/chars/manti/rise01.gif
	delay	8
	frame	data/chars/manti/rise02.gif
	frame	data/chars/manti/rise03.gif
	frame	data/chars/manti/guard00.gif

anim fall5
	shadowcoords 193 200
	subentity	dust01
	spawnframe	11 0 0 0 0
	jumpframe	0 1 -1
	landframe	11
	loop	0
	offset     225 198
	bbox		212 143 30 55
	delay   1
	frame	data/chars/manti/freeze01.gif
	delay   5
	frame	data/chars/manti/pain101.gif
	delay   2
	frame	data/chars/manti/freeze01.gif
	delay   4
	frame	data/chars/manti/pain101.gif
	delay   3
	frame	data/chars/manti/freeze01.gif
	delay   3
	frame	data/chars/manti/pain101.gif
	delay   4
	frame	data/chars/manti/freeze01.gif
	delay   2
	frame	data/chars/manti/pain101.gif
	delay   5
	frame	data/chars/manti/freeze01.gif
	delay   1
	frame	data/chars/manti/pain101.gif

	delay   999
	frame	data/chars/manti/freeze01.gif
	delay   1
	frame	data/chars/manti/freeze01.gif

anim rise5
	shadowcoords 193 200
	loop	0
	 offset     225 198

	bbox		212 143 30 55
	delay   50
	frame	data/chars/manti/freeze01.gif
	delay   5
	frame	data/chars/manti/freeze01.gif
	delay   1
	frame	data/chars/manti/pain101.gif
	delay   4
	frame	data/chars/manti/freeze01.gif
	delay   2
	frame	data/chars/manti/pain101.gif
	delay   3
	frame	data/chars/manti/freeze01.gif
	delay   3
	frame	data/chars/manti/pain101.gif
	delay   2
	frame	data/chars/manti/freeze01.gif
	delay   4
	frame	data/chars/manti/pain101.gif
	delay   1
	frame	data/chars/manti/freeze01.gif
	delay   5
	frame	data/chars/manti/pain101.gif
	bbox		0 0 0 0
	frame	data/chars/manti/fall01.gif
	frame	data/chars/manti/fall02.gif
	delay   70
	frame	data/chars/manti/rise00.gif
	delay	10
	frame	data/chars/manti/rise01.gif
	delay	8
	frame	data/chars/manti/rise02.gif
	frame	data/chars/manti/rise03.gif
	frame	data/chars/manti/guard00.gif

	
anim death5
	shadowcoords 193 200
	loop	0
	 offset     225 198

	delay   50
	frame	data/chars/manti/freeze01.gif
	delay   5
	frame	data/chars/manti/freeze01.gif
	delay   1
	frame	data/chars/misc/empty.gif
	delay   4
	frame	data/chars/manti/freeze01.gif
	delay   2
	frame	data/chars/misc/empty.gif
	delay   3
	frame	data/chars/manti/freeze01.gif
	delay   3
	frame	data/chars/misc/empty.gif
	delay   2
	frame	data/chars/manti/freeze01.gif
	delay   4
	frame	data/chars/misc/empty.gif
	delay   1
	frame	data/chars/manti/freeze01.gif
	delay   5
	frame	data/chars/misc/empty.gif

#----------------------------------------FREEZE ATTACK----------------------------------------;


#----------------------------------------POLYMORPH ATTACK----------------------------------------;

anim pain6
	shadowcoords 193 200
	loop	0
	offset     225 198
	bbox		212 143 30 55
	delay   1
	frame	data/chars/misc/poly/frog01.gif
	delay   5
	frame	data/chars/manti/pain101.gif
	delay   2
	frame	data/chars/misc/poly/frog01.gif
	delay   4
	frame	data/chars/manti/pain101.gif
	delay   3
	frame	data/chars/misc/poly/frog01.gif
	delay   3
	frame	data/chars/manti/pain101.gif
	delay   4
	frame	data/chars/misc/poly/frog01.gif
	delay   2
	frame	data/chars/manti/pain101.gif
	delay   5
	frame	data/chars/misc/poly/frog01.gif
	delay   1
	frame	data/chars/manti/pain101.gif

	delay   8
	frame	data/chars/misc/poly/frog01.gif
	frame	data/chars/misc/poly/frog02.gif
	frame	data/chars/misc/poly/frog03.gif
	frame	data/chars/misc/poly/frog04.gif
	frame	data/chars/misc/poly/frog05.gif
	frame	data/chars/misc/poly/frog06.gif
	frame	data/chars/misc/poly/frog07.gif
	delay   200
	frame	data/chars/misc/poly/frog08.gif

	delay   5
	frame	data/chars/misc/poly/frog08.gif
	delay   1
	frame	data/chars/manti/pain101.gif
	delay   4
	frame	data/chars/misc/poly/frog08.gif
	delay   2
	frame	data/chars/manti/pain101.gif
	delay   3
	frame	data/chars/misc/poly/frog08.gif
	delay   3
	frame	data/chars/manti/pain101.gif
	delay   2
	frame	data/chars/misc/poly/frog08.gif
	delay   4
	frame	data/chars/manti/pain101.gif
	delay   1
	frame	data/chars/misc/poly/frog08.gif
	delay   5
	frame	data/chars/manti/pain101.gif

anim fall6
	shadowcoords 193 200
	subentity	dust01
	spawnframe	11 0 0 0 0
	jumpframe	0 1 -1
	landframe	11
	loop	0
	offset     225 198
	bbox		212 143 30 55
	delay   1
	frame	data/chars/misc/poly/frog05.gif
	delay   5
	frame	data/chars/manti/pain101.gif
	delay   2
	frame	data/chars/misc/poly/frog05.gif
	delay   4
	frame	data/chars/manti/pain101.gif
	delay   3
	frame	data/chars/misc/poly/frog05.gif
	delay   3
	frame	data/chars/manti/pain101.gif
	delay   4
	frame	data/chars/misc/poly/frog05.gif
	delay   2
	frame	data/chars/manti/pain101.gif
	delay   5
	frame	data/chars/misc/poly/frog05.gif
	delay   1
	frame	data/chars/manti/pain101.gif

	delay   999
	frame	data/chars/misc/poly/frog05.gif
	delay   8
	frame	data/chars/misc/poly/frog06.gif
	frame	data/chars/misc/poly/frog07.gif
	delay   200
	frame	data/chars/misc/poly/frog08.gif

anim rise6
	shadowcoords 193 200
	loop	0
	 offset     225 198

	bbox		212 143 30 55
	delay   200
	frame	data/chars/misc/poly/frog08.gif
	delay   5
	frame	data/chars/misc/poly/frog08.gif
	delay   1
	frame	data/chars/manti/pain101.gif
	delay   4
	frame	data/chars/misc/poly/frog08.gif
	delay   2
	frame	data/chars/manti/pain101.gif
	delay   3
	frame	data/chars/misc/poly/frog08.gif
	delay   3
	frame	data/chars/manti/pain101.gif
	delay   2
	frame	data/chars/misc/poly/frog08.gif
	delay   4
	frame	data/chars/manti/pain101.gif
	delay   1
	frame	data/chars/misc/poly/frog08.gif
	delay   5
	frame	data/chars/manti/pain101.gif
	bbox		0 0 0 0
	frame	data/chars/manti/fall01.gif
	frame	data/chars/manti/fall02.gif
	delay   70
	frame	data/chars/manti/rise00.gif
	delay	10
	frame	data/chars/manti/rise01.gif
	delay	8
	frame	data/chars/manti/rise02.gif
	frame	data/chars/manti/rise03.gif
	frame	data/chars/manti/guard00.gif

anim death6
	shadowcoords 193 200
	loop	0
	 offset     225 198

	delay   200
	frame	data/chars/misc/poly/frog08.gif
	delay   5
	frame	data/chars/misc/poly/frog08.gif
	delay   1
	frame	data/chars/misc/empty.gif
	delay   4
	frame	data/chars/misc/poly/frog08.gif
	delay   2
	frame	data/chars/misc/empty.gif
	delay   3
	frame	data/chars/misc/poly/frog08.gif
	delay   3
	frame	data/chars/misc/empty.gif
	delay   2
	frame	data/chars/misc/poly/frog08.gif
	delay   4
	frame	data/chars/misc/empty.gif
	delay   1
	frame	data/chars/misc/poly/frog08.gif
	delay   5
	frame	data/chars/misc/empty.gif

#----------------------------------------POLYMORPH ATTACK----------------------------------------;



#----------------------------------------TORNADO ATTACK----------------------------------------;

anim pain7
	shadowcoords 193 200
	loop	0
	offset     225 198
	bbox		212 143 30 55
	delay   6
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	
	

anim fall7
	shadowcoords 193 200
	jumpframe	0 6 0
	landframe	80

	loop	0
	offset     225 198
	bbox		212 143 30 55
	
	delay   6
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 0 0 0 -1
	frame	data/chars/manti/pain101.gif


	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 0 1 0 0 -1
	frame	data/chars/manti/pain101.gif
	drawmethod 256 256 1 1 0 0 -1
	frame	data/chars/manti/pain101.gif

	delay	65
	bbox		0 0 0 0
	sound   data/sounds/fall01.wav
	drawmethod 256 256 0 0 0 0 -1
	frame	data/chars/manti/fall01.gif
	delay	40
	frame	data/chars/manti/rise00.gif

	
anim rise7
	shadowcoords 193 200
	loop	0
	 offset     225 198
	delay	12
	frame	data/chars/manti/rise00.gif
	frame	data/chars/manti/rise01.gif
	frame	data/chars/manti/rise02.gif
	frame	data/chars/manti/rise03.gif
	frame	data/chars/manti/guard00.gif

anim death7
	shadowcoords 193 200
	loop	0
	 offset     225 198
	delay   1
	frame	data/chars/manti/rise00.gif

#----------------------------------------POLYMORPH ATTACK----------------------------------------;


#----------------------------------------HOLD PERSON ATTACK----------------------------------------;

anim pain8
	shadowcoords 193 200
	load		hold
	subentity	hold
	spawnframe	0 0 0 0 0
	loop	0
	offset     225 198
	bbox		212 143 30 55

	delay   2
	offset     228 198
	frame	data/chars/manti/pain101.gif
	offset     225 198
	frame	data/chars/manti/pain101.gif
	offset     222 198
	frame	data/chars/manti/pain101.gif
	offset     225 198
	frame	data/chars/manti/pain101.gif
	offset     228 198
	frame	data/chars/manti/pain101.gif
	offset     225 198
	frame	data/chars/manti/pain101.gif
	offset     222 198
	frame	data/chars/manti/pain101.gif
	offset     225 198
	frame	data/chars/manti/pain101.gif
	offset     228 198
	frame	data/chars/manti/pain101.gif
	offset     225 198
	frame	data/chars/manti/pain101.gif
	offset     222 198
	frame	data/chars/manti/pain101.gif
	offset     225 198
	frame	data/chars/manti/pain101.gif

	delay   210
	frame	data/chars/manti/pain101.gif

anim fall8
	shadowcoords 193 200
	load		hold
	subentity	hold
